Time(s),L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0.02,98.18,10.36,126.36,-63.36,-19.58,-137.12,31.7,23,121.04,-50.98,-14.38,-47.12,26.82,-46.74,287.78,-115.88,-0.24,-7.68,0,0.06,0.98,2.4,-4.5,-4.7,-0.94,37.3,140.26,-2.12,-20.32,56.78,-22.8,34.8,120.46,-18.78,3.1,7.3,39.98,27.96,343.66,-86.18,-31.3,58.06,0,0.07,0.97,0,-4.4,-3.7,0.05078,-0.03815,-0.05284,0,0,0
0.04,92.18,9.36,125.36,-64.36,-17.58,-139.12,29.7,18,115.04,-52.98,-13.38,-51.12,27.82,-45.74,288.78,-113.88,0.76,-7.68,0.01,0.06,0.98,2.4,-4.3,-4.7,-0.94,33.3,137.26,-3.12,-22.32,55.78,-23.8,41.8,121.46,-16.78,2.1,9.3,36.98,27.96,345.66,-85.18,-28.3,61.06,0,0.07,0.97,0,-4.2,-3.8,0.05078,-0.03815,-0.05284,0,0,0
0.06,94.18,10.36,126.36,-60.36,-15.58,-130.12,27.7,18,110.04,-49.98,-11.38,-52.12,27.82,-46.74,295.78,-115.88,-1.24,-4.68,0,0.06,0.98,2.1,-4.4,-4.7,-1.94,40.3,137.26,-0.12,-22.32,50.78,-19.8,39.8,121.46,-16.78,4.1,3.3,38.98,27.96,343.66,-85.18,-31.3,59.06,0,0.07,0.97,-0.1,-4.2,-3.7,0.05078,-0.03815,-0.05284,0,0,0
0.08,92.18,5.36,119.36,-59.36,-14.58,-130.12,29.7,20,108.04,-50.98,-12.38,-49.12,27.82,-47.74,307.78,-119.88,-2.24,-5.68,0,0.06,0.98,2.1,-4.2,-4.6,-0.94,36.3,137.26,-1.12,-19.32,58.78,-23.8,33.8,119.46,-16.78,3.1,5.3,39.98,26.96,343.66,-85.18,-31.3,62.06,-0.01,0.07,0.97,-0.1,-4.5,-3.5,0.05078,-0.03815,-0.05284,0,0,0
0.1,89.18,7.36,116.36,-55.36,-16.58,-125.12,31.7,19,105.04,-47.98,-13.38,-46.12,25.82,-48.74,317.78,-121.88,0.76,-3.68,0,0.06,0.98,2.3,-4.3,-4.7,-0.94,32.3,135.26,0.88,-20.32,72.78,-19.8,38.8,121.46,-15.78,2.1,24.3,37.98,25.96,348.66,-87.18,-30.3,61.06,0.12,0.07,0.97,0,-4.4,-4.1,0.05078,-0.03815,-0.05284,0,0,0
0.12,92.18,11.36,119.36,-58.36,-15.58,-121.12,27.7,16,104.04,-49.98,-12.38,-49.12,27.82,-46.74,316.78,-119.88,-1.24,0.32,0,0.05,0.98,2.6,-4.5,-4.8,-1.94,36.3,138.26,0.88,-22.32,69.78,-24.8,32.8,118.46,-17.78,5.1,14.3,38.98,27.96,353.66,-88.18,-31.3,62.06,-0.01,0.07,0.97,0,-4.2,-3.9,0.05078,-0.03815,-0.05284,0,0,0
0.14,88.18,7.36,116.36,-58.36,-15.58,-122.12,35.7,22,106.04,-46.98,-12.38,-48.12,26.82,-47.74,314.78,-120.88,-0.24,-2.68,0,0.06,0.98,2.7,-4.2,-4.9,0.06,36.3,135.26,1.88,-24.32,69.78,-22.8,38.8,118.46,-17.78,2.1,11.3,38.98,27.96,357.66,-88.18,-31.3,62.06,0,0.07,0.97,0,-4.2,-3.8,0.05078,-0.03815,-0.05284,0,0,0
0.16,88.18,6.36,123.36,-56.36,-16.58,-131.12,26.7,17,107.04,-47.98,-10.38,-48.12,27.82,-46.74,315.78,-119.88,-0.24,-4.68,0,0.06,0.98,2.3,-4.3,-4.7,-0.94,37.3,133.26,-0.12,-23.32,58.78,-18.8,46.8,117.46,-15.78,1.1,30.3,39.98,28.96,354.66,-87.18,-32.3,66.06,-0.01,0.07,0.97,0.1,-4.4,-3.8,0.05078,-0.03815,-0.05284,0,0,0
0.18,85.18,2.36,117.36,-57.36,-17.58,-146.12,32.7,17,107.04,-49.98,-14.38,-50.12,28.82,-46.74,315.78,-120.88,-2.24,-6.68,0,0.06,0.98,2.6,-4.2,-4.7,0.06,40.3,134.26,0.88,-21.32,72.78,-20.8,46.8,119.46,-16.78,4.1,22.3,36.98,26.96,352.66,-87.18,-29.3,69.06,-0.01,0.07,0.97,0,-4.3,-3.8,0.05078,-0.03815,-0.05284,0,0,0
0.2,91.18,3.36,116.36,-58.36,-17.58,-157.12,30.7,19,112.04,-48.98,-13.38,-51.12,27.82,-47.74,317.78,-121.88,-1.24,-2.68,0,0.06,0.98,2.5,-4.3,-4.7,-2.94,34.3,137.26,0.88,-21.32,64.78,-23.8,37.8,120.46,-18.78,1.1,-16.7,39.98,25.96,352.66,-88.18,-30.3,66.06,-0.01,0.07,0.97,0,-4.3,-3.8,0.05078,-0.03815,-0.05284,0,0,0
0.22,86.18,2.36,118.36,-58.36,-16.58,-132.12,31.7,18,106.04,-47.98,-11.38,-58.12,28.82,-47.74,314.78,-120.88,-3.24,-6.68,0,0.06,0.98,2.8,-4.5,-4.9,-0.94,34.3,137.26,-0.12,-17.32,72.78,-24.8,42.8,119.46,-15.78,3.1,28.3,37.98,28.96,350.66,-86.18,-30.3,61.06,-0.01,0.07,0.97,0.1,-4.5,-3.9,0.05078,-0.03815,-0.05284,0,0,0
0.24,89.18,7.36,120.36,-59.36,-16.58,-124.12,29.7,18,106.04,-45.98,-13.38,-38.12,28.82,-47.74,313.78,-118.88,-2.24,-1.68,0.01,0.06,0.98,2.5,-4.6,-4.8,-2.94,41.3,139.26,0.88,-18.32,63.78,-24.8,40.8,119.46,-18.78,1.1,19.3,37.98,28.96,352.66,-86.18,-31.3,63.06,0,0.07,0.97,0.2,-4.2,-3.6,0.05078,-0.03815,-0.05284,0,0,0
0.26,93.18,10.36,123.36,-59.36,-18.58,-157.12,32.7,19,107.04,-44.98,-14.38,-46.12,27.82,-47.74,312.78,-119.88,-2.24,-3.68,0,0.06,0.98,2.3,-4.3,-4.9,-0.94,38.3,143.26,1.88,-22.32,52.78,-20.8,42.8,119.46,-18.78,1.1,39.3,39.98,25.96,351.66,-88.18,-31.3,61.06,-0.01,0.06,0.97,0,-4.2,-3.8,0.05078,-0.03815,-0.05284,0,0,0
