Time(s),FX1,L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0,0,39.82,-49.4,85.64,-62.18,33.1,39.9,22.22,25.98,45.28,-14.78,12.76,62.5,-48.28,-64.98,158.02,-56.6,27.14,115,-0.02,0.07,0.96,-0.8,-4.1,-2.8,-37.6875,48.16666667,78.04166667,-43.41666667,11.66666667,-12.70833333,-44,29.04166667,93.29166667,-37.08333333,19.77083333,57.14583333,15.95833333,37.47916667,217.1458333,-31.79166667,19.35416667,-3.083333333,0.01,0.09,0.98,4.4,-4.3,-6,-0.12464,0.01465,0.19242,0.17432,0.02982,0.09574
0.02,0,41.82,-46.4,83.64,-60.18,31.1,21.9,21.22,27.98,43.28,-15.78,12.76,50.5,-52.28,-62.98,158.02,-55.6,29.14,108,-0.02,0.07,0.96,-0.6,-4.2,-2.8,-42.6875,44.16666667,83.04166667,-43.41666667,13.66666667,-1.708333333,-46,28.04166667,97.29166667,-38.08333333,24.77083333,52.14583333,17.95833333,36.47916667,220.1458333,-32.79166667,16.35416667,-1.083333333,0.01,0.09,0.97,4.3,-4.4,-6,-0.12464,0.01465,0.19242,0.17432,0.02982,0.09574
0.04,0,38.82,-46.4,83.64,-59.18,30.1,50.9,20.22,22.98,44.28,-8.78,18.76,14.5,-46.28,-63.98,158.02,-55.6,24.14,118,-0.01,0.07,0.95,-0.6,-4.4,-2.7,-47.6875,48.16666667,77.04166667,-45.41666667,11.66666667,15.29166667,-50,25.04166667,95.29166667,-36.08333333,23.77083333,34.14583333,17.95833333,37.47916667,220.1458333,-32.79166667,15.35416667,-5.083333333,0.01,0.09,0.97,4.4,-4.6,-5.9,-0.12464,0.01465,0.19242,0.17432,0.02982,0.09574
0.06,0,42.82,-44.4,87.64,-61.18,34.1,23.9,22.22,26.98,43.28,-12.78,14.76,21.5,-49.28,-65.98,157.02,-54.6,27.14,119,-0.01,0.07,0.96,-0.7,-4.4,-2.8,-39.6875,47.16666667,77.04166667,-43.41666667,12.66666667,1.291666667,-48,28.04166667,95.29166667,-40.08333333,23.77083333,65.14583333,15.95833333,36.47916667,223.1458333,-32.79166667,18.35416667,-2.083333333,0.01,0.09,0.97,4.3,-4.5,-5.9,-0.12464,0.01465,0.19242,0.17432,0.02982,0.09574
0.08,0,38.82,-48.4,83.64,-60.18,30.1,25.9,21.22,19.98,43.28,-14.78,14.76,25.5,-49.28,-65.98,156.02,-55.6,26.14,107,-0.02,0.07,0.96,-0.6,-4.1,-2.7,-43.6875,46.16666667,70.04166667,-43.41666667,11.66666667,-12.70833333,-50,23.04166667,96.29166667,-37.08333333,21.77083333,49.14583333,14.95833333,37.47916667,228.1458333,-32.79166667,18.35416667,-0.083333333,0.01,0.09,0.97,4.3,-4.3,-5.7,-0.12464,0.01465,0.19242,0.17432,0.02982,0.09574
0.1,0,39.82,-45.4,85.64,-59.18,36.1,65.9,24.22,25.98,43.28,-14.78,13.76,49.5,-48.28,-67.98,155.02,-56.6,27.14,113,-0.02,0.07,0.96,-0.5,-4.2,-2.7,-41.6875,46.16666667,80.04166667,-42.41666667,15.66666667,-25.70833333,-48,27.04166667,96.29166667,-41.08333333,22.77083333,40.14583333,13.95833333,36.47916667,229.1458333,-34.79166667,19.35416667,-6.083333333,0,0.09,0.97,4.4,-4.4,-6,-0.12464,0.01465,0.19242,0.17432,0.02982,0.09574
0.12,0,40.82,-47.4,85.64,-64.18,32.1,46.9,19.22,32.98,45.28,-6.78,16.76,38.5,-46.28,-64.98,152.02,-55.6,25.14,108,-0.02,0.07,0.96,-0.3,-4.2,-2.7,-40.6875,51.16666667,78.04166667,-44.41666667,10.66666667,1.291666667,-42,28.04166667,96.29166667,-39.08333333,20.77083333,39.14583333,15.95833333,38.47916667,233.1458333,-33.79166667,19.35416667,-0.083333333,0.01,0.09,0.97,4.6,-4.5,-5.9,-0.12464,0.01465,0.19242,0.17432,0.02982,0.09574
0.14,0,42.82,-39.4,85.64,-61.18,30.1,54.9,20.22,34.98,47.28,-2.78,19.76,26.5,-47.28,-64.98,149.02,-56.6,25.14,105,-0.02,0.07,0.96,-0.3,-4,-2.8,-42.6875,48.16666667,81.04166667,-42.41666667,12.66666667,-21.70833333,-47,29.04166667,98.29166667,-38.08333333,21.77083333,74.14583333,19.95833333,39.47916667,234.1458333,-34.79166667,15.35416667,1.916666667,0.01,0.09,0.97,4.3,-4.5,-5.6,-0.12464,0.01465,0.19242,0.17432,0.02982,0.09574
0.16,0,45.82,-43.4,86.64,-60.18,32.1,24.9,19.22,27.98,43.28,-14.78,13.76,24.5,-45.28,-62.98,146.02,-57.6,25.14,103,-0.01,0.07,0.96,-0.3,-4.2,-2.6,-45.6875,48.16666667,80.04166667,-44.41666667,15.66666667,-7.708333333,-48,24.04166667,97.29166667,-40.08333333,22.77083333,60.14583333,16.95833333,39.47916667,237.1458333,-33.79166667,17.35416667,-5.083333333,0.01,0.09,0.98,4.2,-4.7,-6,-0.12464,0.01465,0.19242,0.17432,0.02982,0.09574
0.18,0,42.82,-44.4,89.64,-63.18,34.1,39.9,22.22,33.98,45.28,-8.78,17.76,35.5,-45.28,-62.98,144.02,-57.6,24.14,100,-0.01,0.07,0.96,-0.2,-4.1,-2.7,-36.6875,48.16666667,75.04166667,-42.41666667,13.66666667,-0.708333333,-52,24.04166667,98.29166667,-43.08333333,22.77083333,72.14583333,15.95833333,39.47916667,240.1458333,-33.79166667,19.35416667,-0.083333333,0.01,0.09,0.97,4.3,-4.3,-6,-0.12464,0.01465,0.19242,0.17432,0.02982,0.09574
