Time(s),FX1,L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0.02,0,38.72,-4.4,86.34,-40.18,0.22,-103.38,-51.58,-80.4,22.98,-37.58,41.76,9.52,60.14,4.14,329.18,-94.22,-6.54,60.34,-0.02,0.06,0.97,2,-5.6,-4.6,-19.10416667,-54.29166667,46.97916667,-46.70833333,13.75,-113.4791667,-5.416666667,-74.66666667,-50.02083333,-36.58333333,-2.583333333,36.54166667,-6.958333333,11.33333333,231.3958333,-70.66666667,-7.104166667,-4.75,0.03,0.04,0.98,-1.7,-3.1,-4,-0.0896,0.10627,-0.05195,0.30176,0.28799,-0.20661
0.04,0,36.72,-1.4,89.34,-41.18,2.22,-89.38,-53.58,-78.4,23.98,-36.58,40.76,-12.48,58.14,7.14,327.18,-91.22,-5.54,65.34,-0.02,0.06,0.97,1.9,-5.8,-4.6,-19.10416667,-54.29166667,48.97916667,-48.70833333,11.75,-99.47916667,0.583333333,-76.66666667,-48.02083333,-35.58333333,-0.583333333,31.54166667,-8.958333333,13.33333333,232.3958333,-67.66666667,-4.104166667,-7.75,0.04,0.04,0.98,-1.7,-2.9,-3.9,-0.0896,0.10627,-0.05195,0.30176,0.28799,-0.20661
0.06,0,38.72,-4.4,90.34,-40.18,2.22,-128.38,-49.58,-78.4,22.98,-35.58,39.76,-8.48,58.14,5.14,327.18,-93.22,-4.54,68.34,-0.03,0.06,0.97,2,-5.7,-4.7,-21.10416667,-57.29166667,47.97916667,-42.70833333,13.75,-118.4791667,-3.416666667,-74.66666667,-49.02083333,-34.58333333,-0.583333333,28.54166667,-6.958333333,11.33333333,234.3958333,-70.66666667,-6.104166667,-3.75,0.04,0.05,0.98,-1.9,-2.9,-3.9,-0.0896,0.10627,-0.05195,0.30176,0.28799,-0.20661
0.08,0,39.72,-3.4,93.34,-40.18,1.22,-126.38,-48.58,-74.4,23.98,-36.58,40.76,-10.48,59.14,5.14,325.18,-92.22,-6.54,62.34,-0.02,0.06,0.97,2,-5.6,-4.7,-16.10416667,-53.29166667,47.97916667,-46.70833333,11.75,-98.47916667,-3.416666667,-71.66666667,-51.02083333,-35.58333333,0.416666667,16.54166667,-7.958333333,12.33333333,233.3958333,-69.66666667,-6.104166667,-7.75,0.04,0.05,0.98,-1.8,-3,-3.9,-0.0896,0.10627,-0.05195,0.30176,0.28799,-0.20661
0.1,0,40.72,-1.4,91.34,-39.18,0.22,-109.38,-51.58,-77.4,21.98,-38.58,39.76,-0.48,61.14,5.14,323.18,-93.22,-7.54,65.34,-0.02,0.06,0.97,2.1,-5.5,-4.6,-20.10416667,-54.29166667,47.97916667,-43.70833333,15.75,-91.47916667,-0.416666667,-71.66666667,-47.02083333,-36.58333333,-3.583333333,22.54166667,-6.958333333,12.33333333,237.3958333,-70.66666667,-5.104166667,-1.75,0.04,0.05,0.98,-1.8,-2.8,-4.1,-0.0896,0.10627,-0.05195,0.30176,0.28799,-0.20661
0.12,0,36.72,-7.4,87.34,-42.18,-0.78,-98.38,-52.58,-82.4,23.98,-37.58,40.76,-16.48,58.14,5.14,320.18,-93.22,-6.54,66.34,-0.03,0.06,0.97,2.1,-5.6,-4.8,-19.10416667,-53.29166667,48.97916667,-47.70833333,10.75,-116.4791667,-2.416666667,-72.66666667,-49.02083333,-36.58333333,-0.583333333,24.54166667,-9.958333333,13.33333333,240.3958333,-70.66666667,-4.104166667,0.25,0.04,0.04,0.98,-1.8,-2.7,-4.1,-0.0896,0.10627,-0.05195,0.30176,0.28799,-0.20661
0.14,0,40.72,-6.4,87.34,-41.18,1.22,-111.38,-53.58,-76.4,24.98,-36.58,39.76,-1.48,59.14,4.14,318.18,-93.22,-6.54,64.34,-0.02,0.06,0.97,1.8,-5.5,-4.6,-15.10416667,-54.29166667,49.97916667,-44.70833333,11.75,-125.4791667,-5.416666667,-70.66666667,-47.02083333,-34.58333333,-1.583333333,26.54166667,-7.958333333,14.33333333,241.3958333,-70.66666667,-6.104166667,-0.75,0.04,0.04,0.98,-1.7,-2.8,-4.1,-0.0896,0.10627,-0.05195,0.30176,0.28799,-0.20661
0.16,0,30.72,-4.4,89.34,-38.18,3.22,-86.38,-50.58,-78.4,21.98,-36.58,41.76,-7.48,57.14,2.14,317.18,-94.22,-5.54,63.34,-0.03,0.06,0.97,1.9,-5.6,-4.7,-18.10416667,-52.29166667,47.97916667,-44.70833333,11.75,-96.47916667,-3.416666667,-77.66666667,-49.02083333,-37.58333333,0.416666667,43.54166667,-7.958333333,12.33333333,244.3958333,-72.66666667,-4.104166667,-3.75,0.04,0.04,0.97,-1.7,-2.8,-4,-0.0896,0.10627,-0.05195,0.30176,0.28799,-0.20661
0.18,0,38.72,-0.4,89.34,-39.18,2.22,-92.38,-47.58,-77.4,23.98,-37.58,38.76,-17.48,57.14,5.14,316.18,-91.22,-6.54,60.34,-0.02,0.06,0.97,2.1,-5.5,-4.9,-18.10416667,-52.29166667,47.97916667,-48.70833333,12.75,-127.4791667,-3.416666667,-69.66666667,-47.02083333,-37.58333333,-2.583333333,26.54166667,-7.958333333,12.33333333,242.3958333,-72.66666667,-5.104166667,-7.75,0.04,0.04,0.98,-1.7,-2.8,-4,-0.0896,0.10627,-0.05195,0.30176,0.28799,-0.20661
0.2,0,33.72,-5.4,90.34,-40.18,2.22,-110.38,-50.58,-76.4,21.98,-33.58,40.76,-44.48,57.14,2.14,314.18,-92.22,-6.54,66.34,-0.02,0.07,0.97,2.1,-5.6,-4.6,-21.10416667,-51.29166667,47.97916667,-44.70833333,13.75,-95.47916667,-8.416666667,-78.66666667,-49.02083333,-34.58333333,-1.583333333,28.54166667,-7.958333333,13.33333333,241.3958333,-70.66666667,-6.104166667,-3.75,0.03,0.04,0.98,-1.6,-3,-4,-0.0896,0.10627,-0.05195,0.30176,0.28799,-0.20661
