Time(s),L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0,132.66,64.52,135.64,-89.96,15.4,4.38,1.14,8.66,69.38,-37.22,-9.1,-11.38,-29.86,22.1,161.58,-61.84,13.42,0.96,0.02,0.06,0.98,2.8,-4.4,-4.5,-30,62.54,88.14,-45.96,-1.14,-5.8,-7.56,27.9,138.88,-40.46,-18.24,15.3,27.7,43.7,105.22,-47.22,-21.34,21.52,-0.02,0.08,0.97,0,-3.9,-3.4,0.04846,0.04394,-0.00404,-0.00171,0.11685,-0.09203
0.02,125.66,59.52,136.64,-88.96,16.4,-9.62,-5.86,1.66,73.38,-37.22,-9.1,12.62,-28.86,20.1,160.58,-62.84,12.42,7.96,0.02,0.06,0.98,2.5,-4.1,-4.5,-31,66.54,94.14,-42.96,0.86,-8.8,-8.56,40.9,139.88,-39.46,-17.24,19.3,26.7,41.7,105.22,-48.22,-21.34,22.52,-0.02,0.07,0.97,0,-4.1,-3.5,0.04846,0.04394,-0.00404,-0.00171,0.11685,-0.09203
0.04,136.66,62.52,134.64,-87.96,14.4,24.38,-3.86,5.66,68.38,-36.22,-9.1,0.62,-28.86,23.1,157.58,-61.84,12.42,-2.04,0.02,0.06,0.98,2.5,-4.4,-4.4,-27,63.54,93.14,-45.96,-1.14,-31.8,-7.56,37.9,141.88,-39.46,-19.24,29.3,27.7,42.7,105.22,-47.22,-22.34,21.52,-0.02,0.08,0.97,-0.1,-4,-3.6,0.04846,0.04394,-0.00404,-0.00171,0.11685,-0.09203
0.06,129.66,63.52,136.64,-87.96,13.4,15.38,-0.86,5.66,64.38,-35.22,-9.1,16.62,-30.86,22.1,157.58,-61.84,12.42,1.96,0.01,0.06,0.98,2.3,-4.3,-4.3,-30,62.54,92.14,-44.96,-0.14,-23.8,-7.56,40.9,139.88,-40.46,-17.24,17.3,26.7,43.7,103.22,-48.22,-21.34,25.52,-0.02,0.07,0.97,0.2,-4.1,-3.4,0.04846,0.04394,-0.00404,-0.00171,0.11685,-0.09203
0.08,131.66,67.52,137.64,-87.96,15.4,23.38,0.14,4.66,70.38,-36.22,-8.1,-18.38,-28.86,22.1,158.58,-62.84,12.42,-0.04,0.01,0.06,0.98,2.7,-4.4,-4.2,-31,64.54,95.14,-45.96,0.86,-10.8,-3.56,33.9,142.88,-41.46,-17.24,31.3,25.7,42.7,102.22,-48.22,-20.34,21.52,-0.02,0.07,0.96,0.1,-4.1,-3.5,0.04846,0.04394,-0.00404,-0.00171,0.11685,-0.09203
0.1,130.66,65.52,135.64,-87.96,15.4,8.38,-3.86,10.66,69.38,-33.22,-10.1,7.62,-27.86,23.1,157.58,-61.84,11.42,-1.04,0.01,0.06,0.98,2.5,-4.3,-4.5,-31,65.54,97.14,-45.96,-1.14,-24.8,-5.56,30.9,140.88,-40.46,-17.24,14.3,28.7,40.7,100.22,-48.22,-23.34,23.52,-0.02,0.07,0.97,0.2,-4.1,-3.5,0.04846,0.04394,-0.00404,-0.00171,0.11685,-0.09203
0.12,128.66,62.52,136.64,-88.96,17.4,15.38,-3.86,6.66,69.38,-34.22,-9.1,8.62,-29.86,21.1,155.58,-61.84,13.42,-0.04,0.02,0.06,0.98,2.8,-4.3,-4.5,-33,65.54,94.14,-47.96,-2.14,3.2,-5.56,40.9,141.88,-40.46,-17.24,20.3,28.7,42.7,100.22,-46.22,-23.34,23.52,-0.02,0.07,0.97,0,-4,-3.5,0.04846,0.04394,-0.00404,-0.00171,0.11685,-0.09203
0.14,124.66,62.52,132.64,-90.96,14.4,15.38,-1.86,5.66,65.38,-34.22,-9.1,-3.38,-24.86,21.1,156.58,-60.84,11.42,8.96,0.01,0.06,0.98,2.5,-4.1,-4.5,-30,67.54,97.14,-44.96,-3.14,-13.8,-4.56,33.9,140.88,-42.46,-18.24,39.3,28.7,44.7,98.22,-45.22,-22.34,20.52,-0.02,0.07,0.97,0.2,-4,-3.3,0.04846,0.04394,-0.00404,-0.00171,0.11685,-0.09203
0.16,129.66,63.52,135.64,-89.96,15.4,7.38,-4.86,7.66,69.38,-36.22,-9.1,10.62,-29.86,20.1,154.58,-63.84,12.42,-2.04,0.02,0.06,0.98,2.8,-4.1,-4.5,-26,71.54,97.14,-46.96,-3.14,-23.8,-7.56,38.9,143.88,-40.46,-18.24,16.3,27.7,43.7,96.22,-44.22,-21.34,22.52,-0.02,0.07,0.97,0.1,-4,-3.6,0.04846,0.04394,-0.00404,-0.00171,0.11685,-0.09203
0.18,132.66,61.52,133.64,-88.96,15.4,0.38,1.14,9.66,69.38,-35.22,-11.1,20.62,-25.86,21.1,155.58,-60.84,10.42,2.96,0.02,0.05,0.98,2.5,-4.2,-4.5,-32,65.54,99.14,-49.96,-1.14,-2.8,-8.56,39.9,144.88,-41.46,-19.24,28.3,26.7,43.7,95.22,-44.22,-21.34,18.52,-0.02,0.07,0.97,0,-4,-3.6,0.04846,0.04394,-0.00404,-0.00171,0.11685,-0.09203
