Time(s),FX1,L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0.04,0,-7.38,-8.92,112.42,-59.96,22.6,75.42,36.72,13.84,114.08,-36.08,-15.38,-6.06,-13.88,-4.42,100.66,-41.16,14.56,3.1,0.01,0.06,0.99,3.78,-6.23,-5.81,9.3125,-5.729166667,132.25,-95.95833333,12.54166667,-56.95833333,-40.29166667,4.270833333,143.1458333,-115.625,-4.104166667,-11.20833333,-3.75,-18.72916667,81,-48.10416667,16.3125,-10.29166667,0.04,0.07,0.98,0.49,-4.55,-2.8,0,0,0,-0.11255,-0.09455,-0.20979
0.06,0,-5.38,-12.92,115.42,-60.96,23.6,90.42,33.72,11.84,114.08,-32.08,-12.38,16.94,-13.88,-6.42,90.66,-40.16,13.56,0.1,0.02,0.04,0.99,3.57,-6.23,-5.53,9.3125,-6.729166667,133.25,-98.95833333,10.54166667,-63.95833333,-34.29166667,11.27083333,157.1458333,-117.625,-0.104166667,19.79166667,-1.75,-19.72916667,79,-48.10416667,12.3125,-8.291666667,0.04,0.07,0.98,0.56,-4.76,-2.66,0,0,0,-0.11255,-0.09455,-0.20979
0.08,0,-8.38,-16.92,116.42,-58.96,23.6,79.42,35.72,11.84,116.08,-29.08,-12.38,15.94,-12.88,-4.42,86.66,-36.16,13.56,2.1,0.02,0.05,0.99,3.64,-6.23,-5.74,6.3125,-10.72916667,136.25,-99.95833333,10.54166667,-27.95833333,-37.29166667,10.27083333,153.1458333,-120.625,-4.104166667,29.79166667,-2.75,-21.72916667,79,-50.10416667,14.3125,-7.291666667,0.04,0.07,0.98,0.63,-4.55,-2.66,0,0,0,-0.11255,-0.09455,-0.20979
0.1,0,-5.38,-6.92,119.42,-58.96,22.6,83.42,35.72,9.84,118.08,-27.08,-10.38,-0.06,-11.88,-6.42,82.66,-37.16,13.56,-2.9,0.02,0.05,0.99,3.43,-6.02,-5.67,11.3125,-7.729166667,143.25,-101.9583333,10.54166667,-55.95833333,-35.29166667,19.27083333,162.1458333,-120.625,-2.104166667,32.79166667,-2.75,-19.72916667,75,-49.10416667,14.3125,-13.29166667,0.04,0.07,0.98,0.91,-4.76,-2.73,0,0,0,-0.11255,-0.09455,-0.20979
0.12,0,-5.38,-11.92,120.42,-60.96,21.6,57.42,37.72,12.84,116.08,-31.08,-12.38,2.94,-8.88,-6.42,80.66,-38.16,11.56,-2.9,0.02,0.05,0.99,3.36,-5.81,-5.81,9.3125,-11.72916667,143.25,-104.9583333,7.541666667,-16.95833333,-37.29166667,22.27083333,165.1458333,-124.625,-4.104166667,23.79166667,-2.75,-19.72916667,71,-48.10416667,16.3125,-10.29166667,0.04,0.08,0.99,0.98,-4.83,-2.52,0,0,0,-0.11255,-0.09455,-0.20979
0.14,0,-3.38,-14.92,119.42,-61.96,21.6,75.42,35.72,14.84,117.08,-29.08,-10.38,9.94,-7.88,-5.42,80.66,-36.16,11.56,-5.9,0.02,0.05,0.99,3.36,-5.67,-5.74,14.3125,-12.72916667,149.25,-106.9583333,11.54166667,-43.95833333,-37.29166667,19.27083333,172.1458333,-128.625,-3.104166667,7.791666667,-0.75,-19.72916667,70,-48.10416667,14.3125,-15.29166667,0.04,0.08,0.98,0.56,-3.92,-2.66,0,0,0,-0.11255,-0.09455,-0.20979
0.16,0,0.62,-5.92,120.42,-61.96,22.6,72.42,34.72,11.84,118.08,-31.08,-11.38,-6.06,-6.88,-5.42,78.66,-37.16,11.56,-1.9,0.02,0.05,0.99,3.43,-5.81,-5.74,17.3125,-12.72916667,151.25,-110.9583333,10.54166667,-38.95833333,-37.29166667,18.27083333,183.1458333,-129.625,-5.104166667,26.79166667,3.25,-19.72916667,64,-46.10416667,11.3125,-18.29166667,0.04,0.07,0.98,0.63,-3.57,-2.73,0,0,0,-0.11255,-0.09455,-0.20979
0.18,0,-9.38,-10.92,116.42,-56.96,21.6,92.42,39.72,15.84,118.08,-32.08,-15.38,-18.06,-5.88,-5.42,77.66,-36.16,10.56,-4.9,0.02,0.05,0.99,3.29,-5.6,-5.67,17.3125,-16.72916667,157.25,-114.9583333,10.54166667,-32.95833333,-36.29166667,20.27083333,183.1458333,-130.625,-5.104166667,37.79166667,1.25,-21.72916667,65,-47.10416667,13.3125,-18.29166667,0.05,0.07,0.98,0.56,-3.57,-2.45,0,0,0,-0.11255,-0.09455,-0.20979
0.2,0,-3.38,-7.92,113.42,-56.96,19.6,63.42,38.72,13.84,116.08,-32.08,-12.38,6.94,-2.88,-4.42,77.66,-35.16,10.56,-3.9,0.02,0.05,0.99,3.36,-5.39,-5.81,17.3125,-22.72916667,160.25,-117.9583333,12.54166667,-50.95833333,-38.29166667,21.27083333,180.1458333,-130.625,-5.104166667,10.79166667,0.25,-16.72916667,58,-43.10416667,15.3125,-16.29166667,0.05,0.07,0.98,0.42,-3.43,-2.52,0,0,0,-0.11255,-0.09455,-0.20979
0.22,0,-2.38,-3.92,110.42,-53.96,19.6,74.42,39.72,7.84,116.08,-33.08,-16.38,6.94,-2.88,-4.42,77.66,-35.16,11.56,0.1,0.02,0.05,0.99,3.08,-5.46,-5.95,14.3125,-16.72916667,162.25,-119.9583333,12.54166667,-29.95833333,-36.29166667,26.27083333,187.1458333,-132.625,-3.104166667,27.79166667,1.25,-18.72916667,55,-42.10416667,13.3125,-16.29166667,0.04,0.07,0.98,0.35,-3.85,-2.59,0,0,0,-0.11255,-0.09455,-0.20979
