Time(s),L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0.02,13.58823529,17.03921569,26.54901961,-7.078431373,-9.450980392,45.84313725,-4.254901961,-7.352941176,79.37254902,-61.21568627,-5.960784314,-2.941176471,-15.09803922,-15.23529412,392.627451,-135.2352941,13.58823529,17.23529412,0,0.03,0.98,2.9,-4.5,-4.8,20.54,39.14,54.86,7.18,-21.1,17.46,-19.72,17.5,141.04,-64.86,-2.98,13.54,14.18,35.4,198.46,-68.58,-20.08,39.22,0,0.07,0.97,0.4,-4.5,-3.8,0.14014,-0.11274,0.06901,0.02649,-0.14804,0.05334
0.04,14.58823529,12.03921569,27.54901961,-7.078431373,-8.450980392,37.84313725,-8.254901961,-4.352941176,75.37254902,-57.21568627,-4.960784314,-2.941176471,-16.09803922,-14.23529412,388.627451,-135.2352941,12.58823529,13.23529412,0,0.03,0.99,2.7,-4.5,-4.9,20.54,42.14,55.86,8.18,-21.1,13.46,-18.72,14.5,140.04,-66.86,-1.98,12.54,13.18,34.4,193.46,-67.58,-20.08,37.22,0,0.07,0.97,0.4,-4.4,-3.8,0.14014,-0.11274,0.06901,0.02649,-0.14804,0.05334
0.06,13.58823529,12.03921569,29.54901961,-5.078431373,-9.450980392,42.84313725,-2.254901961,-2.352941176,73.37254902,-60.21568627,-4.960784314,-4.941176471,-16.09803922,-13.23529412,390.627451,-134.2352941,12.58823529,18.23529412,0,0.03,0.98,2.5,-4.3,-4.7,21.54,36.14,56.86,7.18,-22.1,17.46,-21.72,19.5,140.04,-64.86,-3.98,22.54,12.18,34.4,192.46,-68.58,-19.08,38.22,-0.01,0.06,0.97,0.2,-4.5,-3.8,0.14014,-0.11274,0.06901,0.02649,-0.14804,0.05334
0.08,16.58823529,14.03921569,27.54901961,-8.078431373,-10.45098039,34.84313725,-5.254901961,-1.352941176,78.37254902,-58.21568627,-4.960784314,-6.941176471,-16.09803922,-15.23529412,392.627451,-135.2352941,12.58823529,19.23529412,0,0.03,0.99,2.5,-4.5,-4.7,11.54,35.14,58.86,7.18,-18.1,27.46,-19.72,14.5,140.04,-67.86,-2.98,18.54,12.18,35.4,190.46,-67.58,-19.08,33.22,-0.01,0.06,0.97,0.4,-4.5,-3.7,0.14014,-0.11274,0.06901,0.02649,-0.14804,0.05334
0.1,11.58823529,12.03921569,26.54901961,-6.078431373,-9.450980392,44.84313725,-6.254901961,-2.352941176,79.37254902,-58.21568627,-6.960784314,9.058823529,-17.09803922,-12.23529412,393.627451,-133.2352941,13.58823529,20.23529412,0,0.03,0.98,2.5,-4.5,-4.7,22.54,39.14,56.86,8.18,-23.1,9.46,-20.72,20.5,138.04,-63.86,-3.98,44.54,13.18,34.4,192.46,-66.58,-19.08,42.22,-0.01,0.07,0.97,0.2,-4.5,-3.8,0.14014,-0.11274,0.06901,0.02649,-0.14804,0.05334
0.12,18.58823529,15.03921569,24.54901961,-5.078431373,-9.450980392,48.84313725,-6.254901961,-2.352941176,71.37254902,-59.21568627,-2.960784314,-13.94117647,-16.09803922,-15.23529412,394.627451,-136.2352941,12.58823529,15.23529412,0,0.03,0.98,2.3,-4.2,-4.7,19.54,36.14,56.86,8.18,-20.1,41.46,-16.72,19.5,138.04,-64.86,-4.98,31.54,11.18,33.4,194.46,-68.58,-18.08,39.22,-0.01,0.06,0.97,0.4,-4.7,-3.8,0.14014,-0.11274,0.06901,0.02649,-0.14804,0.05334
0.14,16.58823529,9.039215686,26.54901961,-6.078431373,-9.450980392,27.84313725,-7.254901961,-5.352941176,77.37254902,-58.21568627,-3.960784314,4.058823529,-16.09803922,-15.23529412,396.627451,-137.2352941,12.58823529,17.23529412,0,0.03,0.98,2.4,-4.5,-4.5,15.54,35.14,56.86,10.18,-19.1,39.46,-18.72,15.5,138.04,-65.86,-2.98,16.54,13.18,37.4,195.46,-66.58,-19.08,38.22,-0.01,0.06,0.97,0.1,-4.5,-3.8,0.14014,-0.11274,0.06901,0.02649,-0.14804,0.05334
0.16,6.588235294,12.03921569,28.54901961,-4.078431373,-10.45098039,27.84313725,-2.254901961,-8.352941176,82.37254902,-62.21568627,-4.960784314,-13.94117647,-14.09803922,-14.23529412,396.627451,-135.2352941,12.58823529,21.23529412,0,0.03,0.98,2.5,-4.5,-4.8,20.54,39.14,63.86,10.18,-19.1,15.46,-16.72,9.5,136.04,-65.86,-4.98,26.54,12.18,35.4,195.46,-67.58,-17.08,40.22,-0.01,0.06,0.97,0,-4.6,-3.8,0.14014,-0.11274,0.06901,0.02649,-0.14804,0.05334
0.18,9.588235294,14.03921569,31.54901961,-2.078431373,-9.450980392,29.84313725,-2.254901961,-2.352941176,71.37254902,-58.21568627,-3.960784314,12.05882353,-18.09803922,-14.23529412,398.627451,-136.2352941,15.58823529,22.23529412,0,0.03,0.99,2.4,-4.5,-4.8,23.54,35.14,55.86,9.18,-22.1,21.46,-19.72,12.5,138.04,-61.86,-2.98,12.54,11.18,35.4,196.46,-68.58,-18.08,40.22,-0.01,0.06,0.97,0.2,-4.7,-3.8,0.14014,-0.11274,0.06901,0.02649,-0.14804,0.05334
0.2,11.58823529,12.03921569,23.54901961,-5.078431373,-9.450980392,40.84313725,-4.254901961,-4.352941176,75.37254902,-58.21568627,-4.960784314,0.058823529,-16.09803922,-14.23529412,399.627451,-135.2352941,14.58823529,26.23529412,0,0.03,0.98,2.3,-4.3,-4.7,19.54,35.14,61.86,9.18,-19.1,29.46,-16.72,12.5,137.04,-64.86,-1.98,20.54,15.18,33.4,197.46,-69.58,-20.08,40.22,-0.01,0.07,0.98,0.3,-4.5,-3.8,0.14014,-0.11274,0.06901,0.02649,-0.14804,0.05334
