Time(s),L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0.04,120.66,48.52,137.64,-95.96,12.4,25.38,-3.86,9.66,78.38,-38.22,-7.1,24.62,1.14,11.1,133.58,-59.84,7.42,2.96,0.02,0.06,0.98,2.7,-4.2,-4.3,-11,61.54,76.14,-35.96,-6.14,-26.8,17.44,32.9,110.88,-30.46,-21.24,41.3,20.7,35.7,125.22,-54.22,-15.34,31.52,-0.02,0.08,0.97,0,-3.9,-3.4,-0.01257,0.03143,0.04507,0.22168,0.03896,-0.09525
0.06,120.66,44.52,134.64,-95.96,12.4,21.38,2.14,8.66,72.38,-40.22,-3.1,4.62,1.14,13.1,135.58,-57.84,7.42,-1.04,0.01,0.06,0.97,2.6,-4.2,-4.6,-18,62.54,72.14,-34.96,-5.14,-6.8,13.44,32.9,110.88,-33.46,-19.24,36.3,19.7,37.7,127.22,-52.22,-15.34,23.52,-0.02,0.07,0.97,0.1,-3.9,-3.2,-0.01257,0.03143,0.04507,0.22168,0.03896,-0.09525
0.08,116.66,51.52,138.64,-93.96,13.4,36.38,-2.86,7.66,76.38,-40.22,-5.1,13.62,2.14,10.1,137.58,-60.84,7.42,11.96,0.01,0.06,0.98,2.5,-4.3,-4.5,-14,59.54,77.14,-35.96,-3.14,-4.8,19.44,26.9,104.88,-34.46,-16.24,37.3,20.7,37.7,126.22,-52.22,-14.34,28.52,-0.02,0.08,0.97,0,-4,-3.3,-0.01257,0.03143,0.04507,0.22168,0.03896,-0.09525
0.1,118.66,50.52,135.64,-94.96,14.4,52.38,-1.86,6.66,72.38,-41.22,-4.1,8.62,0.14,13.1,133.58,-57.84,7.42,-2.04,0.01,0.06,0.98,2.3,-4.1,-4.4,-17,64.54,73.14,-35.96,-6.14,-25.8,12.44,29.9,106.88,-32.46,-17.24,32.3,20.7,37.7,125.22,-52.22,-14.34,23.52,-0.02,0.07,0.97,0,-4,-3.4,-0.01257,0.03143,0.04507,0.22168,0.03896,-0.09525
0.12,121.66,48.52,134.64,-96.96,12.4,37.38,1.14,9.66,79.38,-40.22,-8.1,-3.38,1.14,14.1,135.58,-57.84,7.42,0.96,0.01,0.06,0.98,2.5,-4.2,-4.2,-16,63.54,78.14,-35.96,-1.14,-11.8,16.44,35.9,109.88,-32.46,-20.24,26.3,21.7,36.7,126.22,-53.22,-15.34,25.52,-0.02,0.07,0.96,0,-3.8,-3.5,-0.01257,0.03143,0.04507,0.22168,0.03896,-0.09525
0.14,120.66,49.52,134.64,-94.96,12.4,32.38,-2.86,7.66,77.38,-40.22,-5.1,19.62,1.14,13.1,134.58,-58.84,7.42,-2.04,0.01,0.06,0.98,2.8,-4.2,-4.5,-12,58.54,76.14,-35.96,-2.14,-36.8,12.44,32.9,109.88,-31.46,-19.24,30.3,18.7,36.7,125.22,-53.22,-13.34,25.52,-0.02,0.07,0.97,0,-4,-3.3,-0.01257,0.03143,0.04507,0.22168,0.03896,-0.09525
0.16,118.66,51.52,141.64,-96.96,12.4,20.38,5.14,11.66,80.38,-40.22,-5.1,26.62,2.14,12.1,133.58,-59.84,7.42,2.96,0.01,0.06,0.98,2.5,-4.4,-4.5,-21,54.54,74.14,-36.96,-2.14,0.2,13.44,24.9,107.88,-33.46,-19.24,36.3,20.7,37.7,125.22,-51.22,-14.34,26.52,-0.02,0.07,0.97,0.2,-4.2,-3.4,-0.01257,0.03143,0.04507,0.22168,0.03896,-0.09525
0.18,124.66,48.52,136.64,-98.96,11.4,6.38,0.14,10.66,78.38,-42.22,-5.1,-6.38,3.14,11.1,135.58,-59.84,6.42,4.96,0.01,0.06,0.98,2.8,-4.1,-4.4,-19,61.54,74.14,-35.96,-3.14,-15.8,13.44,21.9,107.88,-34.46,-19.24,33.3,20.7,34.7,124.22,-54.22,-14.34,25.52,-0.02,0.08,0.97,0,-4,-3.3,-0.01257,0.03143,0.04507,0.22168,0.03896,-0.09525
0.2,124.66,50.52,140.64,-97.96,14.4,19.38,3.14,9.66,80.38,-41.22,-6.1,-17.38,1.14,12.1,131.58,-59.84,7.42,0.96,0.01,0.06,0.99,2.8,-4.2,-4.5,-18,60.54,79.14,-36.96,-0.14,-5.8,11.44,32.9,109.88,-32.46,-19.24,58.3,20.7,35.7,122.22,-52.22,-15.34,25.52,-0.01,0.07,0.97,0.1,-3.8,-3.3,-0.01257,0.03143,0.04507,0.22168,0.03896,-0.09525
0.22,121.66,53.52,143.64,-98.96,14.4,43.38,0.14,10.66,82.38,-41.22,-8.1,17.62,1.14,12.1,131.58,-58.84,7.42,6.96,0.01,0.06,0.98,2.8,-4.2,-4.6,-19,67.54,78.14,-32.96,-6.14,-3.8,11.44,30.9,110.88,-33.46,-19.24,34.3,20.7,37.7,120.22,-50.22,-14.34,18.52,-0.02,0.08,0.97,0,-4.1,-3.3,-0.01257,0.03143,0.04507,0.22168,0.03896,-0.09525
0.24,121.66,52.52,142.64,-98.96,15.4,57.38,3.14,9.66,84.38,-42.22,-8.1,18.62,1.14,14.1,128.58,-57.84,7.42,-0.04,0.01,0.06,0.98,2.8,-4.5,-4.4,-15,66.54,77.14,-34.96,-5.14,-18.8,16.44,22.9,108.88,-36.46,-19.24,26.3,18.7,35.7,119.22,-51.22,-14.34,20.52,-0.02,0.08,0.96,0.2,-4,-3.3,-0.01257,0.03143,0.04507,0.22168,0.03896,-0.09525
0.26,125.66,53.52,144.64,-99.96,15.4,52.38,3.14,12.66,81.38,-41.22,-7.1,16.62,0.14,13.1,125.58,-57.84,7.42,-1.04,0.01,0.06,0.97,2.6,-4.3,-4.5,-13,61.54,80.14,-34.96,-6.14,-10.8,14.44,31.9,106.88,-34.46,-18.24,43.3,21.7,36.7,114.22,-49.22,-15.34,19.52,-0.02,0.08,0.97,0.3,-4,-3.4,-0.01257,0.03143,0.04507,0.22168,0.03896,-0.09525
0.28,121.66,50.52,147.64,-99.96,14.4,18.38,1.14,13.66,85.38,-41.22,-8.1,8.62,1.14,13.1,127.58,-57.84,7.42,0.96,0.01,0.06,0.98,2.7,-4.4,-4.5,-22,59.54,77.14,-36.96,-1.14,1.2,12.44,29.9,108.88,-32.46,-21.24,55.3,22.7,34.7,115.22,-50.22,-16.34,27.52,-0.02,0.08,0.97,0.1,-4.2,-3.4,-0.01257,0.03143,0.04507,0.22168,0.03896,-0.09525
0.3,123.66,51.52,144.64,-101.96,12.4,52.38,3.14,13.66,79.38,-41.22,-8.1,16.62,-0.86,13.1,126.58,-57.84,7.42,-1.04,0.01,0.06,0.98,2.3,-4.2,-4.5,-12,65.54,78.14,-36.96,-7.14,-23.8,15.44,29.9,109.88,-33.46,-19.24,44.3,19.7,36.7,112.22,-48.22,-14.34,19.52,-0.02,0.08,0.97,0.2,-4,-3.4,-0.01257,0.03143,0.04507,0.22168,0.03896,-0.09525
0.32,124.66,54.52,145.64,-100.96,15.4,39.38,0.14,16.66,82.38,-41.22,-8.1,17.62,1.14,12.1,127.58,-58.84,6.42,-3.04,0.01,0.06,0.97,2.6,-4.4,-4.3,-17,64.54,74.14,-37.96,-6.14,-35.8,16.44,25.9,111.88,-34.46,-20.24,33.3,19.7,34.7,111.22,-49.22,-14.34,26.52,-0.02,0.08,0.97,0.2,-4,-3.5,-0.01257,0.03143,0.04507,0.22168,0.03896,-0.09525
0.34,128.66,53.52,143.64,-102.96,14.4,38.38,2.14,13.66,79.38,-41.22,-6.1,8.62,-0.86,15.1,128.58,-57.84,7.42,4.96,0.02,0.06,0.98,2.5,-4.3,-4.4,-15,66.54,77.14,-35.96,-7.14,-5.8,13.44,33.9,111.88,-33.46,-18.24,23.3,19.7,34.7,109.22,-49.22,-14.34,25.52,-0.02,0.08,0.97,0.1,-3.9,-3.5,-0.01257,0.03143,0.04507,0.22168,0.03896,-0.09525
