Time(s),L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0.02,109.66,37.52,123.64,-82.96,4.4,-2.62,-12.86,-1.34,68.38,-41.22,-1.1,23.62,-4.86,-5.9,144.58,-63.84,9.42,16.96,0.01,0.05,0.98,2.4,-4.3,-4.5,-31,58.54,83.14,-43.96,-3.14,-24.8,-2.56,42.9,119.88,-28.46,-16.24,27.3,10.7,25.7,169.22,-69.22,-22.34,39.52,-0.02,0.07,0.97,-0.2,-4,-3.5,-0.0669,-0.02777,0.04081,0.1145,0.19356,0.06127
0.04,109.66,38.52,120.64,-83.96,2.4,-2.62,-13.86,-2.34,71.38,-40.22,-2.1,25.62,-4.86,-3.9,142.58,-61.84,9.42,7.96,0.01,0.06,0.98,2.5,-4.2,-4.6,-33,54.54,87.14,-41.96,0.86,-20.8,-3.56,45.9,121.88,-29.46,-15.24,55.3,11.7,27.7,170.22,-68.22,-23.34,38.52,-0.02,0.07,0.97,0,-4.1,-3.6,-0.0669,-0.02777,0.04081,0.1145,0.19356,0.06127
0.06,103.66,36.52,122.64,-83.96,2.4,-9.62,-15.86,-8.34,66.38,-40.22,-1.1,20.62,-3.86,-4.9,145.58,-62.84,8.42,5.96,0.02,0.06,0.98,2.4,-4.2,-4.6,-37,54.54,87.14,-40.96,1.86,-19.8,0.44,47.9,117.88,-26.46,-15.24,13.3,12.7,25.7,170.22,-71.22,-25.34,35.52,-0.02,0.07,0.97,-0.2,-4.2,-3.3,-0.0669,-0.02777,0.04081,0.1145,0.19356,0.06127
0.08,106.66,38.52,127.64,-82.96,1.4,8.38,-15.86,-5.34,66.38,-42.22,-1.1,5.62,-4.86,-3.9,143.58,-61.84,9.42,0.96,0.02,0.06,0.98,2.4,-4.2,-4.6,-30,55.54,91.14,-42.96,2.86,-51.8,4.44,35.9,118.88,-31.46,-15.24,32.3,9.7,23.7,170.22,-72.22,-23.34,40.52,-0.02,0.07,0.97,-0.2,-4.1,-3.1,-0.0669,-0.02777,0.04081,0.1145,0.19356,0.06127
0.1,106.66,39.52,121.64,-82.96,3.4,27.38,-15.86,-3.34,69.38,-41.22,-1.1,28.62,-1.86,-3.9,146.58,-62.84,7.42,10.96,0.01,0.05,0.98,2.3,-4.5,-4.5,-33,54.54,85.14,-41.96,0.86,-25.8,-3.56,41.9,119.88,-28.46,-15.24,48.3,8.7,23.7,171.22,-70.22,-21.34,34.52,-0.02,0.07,0.97,-0.1,-4.1,-3.3,-0.0669,-0.02777,0.04081,0.1145,0.19356,0.06127
0.12,105.66,39.52,120.64,-83.96,3.4,10.38,-14.86,-4.34,75.38,-44.22,-3.1,5.62,-4.86,-4.9,146.58,-63.84,10.42,12.96,0.02,0.06,0.98,2.5,-4.3,-4.3,-35,53.54,78.14,-43.96,1.86,-23.8,-2.56,40.9,116.88,-29.46,-15.24,19.3,11.7,25.7,173.22,-71.22,-22.34,34.52,-0.02,0.07,0.97,0,-3.9,-3.4,-0.0669,-0.02777,0.04081,0.1145,0.19356,0.06127
0.14,101.66,40.52,117.64,-81.96,3.4,19.38,-15.86,-2.34,68.38,-40.22,-1.1,25.62,-2.86,-3.9,148.58,-61.84,7.42,9.96,0.01,0.06,0.98,2.4,-4.2,-4.4,-35,48.54,87.14,-42.96,3.86,-19.8,3.44,46.9,117.88,-26.46,-16.24,23.3,9.7,26.7,175.22,-70.22,-23.34,40.52,-0.02,0.07,0.97,-0.2,-4.1,-3.3,-0.0669,-0.02777,0.04081,0.1145,0.19356,0.06127
0.16,106.66,40.52,121.64,-80.96,2.4,-16.62,-16.86,-1.34,65.38,-37.22,-0.1,24.62,-4.86,-5.9,146.58,-63.84,9.42,9.96,0.02,0.06,0.98,2.4,-4.5,-4.3,-32,52.54,85.14,-40.96,1.86,-17.8,5.44,43.9,118.88,-26.46,-14.24,40.3,12.7,25.7,177.22,-71.22,-24.34,42.52,-0.02,0.07,0.97,-0.3,-4,-3.4,-0.0669,-0.02777,0.04081,0.1145,0.19356,0.06127
0.18,110.66,35.52,120.64,-83.96,2.4,-11.62,-13.86,-5.34,65.38,-42.22,-3.1,3.62,-5.86,-4.9,148.58,-62.84,9.42,7.96,0.02,0.06,0.97,2.3,-4.5,-4.4,-32,50.54,84.14,-40.96,0.86,-17.8,4.44,34.9,111.88,-30.46,-15.24,40.3,11.7,26.7,177.22,-71.22,-24.34,36.52,-0.02,0.07,0.97,-0.1,-4,-3.3,-0.0669,-0.02777,0.04081,0.1145,0.19356,0.06127
0.2,103.66,35.52,120.64,-80.96,5.4,12.38,-11.86,-5.34,61.38,-41.22,-2.1,-8.38,-3.86,-5.9,148.58,-63.84,9.42,8.96,0.01,0.05,0.98,2.6,-4.3,-4.4,-33,49.54,82.14,-38.96,-1.14,-6.8,0.44,44.9,116.88,-28.46,-16.24,19.3,12.7,27.7,180.22,-70.22,-24.34,39.52,-0.02,0.07,0.97,0,-4,-3.3,-0.0669,-0.02777,0.04081,0.1145,0.19356,0.06127
0.22,105.66,39.52,117.64,-81.96,3.4,21.38,-15.86,-7.34,67.38,-40.22,-0.1,0.62,-4.86,-6.9,149.58,-64.84,9.42,8.96,0.02,0.06,0.98,2.5,-4.3,-4.4,-32,52.54,83.14,-38.96,1.86,-18.8,-0.56,37.9,112.88,-27.46,-14.24,29.3,12.7,25.7,181.22,-73.22,-24.34,38.52,-0.02,0.07,0.97,0.2,-4,-3.4,-0.0669,-0.02777,0.04081,0.1145,0.19356,0.06127
0.24,102.66,41.52,117.64,-80.96,5.4,19.38,-13.86,-4.34,67.38,-40.22,-0.1,18.62,-3.86,-5.9,151.58,-63.84,9.42,13.96,0.01,0.05,0.98,2.3,-4.5,-4.5,-32,49.54,81.14,-38.96,1.86,-15.8,5.44,43.9,113.88,-27.46,-16.24,25.3,12.7,25.7,182.22,-73.22,-23.34,44.52,-0.02,0.07,0.97,-0.1,-4.1,-3.5,-0.0669,-0.02777,0.04081,0.1145,0.19356,0.06127
0.26,101.66,35.52,117.64,-82.96,5.4,10.38,-11.86,-5.34,71.38,-41.22,-3.1,15.62,-2.86,-5.9,151.58,-64.84,8.42,18.96,0.02,0.06,0.98,2.3,-4.4,-4.3,-32,53.54,82.14,-37.96,1.86,-31.8,0.44,52.9,116.88,-26.46,-16.24,29.3,12.7,24.7,182.22,-74.22,-25.34,39.52,-0.02,0.07,0.97,0,-4.3,-3.1,-0.0669,-0.02777,0.04081,0.1145,0.19356,0.06127
0.28,101.66,40.52,120.64,-80.96,3.4,24.38,-14.86,-1.34,66.38,-41.22,-0.1,3.62,-3.86,-5.9,151.58,-63.84,9.42,10.96,0.02,0.06,0.98,2.5,-4.4,-4.3,-33,50.54,81.14,-39.96,1.86,-20.8,1.44,51.9,115.88,-24.46,-17.24,36.3,11.7,24.7,184.22,-74.22,-24.34,45.52,-0.02,0.07,0.97,-0.1,-3.9,-3.2,-0.0669,-0.02777,0.04081,0.1145,0.19356,0.06127
