Time(s),FX1,L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0.02,0,69.22,71.88,170.52,-45.24,7,-0.92,-48.12,57.18,133.98,-44.3,11,-14.58,-17.1,-30.68,172.48,-58.12,11.6,28.36,-0.09,0.06,0.99,0.6,-3.3,0.7,-85.66666667,-36,177.5625,-60.8125,21.5,-12.97916667,29.20833333,116.9375,26.1875,-16.375,53.70833333,115.0416667,77.02083333,-12.39583333,139.375,-53.58333333,-23.52083333,-40.02083333,0.1,0.03,1,1.4,-3.5,0.3,0.05603,-0.06585,-0.07508,0,0,0
0.04,0,70.22,69.88,172.52,-46.24,6,-14.92,-53.12,52.18,128.98,-44.3,12,-18.58,-19.1,-28.68,160.48,-53.12,9.6,14.36,-0.09,0.06,0.99,0.6,-3.3,0.7,-89.66666667,-36,178.5625,-57.8125,25.5,-22.97916667,22.20833333,117.9375,35.1875,-16.375,52.70833333,95.04166667,77.02083333,-9.395833333,138.375,-52.58333333,-24.52083333,-45.02083333,0.1,0.03,1,1.4,-3.6,0.3,0.05603,-0.06585,-0.07508,0,0,0
0.06,0,74.22,75.88,172.52,-47.24,8,18.08,-47.12,50.18,131.98,-45.3,14,-16.58,-18.1,-26.68,160.48,-51.12,8.6,18.36,-0.09,0.06,0.99,0.6,-3.4,0.7,-92.66666667,-36,177.5625,-58.8125,23.5,-19.97916667,30.20833333,118.9375,37.1875,-18.375,51.70833333,83.04166667,75.02083333,-10.39583333,136.375,-53.58333333,-23.52083333,-51.02083333,0.1,0.03,1,1.5,-3.6,0.3,0.05603,-0.06585,-0.07508,0,0,0
0.08,0,72.22,75.88,174.52,-47.24,5,-25.92,-50.12,51.18,130.98,-46.3,14,-24.58,-19.1,-29.68,159.48,-54.12,10.6,19.36,-0.09,0.06,0.99,0.5,-3.4,0.7,-100.6666667,-37,179.5625,-57.8125,22.5,-8.979166667,29.20833333,118.9375,34.1875,-18.375,54.70833333,98.04166667,76.02083333,-11.39583333,131.375,-51.58333333,-24.52083333,-47.02083333,0.1,0.03,1,1.5,-3.7,0.3,0.05603,-0.06585,-0.07508,0,0,0
0.1,0,75.22,77.88,175.52,-50.24,4,-7.92,-45.12,50.18,130.98,-43.3,13,-14.58,-21.1,-26.68,155.48,-51.12,11.6,15.36,-0.09,0.06,0.99,0.6,-3.3,0.7,-90.66666667,-30,182.5625,-56.8125,22.5,-4.979166667,25.20833333,120.9375,42.1875,-18.375,53.70833333,94.04166667,73.02083333,-11.39583333,130.375,-53.58333333,-23.52083333,-47.02083333,0.1,0.03,1,1.4,-3.7,0.4,0.05603,-0.06585,-0.07508,0,0,0
0.12,0,77.22,77.88,174.52,-47.24,7,-3.92,-48.12,53.18,134.98,-41.3,13,-9.58,-17.1,-27.68,153.48,-52.12,9.6,13.36,-0.09,0.06,1,0.6,-3.3,0.7,-94.66666667,-34,182.5625,-59.8125,25.5,-17.97916667,27.20833333,125.9375,37.1875,-19.375,54.70833333,100.0416667,74.02083333,-9.395833333,128.375,-48.58333333,-25.52083333,-53.02083333,0.1,0.03,1,1.5,-3.5,0.3,0.05603,-0.06585,-0.07508,0,0,0
0.14,0,73.22,75.88,176.52,-47.24,5,-11.92,-49.12,52.18,129.98,-44.3,14,-12.58,-20.1,-26.68,153.48,-51.12,12.6,15.36,-0.09,0.06,0.99,0.6,-3.3,0.7,-92.66666667,-35,182.5625,-57.8125,25.5,-17.97916667,27.20833333,121.9375,41.1875,-19.375,54.70833333,68.04166667,73.02083333,-12.39583333,127.375,-53.58333333,-24.52083333,-45.02083333,0.1,0.03,1,1.4,-3.5,0.4,0.05603,-0.06585,-0.07508,0,0,0
0.16,0,77.22,79.88,175.52,-46.24,8,1.08,-50.12,51.18,127.98,-42.3,13,-1.58,-20.1,-25.68,147.48,-50.12,9.6,7.36,-0.09,0.06,1,0.6,-3.3,0.7,-95.66666667,-27,184.5625,-56.8125,23.5,-38.97916667,30.20833333,119.9375,37.1875,-18.375,53.70833333,114.0416667,71.02083333,-8.395833333,125.375,-50.58333333,-23.52083333,-51.02083333,0.1,0.03,1,1.5,-3.5,0.3,0.05603,-0.06585,-0.07508,0,0,0
0.18,0,73.22,75.88,176.52,-50.24,7,-20.92,-48.12,54.18,129.98,-42.3,13,-37.58,-22.1,-25.68,147.48,-49.12,14.6,14.36,-0.08,0.06,0.99,0.6,-3.3,0.7,-87.66666667,-36,182.5625,-62.8125,22.5,-39.97916667,27.20833333,122.9375,47.1875,-22.375,56.70833333,92.04166667,70.02083333,-8.395833333,124.375,-50.58333333,-23.52083333,-48.02083333,0.1,0.03,1,1.5,-3.4,0.4,0.05603,-0.06585,-0.07508,0,0,0
0.2,0,78.22,75.88,177.52,-50.24,4,-15.92,-45.12,54.18,129.98,-43.3,12,-42.58,-20.1,-25.68,146.48,-49.12,13.6,12.36,-0.09,0.06,1,0.6,-3.3,0.7,-92.66666667,-34,182.5625,-60.8125,25.5,-0.979166667,31.20833333,124.9375,43.1875,-21.375,55.70833333,85.04166667,73.02083333,-7.395833333,122.375,-48.58333333,-25.52083333,-44.02083333,0.1,0.03,1,1.4,-3.5,0.4,0.05603,-0.06585,-0.07508,0,0,0
0.22,0,79.22,79.88,179.52,-46.24,5,-22.92,-48.12,52.18,132.98,-43.3,13,-17.58,-20.1,-24.68,141.48,-49.12,11.6,9.36,-0.08,0.06,0.99,0.7,-3.3,0.7,-94.66666667,-35,185.5625,-61.8125,22.5,-36.97916667,27.20833333,126.9375,45.1875,-21.375,56.70833333,103.0416667,72.02083333,-6.395833333,122.375,-48.58333333,-25.52083333,-48.02083333,0.1,0.03,1,1.5,-3.4,0.2,0.05603,-0.06585,-0.07508,0,0,0
0.24,0,73.22,77.88,178.52,-48.24,7,9.08,-46.12,57.18,134.98,-42.3,11,-29.58,-24.1,-24.68,143.48,-48.12,16.6,13.36,-0.09,0.06,1,0.5,-3.2,0.7,-96.66666667,-29,193.5625,-61.8125,24.5,-57.97916667,29.20833333,127.9375,36.1875,-19.375,55.70833333,85.04166667,73.02083333,-10.39583333,118.375,-50.58333333,-27.52083333,-47.02083333,0.1,0.03,1,1.4,-3.3,0.3,0.05603,-0.06585,-0.07508,0,0,0
0.26,0,72.22,78.88,179.52,-48.24,5,-14.92,-48.12,55.18,131.98,-43.3,12,-21.58,-23.1,-25.68,142.48,-48.12,17.6,8.36,-0.09,0.06,1,0.5,-3.2,0.7,-97.66666667,-32,190.5625,-58.8125,23.5,-26.97916667,25.20833333,126.9375,45.1875,-18.375,58.70833333,114.0416667,71.02083333,-7.395833333,116.375,-47.58333333,-25.52083333,-48.02083333,0.1,0.03,1,1.4,-3.4,0.4,0.05603,-0.06585,-0.07508,0,0,0
