Time(s),FX1,L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0,0,66.28,-49.62,150.2,-138.14,39.78,53.46,35.32,116.14,144.92,-92.8,-41.7,13.8,-12.14,22.58,277.1,-114.94,-2.18,22.88,-0.04,0.07,0.95,-0.4,-2.4,-3.7,-60.44897959,-27.26530612,68.71428571,-20.85714286,21.59183673,11.93877551,-10.40816327,25.40816327,118.4693878,-72.6122449,28.08163265,85.18367347,23.67346939,-22.85714286,151.8979592,-59.02040816,1.632653061,-16.67346939,0.04,0.07,0.98,2.3,-5.7,-1.8,0.08459,-0.01147,-0.00372,0.08863,-0.00043,-0.08376
0.02,0,63.28,-54.62,153.2,-138.14,41.78,47.46,39.32,111.14,142.92,-91.8,-41.7,29.8,-13.14,24.58,274.1,-113.94,-1.18,16.88,-0.04,0.07,0.95,-0.3,-2.3,-3.8,-63.44897959,-20.26530612,70.71428571,-19.85714286,22.59183673,16.93877551,-13.40816327,29.40816327,120.4693878,-73.6122449,29.08163265,67.18367347,22.67346939,-20.85714286,154.8979592,-57.02040816,1.632653061,-11.67346939,0.04,0.08,0.98,2.3,-5.4,-1.8,0.08459,-0.01147,-0.00372,0.08863,-0.00043,-0.08376
0.04,0,71.28,-57.62,149.2,-140.14,38.78,17.46,37.32,107.14,141.92,-90.8,-40.7,37.8,-13.14,24.58,272.1,-111.94,-2.18,16.88,-0.04,0.06,0.95,-0.2,-2.6,-4.1,-65.44897959,-26.26530612,70.71428571,-20.85714286,20.59183673,12.93877551,-14.40816327,26.40816327,122.4693878,-73.6122449,26.08163265,49.18367347,24.67346939,-22.85714286,156.8979592,-60.02040816,0.632653061,-14.67346939,0.05,0.08,0.98,2.3,-5.4,-1.7,0.08459,-0.01147,-0.00372,0.08863,-0.00043,-0.08376
0.06,0,64.28,-55.62,155.2,-138.14,43.78,28.46,37.32,102.14,139.92,-92.8,-40.7,3.8,-11.14,22.58,271.1,-112.94,-2.18,15.88,-0.04,0.06,0.95,-0.4,-2.4,-3.9,-69.44897959,-26.26530612,69.71428571,-18.85714286,22.59183673,16.93877551,-14.40816327,26.40816327,125.4693878,-74.6122449,25.08163265,46.18367347,23.67346939,-23.85714286,157.8979592,-61.02040816,1.632653061,-14.67346939,0.05,0.08,0.98,2.3,-5.6,-1.4,0.08459,-0.01147,-0.00372,0.08863,-0.00043,-0.08376
0.08,0,62.28,-53.62,145.2,-138.14,39.78,52.46,38.32,106.14,139.92,-92.8,-41.7,-2.2,-12.14,23.58,269.1,-112.94,-3.18,19.88,-0.04,0.06,0.95,-0.4,-2.4,-3.9,-63.44897959,-25.26530612,70.71428571,-22.85714286,21.59183673,18.93877551,-15.40816327,26.40816327,122.4693878,-73.6122449,30.08163265,91.18367347,25.67346939,-21.85714286,160.8979592,-60.02040816,0.632653061,-6.673469388,0.04,0.07,0.98,2.3,-5.6,-1.8,0.08459,-0.01147,-0.00372,0.08863,-0.00043,-0.08376
0.1,0,63.28,-51.62,144.2,-135.14,39.78,46.46,36.32,103.14,137.92,-90.8,-41.7,29.8,-12.14,23.58,269.1,-111.94,-3.18,11.88,-0.04,0.07,0.95,-0.4,-2.2,-3.9,-62.44897959,-24.26530612,72.71428571,-21.85714286,22.59183673,16.93877551,-18.40816327,31.40816327,121.4693878,-73.6122449,32.08163265,83.18367347,24.67346939,-22.85714286,160.8979592,-60.02040816,1.632653061,-13.67346939,0.04,0.07,0.98,2.4,-5.6,-1.7,0.08459,-0.01147,-0.00372,0.08863,-0.00043,-0.08376
0.12,0,64.28,-52.62,144.2,-136.14,39.78,35.46,36.32,104.14,135.92,-87.8,-39.7,30.8,-13.14,21.58,270.1,-113.94,-1.18,14.88,-0.04,0.07,0.95,-0.5,-2.3,-3.8,-64.44897959,-24.26530612,72.71428571,-20.85714286,22.59183673,7.93877551,-11.40816327,28.40816327,122.4693878,-75.6122449,31.08163265,94.18367347,23.67346939,-21.85714286,160.8979592,-61.02040816,2.632653061,-13.67346939,0.04,0.07,0.98,2.5,-5.4,-1.4,0.08459,-0.01147,-0.00372,0.08863,-0.00043,-0.08376
0.14,0,60.28,-53.62,134.2,-137.14,35.78,77.46,38.32,102.14,134.92,-88.8,-40.7,24.8,-11.14,23.58,268.1,-110.94,-2.18,22.88,-0.04,0.07,0.95,-0.5,-2.3,-4,-66.44897959,-23.26530612,72.71428571,-21.85714286,22.59183673,36.93877551,-17.40816327,32.40816327,125.4693878,-75.6122449,29.08163265,65.18367347,24.67346939,-22.85714286,163.8979592,-62.02040816,1.632653061,-10.67346939,0.05,0.07,0.98,2.3,-5.5,-1.6,0.08459,-0.01147,-0.00372,0.08863,-0.00043,-0.08376
0.16,0,60.28,-58.62,150.2,-133.14,42.78,42.46,38.32,102.14,132.92,-88.8,-40.7,16.8,-10.14,23.58,267.1,-111.94,-3.18,22.88,-0.04,0.07,0.95,-0.3,-2.3,-3.9,-67.44897959,-25.26530612,72.71428571,-21.85714286,24.59183673,41.93877551,-14.40816327,29.40816327,125.4693878,-75.6122449,29.08163265,70.18367347,25.67346939,-21.85714286,164.8979592,-62.02040816,1.632653061,-13.67346939,0.04,0.07,0.98,2.4,-5.3,-1.7,0.08459,-0.01147,-0.00372,0.08863,-0.00043,-0.08376
0.18,0,61.28,-58.62,141.2,-133.14,36.78,31.46,37.32,104.14,132.92,-85.8,-38.7,33.8,-12.14,23.58,268.1,-111.94,-2.18,17.88,-0.05,0.06,0.95,-0.3,-2.1,-3.8,-63.44897959,-27.26530612,71.71428571,-25.85714286,24.59183673,44.93877551,-16.40816327,26.40816327,125.4693878,-76.6122449,29.08163265,80.18367347,24.67346939,-20.85714286,164.8979592,-60.02040816,1.632653061,-19.67346939,0.05,0.07,0.98,2.3,-5.6,-1.7,0.08459,-0.01147,-0.00372,0.08863,-0.00043,-0.08376
