Time(s),L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0.02,230.06,171.74,119.2,-37.98,27.84,67.04,-40.64,37.62,53.34,-21.98,19.74,-56.48,-47.22,17.7,403.86,-136.64,-80.14,94.74,0.01,0.06,1.01,0.56,-3.29,0.7,-51.77083333,71.375,97.125,-16.72916667,-124.8958333,143.2291667,-37.91666667,36.625,58.52083333,-22.02083333,-11.25,16.4375,134.3958333,-29.60416667,391.5416667,-136.2708333,71.52083333,87.89583333,0,0.03,1.02,1.47,-3.15,0.42,0.00866,-0.04743,0.07009,-0.03125,-0.15639,-0.24744
0.04,241.06,169.74,102.2,-42.98,15.84,46.04,-33.64,37.62,53.34,-22.98,19.74,-47.48,-46.22,18.7,400.86,-133.64,-79.14,88.74,0.01,0.06,1.01,0.63,-3.36,0.77,-49.77083333,72.375,106.125,-19.72916667,-116.8958333,119.2291667,-37.91666667,44.625,58.52083333,-23.02083333,-10.25,25.4375,132.3958333,-29.60416667,388.5416667,-134.2708333,68.52083333,82.89583333,0,0.03,1.01,1.4,-3.29,0.56,0.00866,-0.04743,0.07009,-0.03125,-0.15639,-0.24744
0.06,250.06,172.74,91.2,-42.98,-0.16,111.04,-22.64,38.62,53.34,-22.98,20.74,-63.48,-46.22,16.7,393.86,-132.64,-77.14,91.74,0.01,0.06,1.01,0.56,-3.29,0.7,-63.77083333,70.375,117.125,-18.72916667,-109.8958333,102.2291667,-44.91666667,41.625,58.52083333,-20.02083333,-9.25,48.4375,133.3958333,-27.60416667,386.5416667,-133.2708333,68.52083333,85.89583333,0,0.03,1.01,1.47,-3.22,0.56,0.00866,-0.04743,0.07009,-0.03125,-0.15639,-0.24744
0.08,242.06,177.74,97.2,-41.98,7.84,83.04,-28.64,38.62,52.34,-23.98,17.74,-52.48,-47.22,16.7,385.86,-131.64,-76.14,86.74,0.01,0.06,1.01,0.63,-3.29,0.84,-55.77083333,73.375,109.125,-18.72916667,-117.8958333,111.2291667,-41.91666667,44.625,59.52083333,-23.02083333,-12.25,37.4375,135.3958333,-31.60416667,384.5416667,-136.2708333,68.52083333,81.89583333,0,0.04,1.02,1.4,-3.29,0.56,0.00866,-0.04743,0.07009,-0.03125,-0.15639,-0.24744
0.1,233.06,168.74,105.2,-40.98,21.84,88.04,-41.64,36.62,53.34,-21.98,19.74,-62.48,-48.22,17.7,384.86,-132.64,-72.14,85.74,0.01,0.06,1.01,0.7,-3.29,0.77,-54.77083333,68.375,112.125,-22.72916667,-113.8958333,87.22916667,-37.91666667,44.625,60.52083333,-27.02083333,-11.25,-9.5625,135.3958333,-31.60416667,388.5416667,-137.2708333,68.52083333,93.89583333,0,0.03,1.01,1.4,-3.29,0.49,0.00866,-0.04743,0.07009,-0.03125,-0.15639,-0.24744
0.12,249.06,174.74,99.2,-41.98,11.84,87.04,-45.64,39.62,52.34,-21.98,22.74,-49.48,-46.22,18.7,382.86,-128.64,-71.14,88.74,0,0.06,1.01,0.63,-3.22,0.84,-73.77083333,70.375,126.125,-18.72916667,-103.8958333,104.2291667,-37.91666667,41.625,59.52083333,-23.02083333,-12.25,24.4375,134.3958333,-29.60416667,392.5416667,-135.2708333,69.52083333,87.89583333,0,0.03,1.02,1.33,-3.22,0.42,0.00866,-0.04743,0.07009,-0.03125,-0.15639,-0.24744
0.14,241.06,171.74,98.2,-42.98,6.84,59.04,-35.64,39.62,52.34,-22.98,18.74,-51.48,-48.22,16.7,380.86,-129.64,-68.14,87.74,0.01,0.06,1.01,0.63,-3.29,0.77,-48.77083333,79.375,97.125,-18.72916667,-128.8958333,125.2291667,-19.91666667,43.625,60.52083333,-25.02083333,-9.25,15.4375,136.3958333,-29.60416667,389.5416667,-134.2708333,67.52083333,84.89583333,0,0.03,1.02,1.33,-3.15,0.49,0.00866,-0.04743,0.07009,-0.03125,-0.15639,-0.24744
0.16,238.06,168.74,110.2,-39.98,18.84,71.04,-40.64,40.62,52.34,-21.98,16.74,-46.48,-45.22,17.7,378.86,-130.64,-71.14,82.74,0,0.06,1.01,0.56,-3.29,0.77,-58.77083333,76.375,112.125,-19.72916667,-117.8958333,128.2291667,-23.91666667,45.625,63.52083333,-24.02083333,-9.25,11.4375,136.3958333,-30.60416667,391.5416667,-136.2708333,68.52083333,95.89583333,0,0.03,1.02,1.4,-3.22,0.56,0.00866,-0.04743,0.07009,-0.03125,-0.15639,-0.24744
0.18,242.06,167.74,100.2,-41.98,8.84,50.04,-22.64,38.62,51.34,-21.98,19.74,-29.48,-46.22,16.7,376.86,-129.64,-70.14,85.74,0,0.06,1.01,0.56,-3.36,0.7,-49.77083333,75.375,101.125,-17.72916667,-128.8958333,124.2291667,-32.91666667,37.625,60.52083333,-24.02083333,-8.25,16.4375,134.3958333,-31.60416667,386.5416667,-135.2708333,68.52083333,79.89583333,0,0.03,1.02,1.4,-3.22,0.49,0.00866,-0.04743,0.07009,-0.03125,-0.15639,-0.24744
0.2,240.06,169.74,107.2,-41.98,17.84,66.04,-45.64,39.62,53.34,-22.98,20.74,-66.48,-47.22,14.7,374.86,-128.64,-65.14,88.74,0,0.06,1.01,0.56,-3.36,0.77,-50.77083333,75.375,105.125,-19.72916667,-126.8958333,103.2291667,-38.91666667,41.625,61.52083333,-24.02083333,-10.25,18.4375,135.3958333,-31.60416667,385.5416667,-135.2708333,66.52083333,83.89583333,0,0.03,1.02,1.4,-3.22,0.49,0.00866,-0.04743,0.07009,-0.03125,-0.15639,-0.24744
