Time(s),L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0.02,222.06,133.74,97.2,-41.98,23.84,93.04,-20.64,32.62,58.34,-28.98,20.74,-69.48,7.78,-62.3,247.86,-104.64,-34.14,45.74,0,0.06,1.01,0.49,-3.43,0.7,-51.77083333,29.375,137.125,-41.72916667,-127.8958333,135.2291667,-35.91666667,52.625,80.52083333,-34.02083333,-12.25,42.4375,137.3958333,-33.60416667,253.5416667,-93.27083333,23.52083333,77.89583333,0,0.03,1.02,1.33,-3.22,0.49,0,0,0,0.38501,0.24444,-0.02611
0.04,219.06,135.74,98.2,-38.98,26.84,90.04,-24.64,32.62,58.34,-31.98,21.74,-114.48,7.78,-62.3,251.86,-107.64,-36.14,44.74,0.01,0.06,1.01,0.49,-3.29,0.77,-57.77083333,31.375,122.125,-37.72916667,-136.8958333,180.2291667,-24.91666667,58.625,79.52083333,-31.02083333,-10.25,57.4375,138.3958333,-32.60416667,256.5416667,-96.27083333,25.52083333,78.89583333,-0.01,0.03,1.02,1.26,-3.29,0.49,0,0,0,0.38501,0.24444,-0.02611
0.06,229.06,138.74,82.2,-43.98,7.84,83.04,-29.64,28.62,56.34,-28.98,21.74,-83.48,7.78,-62.3,256.86,-109.64,-35.14,40.74,0.01,0.06,1.01,0.56,-3.36,0.7,-52.77083333,27.375,124.125,-39.72916667,-133.8958333,159.2291667,-49.91666667,48.625,77.52083333,-32.02083333,-13.25,-4.5625,136.3958333,-31.60416667,254.5416667,-94.27083333,25.52083333,77.89583333,-0.01,0.03,1.02,1.33,-3.15,0.42,0,0,0,0.38501,0.24444,-0.02611
0.08,227.06,139.74,86.2,-43.98,12.84,99.04,-15.64,34.62,58.34,-28.98,18.74,-75.48,8.78,-64.3,257.86,-111.64,-36.14,44.74,0,0.06,1.01,0.63,-3.36,0.77,-47.77083333,27.375,126.125,-38.72916667,-132.8958333,168.2291667,-31.91666667,49.625,76.52083333,-32.02083333,-10.25,37.4375,137.3958333,-32.60416667,253.5416667,-95.27083333,24.52083333,77.89583333,0,0.03,1.02,1.4,-3.22,0.42,0,0,0,0.38501,0.24444,-0.02611
0.1,226.06,139.74,95.2,-44.98,21.84,95.04,-32.64,34.62,58.34,-27.98,20.74,-73.48,8.78,-62.3,255.86,-109.64,-37.14,41.74,0.01,0.06,1.01,0.49,-3.36,0.77,-62.77083333,29.375,144.125,-37.72916667,-114.8958333,145.2291667,-36.91666667,55.625,80.52083333,-32.02083333,-9.25,19.4375,138.3958333,-33.60416667,250.5416667,-95.27083333,21.52083333,81.89583333,-0.01,0.03,1.02,1.4,-3.15,0.49,0,0,0,0.38501,0.24444,-0.02611
0.12,214.06,138.74,102.2,-40.98,28.84,96.04,-20.64,31.62,56.34,-28.98,22.74,-32.48,9.78,-63.3,262.86,-112.64,-39.14,48.74,0,0.06,1.01,0.49,-3.36,0.77,-48.77083333,30.375,136.125,-37.72916667,-122.8958333,125.2291667,-28.91666667,48.625,77.52083333,-31.02083333,-13.25,24.4375,135.3958333,-33.60416667,248.5416667,-94.27083333,24.52083333,78.89583333,-0.01,0.03,1.02,1.4,-3.08,0.49,0,0,0,0.38501,0.24444,-0.02611
0.14,227.06,135.74,92.2,-44.98,13.84,73.04,-33.64,27.62,57.34,-27.98,19.74,-73.48,8.78,-62.3,272.86,-115.64,-39.14,53.74,0,0.06,1.01,0.42,-3.43,0.84,-53.77083333,33.375,123.125,-39.72916667,-130.8958333,157.2291667,-37.91666667,47.625,74.52083333,-32.02083333,-12.25,17.4375,135.3958333,-33.60416667,247.5416667,-94.27083333,24.52083333,80.89583333,-0.01,0.03,1.02,1.33,-3.15,0.49,0,0,0,0.38501,0.24444,-0.02611
0.16,240.06,147.74,79.2,-47.98,-0.16,95.04,-21.64,32.62,58.34,-26.98,19.74,-67.48,9.78,-59.3,280.86,-115.64,-44.14,46.74,0,0.06,1.01,0.49,-3.36,0.7,-52.77083333,26.375,131.125,-37.72916667,-125.8958333,141.2291667,-40.91666667,46.625,72.52083333,-31.02083333,-12.25,39.4375,134.3958333,-34.60416667,242.5416667,-92.27083333,23.52083333,77.89583333,-0.01,0.03,1.02,1.33,-3.15,0.42,0,0,0,0.38501,0.24444,-0.02611
0.18,235.06,143.74,85.2,-47.98,4.84,93.04,-31.64,30.62,57.34,-27.98,22.74,-51.48,9.78,-61.3,289.86,-120.64,-46.14,55.74,0,0.06,1.01,0.56,-3.36,0.7,-46.77083333,28.375,117.125,-35.72916667,-133.8958333,153.2291667,-30.91666667,45.625,73.52083333,-30.02083333,-13.25,2.4375,134.3958333,-31.60416667,242.5416667,-90.27083333,23.52083333,71.89583333,-0.01,0.03,1.01,1.47,-3.22,0.42,0,0,0,0.38501,0.24444,-0.02611
0.2,233.06,144.74,93.2,-44.98,14.84,72.04,-26.64,33.62,59.34,-26.98,20.74,-80.48,8.78,-60.3,293.86,-118.64,-46.14,56.74,0,0.06,1.01,0.56,-3.29,0.77,-41.77083333,27.375,123.125,-37.72916667,-130.8958333,140.2291667,-26.91666667,45.625,72.52083333,-28.02083333,-10.25,33.4375,134.3958333,-28.60416667,239.5416667,-89.27083333,21.52083333,69.89583333,-0.01,0.03,1.02,1.4,-3.29,0.49,0,0,0,0.38501,0.24444,-0.02611
