Time(s),L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0.02,9.568627451,23.54901961,66.82352941,-34.23529412,11.2745098,44.31372549,36.82352941,-8.941176471,96.56862745,-38.15686275,1.176470588,22.05882353,30.39215686,-50.62745098,175.1764706,-73.35294118,12.29411765,19.07843137,0.04,0.04,0.99,3.15,-5.88,-5.74,-3.163265306,30.40816327,77.87755102,-35.89795918,9.959183673,56.59183673,-58.08163265,8.326530612,66.69387755,-73.51020408,15.34693878,31.75510204,-21.34693878,-5.326530612,121.8979592,-31.40816327,15.79591837,1.755102041,0.02,0.07,0.98,-0.21,-3.78,-2.87,0.01245,-0.04071,-0.11592,0.01599,-0.0281,-0.07203
0.04,13.56862745,22.54901961,65.82352941,-35.23529412,10.2745098,38.31372549,39.82352941,-8.941176471,93.56862745,-37.15686275,2.176470588,26.05882353,31.39215686,-54.62745098,173.1764706,-74.35294118,13.29411765,32.07843137,0.03,0.04,0.99,3.36,-5.74,-5.74,-5.163265306,26.40816327,77.87755102,-37.89795918,8.959183673,44.59183673,-55.08163265,8.326530612,68.69387755,-75.51020408,13.34693878,39.75510204,-22.34693878,-6.326530612,120.8979592,-31.40816327,16.79591837,0.755102041,0.02,0.07,0.98,-0.14,-3.85,-2.94,0.01245,-0.04071,-0.11592,0.01599,-0.0281,-0.07203
0.06,6.568627451,10.54901961,64.82352941,-32.23529412,10.2745098,62.31372549,32.82352941,-7.941176471,93.56862745,-35.15686275,2.176470588,35.05882353,31.39215686,-50.62745098,168.1764706,-72.35294118,11.29411765,27.07843137,0.04,0.04,0.99,3.22,-5.67,-5.67,0.836734694,27.40816327,78.87755102,-39.89795918,9.959183673,50.59183673,-58.08163265,5.326530612,68.69387755,-76.51020408,14.34693878,24.75510204,-20.34693878,-5.326530612,121.8979592,-32.40816327,14.79591837,-5.244897959,0.02,0.07,0.98,-0.14,-3.71,-3.08,0.01245,-0.04071,-0.11592,0.01599,-0.0281,-0.07203
0.08,14.56862745,24.54901961,64.82352941,-35.23529412,9.274509804,19.31372549,31.82352941,-10.94117647,94.56862745,-34.15686275,3.176470588,18.05882353,31.39215686,-51.62745098,166.1764706,-72.35294118,12.29411765,22.07843137,0.03,0.05,0.99,3.15,-5.67,-5.81,-0.163265306,30.40816327,81.87755102,-40.89795918,9.959183673,47.59183673,-51.08163265,8.326530612,70.69387755,-77.51020408,12.34693878,36.75510204,-21.34693878,-8.326530612,124.8979592,-34.40816327,17.79591837,2.755102041,0.02,0.07,0.98,-0.21,-3.92,-3.01,0.01245,-0.04071,-0.11592,0.01599,-0.0281,-0.07203
0.1,11.56862745,23.54901961,63.82352941,-30.23529412,11.2745098,74.31372549,30.82352941,-6.941176471,90.56862745,-34.15686275,1.176470588,23.05882353,30.39215686,-50.62745098,167.1764706,-72.35294118,12.29411765,21.07843137,0.04,0.04,0.99,3.08,-5.74,-5.81,-1.163265306,32.40816327,83.87755102,-40.89795918,10.95918367,51.59183673,-57.08163265,6.326530612,72.69387755,-79.51020408,13.34693878,47.75510204,-21.34693878,-7.326530612,122.8979592,-35.40816327,16.79591837,1.755102041,0.02,0.07,0.98,-0.14,-3.57,-3.01,0.01245,-0.04071,-0.11592,0.01599,-0.0281,-0.07203
0.12,4.568627451,16.54901961,64.82352941,-32.23529412,13.2745098,61.31372549,31.82352941,-9.941176471,92.56862745,-32.15686275,4.176470588,2.058823529,34.39215686,-49.62745098,164.1764706,-71.35294118,11.29411765,27.07843137,0.04,0.04,0.99,3.15,-5.67,-5.74,1.836734694,29.40816327,81.87755102,-43.89795918,7.959183673,28.59183673,-60.08163265,9.326530612,72.69387755,-77.51020408,14.34693878,30.75510204,-18.34693878,-5.326530612,124.8979592,-33.40816327,15.79591837,0.755102041,0.02,0.07,0.98,-0.21,-3.78,-3.08,0.01245,-0.04071,-0.11592,0.01599,-0.0281,-0.07203
0.14,13.56862745,23.54901961,64.82352941,-34.23529412,11.2745098,31.31372549,35.82352941,-7.941176471,91.56862745,-31.15686275,5.176470588,21.05882353,31.39215686,-47.62745098,163.1764706,-69.35294118,11.29411765,17.07843137,0.03,0.04,0.99,3.22,-5.74,-5.67,-2.163265306,32.40816327,82.87755102,-42.89795918,10.95918367,58.59183673,-55.08163265,11.32653061,66.69387755,-80.51020408,10.34693878,7.755102041,-20.34693878,-6.326530612,122.8979592,-33.40816327,16.79591837,6.755102041,0.03,0.08,0.98,-0.28,-3.85,-3.08,0.01245,-0.04071,-0.11592,0.01599,-0.0281,-0.07203
0.16,7.568627451,20.54901961,64.82352941,-31.23529412,12.2745098,62.31372549,27.82352941,-14.94117647,89.56862745,-30.15686275,5.176470588,19.05882353,33.39215686,-48.62745098,162.1764706,-70.35294118,12.29411765,24.07843137,0.04,0.04,0.98,3.15,-5.74,-5.74,0.836734694,27.40816327,82.87755102,-42.89795918,7.959183673,60.59183673,-59.08163265,9.326530612,72.69387755,-79.51020408,15.34693878,48.75510204,-23.34693878,-6.326530612,123.8979592,-33.40816327,18.79591837,2.755102041,0.02,0.07,0.98,-0.35,-3.92,-3.08,0.01245,-0.04071,-0.11592,0.01599,-0.0281,-0.07203
0.18,16.56862745,19.54901961,63.82352941,-32.23529412,10.2745098,49.31372549,30.82352941,-10.94117647,87.56862745,-33.15686275,0.176470588,2.058823529,33.39215686,-49.62745098,162.1764706,-71.35294118,10.29411765,20.07843137,0.04,0.04,0.99,3.15,-5.81,-5.67,0.836734694,32.40816327,83.87755102,-41.89795918,11.95918367,43.59183673,-58.08163265,15.32653061,71.69387755,-80.51020408,14.34693878,36.75510204,-21.34693878,-5.326530612,127.8979592,-31.40816327,15.79591837,0.755102041,0.02,0.07,0.98,-0.28,-3.99,-3.08,0.01245,-0.04071,-0.11592,0.01599,-0.0281,-0.07203
0.2,10.56862745,18.54901961,63.82352941,-31.23529412,12.2745098,63.31372549,30.82352941,-10.94117647,88.56862745,-32.15686275,1.176470588,7.058823529,33.39215686,-49.62745098,162.1764706,-70.35294118,11.29411765,21.07843137,0.04,0.04,0.99,3.15,-5.74,-5.81,-5.163265306,27.40816327,81.87755102,-44.89795918,10.95918367,41.59183673,-54.08163265,7.326530612,68.69387755,-81.51020408,11.34693878,32.75510204,-22.34693878,-3.326530612,128.8979592,-32.40816327,17.79591837,-4.244897959,0.02,0.07,0.98,-0.35,-3.78,-2.94,0.01245,-0.04071,-0.11592,0.01599,-0.0281,-0.07203
