Time(s),FX1,L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0,0,78.3,-21.96,139.14,-69.14,-8.08,-2.58,-26.62,61.88,52.16,-34.62,-9.58,18.76,1.24,-51.82,171.74,-73.84,-2.3,45.78,-0.03,0.08,0.96,-1.9,-6.2,-5.9,-46.86,-70.4,132.52,-70.32,-1.86,3.14,-14.68,92.3,124.06,-34.92,27.44,-11.04,14.18,-28.7,145.16,-90.38,-14.74,28.4,0.09,0.06,0.98,3.2,-5.6,-5.9,0.04407,0.01605,-0.00478,0,0,0
0.02,0,79.3,-21.96,138.14,-68.14,-9.08,-0.58,-24.62,62.88,57.16,-36.62,-10.58,-2.24,0.24,-51.82,174.74,-74.84,-2.3,35.78,-0.04,0.08,0.97,-2,-6.1,-6,-45.86,-67.4,132.52,-69.32,1.14,7.14,-19.68,89.3,128.06,-36.92,28.44,-40.04,13.18,-26.7,146.16,-90.38,-14.74,26.4,0.09,0.06,0.98,3.2,-5.9,-5.9,0.04407,0.01605,-0.00478,0,0,0
0.04,0,79.3,-19.96,139.14,-68.14,-8.08,3.42,-25.62,63.88,58.16,-35.62,-8.58,-24.24,2.24,-52.82,174.74,-75.84,-2.3,43.78,-0.03,0.08,0.96,-1.9,-6.1,-6.1,-47.86,-63.4,133.52,-69.32,2.14,-16.86,-11.68,98.3,127.06,-34.92,26.44,-22.04,10.18,-25.7,146.16,-89.38,-13.74,21.4,0.09,0.05,0.98,3.2,-5.7,-5.6,0.04407,0.01605,-0.00478,0,0,0
0.06,0,77.3,-22.96,138.14,-69.14,-6.08,-24.58,-26.62,63.88,50.16,-33.62,-9.58,-24.24,2.24,-50.82,177.74,-73.84,-4.3,37.78,-0.03,0.08,0.96,-1.9,-5.9,-5.9,-46.86,-63.4,132.52,-70.32,2.14,-14.86,-18.68,93.3,130.06,-38.92,28.44,-9.04,11.18,-25.7,147.16,-90.38,-14.74,26.4,0.09,0.06,0.98,3.2,-5.6,-5.9,0.04407,0.01605,-0.00478,0,0,0
0.08,0,79.3,-20.96,138.14,-66.14,-9.08,6.42,-33.62,59.88,61.16,-35.62,-7.58,3.76,2.24,-52.82,176.74,-76.84,-5.3,39.78,-0.03,0.08,0.96,-2.1,-5.9,-6,-48.86,-58.4,130.52,-73.32,5.14,10.14,-12.68,98.3,127.06,-35.92,28.44,18.96,7.18,-24.7,146.16,-89.38,-12.74,24.4,0.09,0.05,0.97,3.4,-5.6,-5.9,0.04407,0.01605,-0.00478,0,0,0
0.1,0,76.3,-20.96,137.14,-69.14,-8.08,-11.58,-25.62,63.88,57.16,-35.62,-8.58,-36.24,4.24,-53.82,180.74,-77.84,-5.3,41.78,-0.03,0.08,0.96,-2.1,-5.8,-6.2,-45.86,-63.4,130.52,-71.32,4.14,-3.86,-20.68,96.3,130.06,-38.92,28.44,-8.04,7.18,-24.7,143.16,-88.38,-13.74,25.4,0.09,0.06,0.98,3.2,-5.7,-5.9,0.04407,0.01605,-0.00478,0,0,0
0.12,0,72.3,-20.96,137.14,-68.14,-9.08,5.42,-25.62,62.88,51.16,-36.62,-10.58,-10.24,3.24,-52.82,187.74,-80.84,-5.3,41.78,-0.04,0.08,0.96,-2.2,-5.9,-6.1,-51.86,-67.4,125.52,-66.32,0.14,-17.86,-18.68,94.3,125.06,-34.92,27.44,2.96,5.18,-23.7,139.16,-85.38,-13.74,28.4,0.09,0.05,0.98,3.4,-5.6,-5.6,0.04407,0.01605,-0.00478,0,0,0
0.14,0,78.3,-24.96,137.14,-69.14,-9.08,-4.58,-26.62,62.88,60.16,-36.62,-8.58,-10.24,4.24,-55.82,193.74,-82.84,-3.3,52.78,-0.04,0.08,0.97,-2.2,-6,-6.1,-47.86,-63.4,125.52,-67.32,1.14,17.14,-23.68,96.3,127.06,-33.92,27.44,-3.04,3.18,-23.7,135.16,-86.38,-12.74,25.4,0.08,0.06,0.98,3.3,-5.5,-5.8,0.04407,0.01605,-0.00478,0,0,0
0.16,0,76.3,-19.96,137.14,-67.14,-9.08,-16.58,-30.62,63.88,60.16,-36.62,-8.58,-5.24,2.24,-54.82,196.74,-84.84,-2.3,45.78,-0.03,0.08,0.97,-2.1,-5.7,-5.9,-50.86,-61.4,126.52,-67.32,2.14,-3.86,-19.68,95.3,126.06,-36.92,27.44,2.96,2.18,-24.7,131.16,-84.38,-12.74,19.4,0.09,0.06,0.98,3.2,-5.4,-6,0.04407,0.01605,-0.00478,0,0,0
0.18,0,72.3,-20.96,136.14,-67.14,-9.08,-7.58,-27.62,62.88,53.16,-37.62,-8.58,-3.24,3.24,-52.82,200.74,-84.84,-3.3,44.78,-0.03,0.08,0.97,-2.3,-5.9,-5.9,-46.86,-58.4,124.52,-67.32,2.14,0.14,-17.68,89.3,123.06,-33.92,25.44,0.96,1.18,-21.7,128.16,-81.38,-10.74,21.4,0.09,0.06,0.98,3.5,-5.4,-5.9,0.04407,0.01605,-0.00478,0,0,0
