Time(s),FX1,L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0.02,0,108.4166667,91.875,106.1041667,-96.39583333,8.083333333,13.9375,21.04166667,111.2916667,202.9166667,-56.35416667,16.22916667,-54.4375,0.583333333,-1.708333333,-0.833333333,-5.416666667,-5.625,-16.66666667,-0.04,0.07,0.98,-1,-4.7,-3.7,-102.72,128.2,115.74,-47.82,22.7,-58.42,30.68,76.86,227.32,-73.74,-16.96,-133.88,-5.64,7.08,1.9,2.66,1.22,-10.34,0.03,0.09,0.97,-2.1,-3.8,-4.7,0.5614,-4.00607,0.5996,0.01025,0.16818,-0.03013
0.04,0,108.4166667,95.875,105.1041667,-94.39583333,10.08333333,30.9375,22.04166667,112.2916667,206.9166667,-55.35416667,13.22916667,-46.4375,-2.416666667,-1.708333333,-3.833333333,-6.416666667,-3.625,-21.66666667,-0.04,0.07,0.99,-1.1,-4.7,-3.6,-96.72,127.2,114.74,-46.82,21.7,-53.42,19.68,75.86,229.32,-73.74,-13.96,-124.88,-5.64,7.08,-0.1,2.66,0.22,-12.34,0.02,0.09,0.97,-1.9,-3.6,-4.7,0.5614,-4.00607,0.5996,0.01025,0.16818,-0.03013
0.06,0,109.4166667,101.875,104.1041667,-97.39583333,9.083333333,11.9375,20.04166667,108.2916667,198.9166667,-57.35416667,15.22916667,-56.4375,0.583333333,-3.708333333,-1.833333333,-6.416666667,-8.625,-23.66666667,-0.04,0.07,0.99,-1,-4.4,-3.8,-93.72,130.2,114.74,-44.82,22.7,-62.42,28.68,75.86,227.32,-74.74,-15.96,-144.88,-5.64,7.08,-0.1,2.66,0.22,-12.34,0.02,0.09,0.97,-1.9,-3.6,-4.7,0.5614,-4.00607,0.5996,0.01025,0.16818,-0.03013
0.08,0,110.4166667,98.875,104.1041667,-95.39583333,11.08333333,27.9375,18.04166667,116.2916667,198.9166667,-55.35416667,14.22916667,-51.4375,-1.416666667,-2.708333333,-2.833333333,-4.416666667,-5.625,-19.66666667,-0.04,0.07,0.98,-1.2,-4.6,-3.6,-93.72,126.2,114.74,-47.82,23.7,-70.42,27.68,79.86,229.32,-73.74,-15.96,-145.88,-6.64,7.08,-0.1,2.66,0.22,-16.34,0.03,0.09,0.97,-1.9,-3.6,-4.7,0.5614,-4.00607,0.5996,0.01025,0.16818,-0.03013
0.1,0,112.4166667,100.875,103.1041667,-95.39583333,11.08333333,31.9375,19.04166667,117.2916667,203.9166667,-56.35416667,14.22916667,-52.4375,1.583333333,-0.708333333,-2.833333333,-1.416666667,-6.625,-15.66666667,-0.04,0.07,0.99,-1.4,-4.8,-3.6,-95.72,129.2,113.74,-46.82,25.7,-81.42,22.68,76.86,230.32,-75.74,-13.96,-133.88,-5.64,7.08,-0.1,3.66,1.22,-12.34,0.02,0.09,0.97,-1.9,-3.5,-4.5,0.5614,-4.00607,0.5996,0.01025,0.16818,-0.03013
0.12,0,112.4166667,98.875,101.1041667,-96.39583333,11.08333333,39.9375,18.04166667,119.2916667,202.9166667,-56.35416667,15.22916667,-53.4375,-1.416666667,0.291666667,-5.833333333,-2.416666667,-4.625,-22.66666667,-0.04,0.07,0.99,-1.2,-4.7,-3.6,-95.72,133.2,112.74,-47.82,28.7,-60.42,27.68,82.86,228.32,-71.74,-14.96,-148.88,-4.64,7.08,0.9,3.66,0.22,-10.34,0.02,0.09,0.97,-2.1,-3.6,-4.6,0.5614,-4.00607,0.5996,0.01025,0.16818,-0.03013
0.14,0,113.4166667,97.875,106.1041667,-97.39583333,11.08333333,18.9375,19.04166667,122.2916667,190.9166667,-57.35416667,13.22916667,-60.4375,0.583333333,-1.708333333,-3.833333333,-5.416666667,-6.625,-17.66666667,-0.03,0.07,0.98,-1.1,-4.9,-3.5,-102.72,135.2,110.74,-48.82,26.7,-61.42,35.68,82.86,225.32,-73.74,-17.96,-159.88,-6.64,9.08,0.9,3.66,0.22,-18.34,0.02,0.08,0.97,-2.1,-3.7,-4.5,0.5614,-4.00607,0.5996,0.01025,0.16818,-0.03013
0.16,0,115.4166667,99.875,107.1041667,-97.39583333,10.08333333,3.9375,18.04166667,123.2916667,196.9166667,-55.35416667,15.22916667,-48.4375,-0.416666667,-1.708333333,-2.833333333,-5.416666667,-5.625,-24.66666667,-0.04,0.07,0.99,-0.9,-4.9,-3.8,-95.72,138.2,109.74,-47.82,31.7,-49.42,27.68,83.86,225.32,-70.74,-14.96,-138.88,-4.64,8.08,-0.1,3.66,-0.78,-16.34,0.03,0.09,0.96,-2,-3.6,-4.6,0.5614,-4.00607,0.5996,0.01025,0.16818,-0.03013
0.18,0,115.4166667,97.875,105.1041667,-96.39583333,11.08333333,22.9375,21.04166667,123.2916667,193.9166667,-56.35416667,14.22916667,-42.4375,-0.416666667,0.291666667,-2.833333333,-1.416666667,-4.625,-8.666666667,-0.04,0.07,0.99,-1,-4.7,-3.7,-97.72,138.2,108.74,-46.82,31.7,-58.42,25.68,81.86,224.32,-71.74,-15.96,-139.88,-5.64,7.08,0.9,3.66,0.22,-11.34,0.02,0.09,0.97,-2.4,-3.6,-4.7,0.5614,-4.00607,0.5996,0.01025,0.16818,-0.03013
0.2,0,106.4166667,98.875,106.1041667,-95.39583333,9.083333333,15.9375,26.04166667,121.2916667,196.9166667,-57.35416667,12.22916667,-51.4375,0.583333333,-3.708333333,-3.833333333,-5.416666667,-5.625,-23.66666667,-0.04,0.07,0.98,-1,-5,-3.8,-97.72,134.2,107.74,-47.82,28.7,-60.42,27.68,80.86,224.32,-74.74,-17.96,-144.88,-5.64,7.08,0.9,4.66,0.22,-15.34,0.02,0.09,0.97,-2.1,-3.6,-4.5,0.5614,-4.00607,0.5996,0.01025,0.16818,-0.03013
