Time(s),FX1,L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0,0,17.74,15.46,41.36,-31.56,4.3,28.56,-3.78,17.94,43.5,-14.96,16.88,8.38,17.92,-14.22,168.86,-65.3,30.94,68.96,0,0.06,0.96,-1.3,-7.3,-3,-22.75510204,2.081632653,10.32653061,-9,3.693877551,41,-6.551020408,5.326530612,38.85714286,-30.79591837,-1.816326531,-13.63265306,41.63265306,-22.83673469,268.5510204,-66.73469388,3.857142857,21.02040816,0.04,0.06,0.96,1.3,-8.7,-3.3,0.00049,-0.02484,-0.04632,0.04627,0.10022,-0.11468
0.02,0,15.74,14.46,38.36,-30.56,5.3,23.56,-2.78,16.94,44.5,-15.96,14.88,15.38,18.92,-13.22,168.86,-64.3,29.94,65.96,0,0.06,0.95,-1.2,-7.1,-3.2,-18.75510204,5.081632653,10.32653061,-9,1.693877551,23,-8.551020408,8.326530612,43.85714286,-30.79591837,1.183673469,19.36734694,42.63265306,-23.83673469,270.5510204,-68.73469388,2.857142857,23.02040816,0.04,0.06,0.96,1.1,-8.6,-3.3,0.00049,-0.02484,-0.04632,0.04627,0.10022,-0.11468
0.04,0,13.74,10.46,40.36,-32.56,3.3,31.56,-3.78,17.94,46.5,-12.96,15.88,35.38,19.92,-12.22,171.86,-63.3,29.94,70.96,0,0.06,0.96,-1.3,-7,-3.1,-16.75510204,3.081632653,9.326530612,-9,3.693877551,24,-7.551020408,8.326530612,44.85714286,-31.79591837,0.183673469,9.367346939,44.63265306,-23.83673469,269.5510204,-68.73469388,0.857142857,17.02040816,0.03,0.06,0.96,0.9,-8.7,-3.3,0.00049,-0.02484,-0.04632,0.04627,0.10022,-0.11468
0.06,0,10.74,12.46,38.36,-29.56,6.3,46.56,-4.78,13.94,43.5,-15.96,16.88,39.38,15.92,-13.22,171.86,-64.3,32.94,69.96,0,0.06,0.96,-1.4,-7.3,-3.5,-26.75510204,3.081632653,9.326530612,-8,-0.306122449,34,-6.551020408,6.326530612,43.85714286,-30.79591837,0.183673469,22.36734694,41.63265306,-23.83673469,269.5510204,-67.73469388,4.857142857,24.02040816,0.04,0.06,0.96,1.2,-8.7,-3.2,0.00049,-0.02484,-0.04632,0.04627,0.10022,-0.11468
0.08,0,14.74,15.46,41.36,-28.56,3.3,7.56,-4.78,14.94,42.5,-15.96,15.88,11.38,16.92,-11.22,172.86,-63.3,31.94,69.96,0,0.06,0.96,-1.2,-7.1,-3.2,-23.75510204,3.081632653,9.326530612,-8,3.693877551,42,-5.551020408,4.326530612,52.85714286,-33.79591837,0.183673469,22.36734694,42.63265306,-24.83673469,272.5510204,-67.73469388,3.857142857,21.02040816,0.04,0.06,0.96,1.1,-8.7,-3.3,0.00049,-0.02484,-0.04632,0.04627,0.10022,-0.11468
0.1,0,13.74,13.46,35.36,-27.56,6.3,58.56,-3.78,14.94,44.5,-11.96,14.88,18.38,17.92,-11.22,174.86,-63.3,32.94,75.96,-0.01,0.06,0.96,-1.4,-7,-3.2,-24.75510204,2.081632653,7.326530612,-9,-0.306122449,40,-9.551020408,4.326530612,50.85714286,-32.79591837,1.183673469,-8.632653061,43.63265306,-25.83673469,272.5510204,-68.73469388,4.857142857,26.02040816,0.03,0.06,0.96,1.1,-8.9,-3.2,0.00049,-0.02484,-0.04632,0.04627,0.10022,-0.11468
0.12,0,11.74,12.46,33.36,-26.56,6.3,46.56,-2.78,13.94,43.5,-15.96,17.88,19.38,17.92,-12.22,176.86,-64.3,31.94,67.96,0,0.05,0.96,-1.4,-7.1,-3.3,-23.75510204,3.081632653,10.32653061,-7,2.693877551,34,-5.551020408,6.326530612,33.85714286,-27.79591837,-0.816326531,0.367346939,42.63265306,-24.83673469,274.5510204,-69.73469388,4.857142857,21.02040816,0.03,0.06,0.96,1.1,-8.6,-3.3,0.00049,-0.02484,-0.04632,0.04627,0.10022,-0.11468
0.14,0,13.74,16.46,37.36,-27.56,5.3,31.56,-3.78,18.94,43.5,-14.96,16.88,20.38,18.92,-14.22,178.86,-66.3,30.94,73.96,0,0.06,0.95,-1.3,-7,-3.2,-24.75510204,3.081632653,8.326530612,-7,0.693877551,41,-5.551020408,4.326530612,31.85714286,-27.79591837,-0.816326531,6.367346939,43.63265306,-23.83673469,275.5510204,-67.73469388,1.857142857,14.02040816,0.03,0.06,0.96,1,-8.7,-3.2,0.00049,-0.02484,-0.04632,0.04627,0.10022,-0.11468
0.16,0,13.74,14.46,37.36,-27.56,5.3,19.56,-4.78,16.94,44.5,-15.96,15.88,2.38,19.92,-14.22,182.86,-67.3,33.94,81.96,0,0.06,0.96,-1.3,-7,-3.1,-25.75510204,2.081632653,7.326530612,-6,3.693877551,36,-2.551020408,4.326530612,42.85714286,-29.79591837,-0.816326531,-8.632653061,42.63265306,-24.83673469,279.5510204,-68.73469388,3.857142857,21.02040816,0.03,0.06,0.97,1.1,-8.5,-3.2,0.00049,-0.02484,-0.04632,0.04627,0.10022,-0.11468
0.18,0,14.74,5.46,36.36,-29.56,3.3,33.56,-4.78,11.94,43.5,-14.96,16.88,24.38,18.92,-12.22,182.86,-66.3,32.94,73.96,-0.01,0.06,0.96,-1.3,-7.3,-3.1,-27.75510204,3.081632653,8.326530612,-8,0.693877551,30,-8.551020408,-0.673469388,38.85714286,-28.79591837,1.183673469,15.36734694,42.63265306,-24.83673469,278.5510204,-68.73469388,4.857142857,19.02040816,0.03,0.06,0.97,1.2,-8.8,-3.1,0.00049,-0.02484,-0.04632,0.04627,0.10022,-0.11468
