Time(s),FX1,L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0,0,-11.02040816,47.46938776,118.2244898,-11.51020408,18.81632653,-53.55102041,32.81632653,65.3877551,98.16326531,-28.93877551,-57.7755102,-273.7959184,5.469387755,-48.48979592,210.755102,-65.16326531,46.46938776,20,-0.01,0.04,0.97,0.7,-5.7,-7.5,20.48,34.48,75.64,-13.4,4.32,-17.54,-105.58,-71.16,145.4,-97.24,58.1,138.26,25.48,5.08,233.38,-7.16,28.98,-49.12,0,0.05,0.98,-0.5,-3,-2.6,-0.01502,0.14954,-0.09772,-0.11707,-0.21841,0.09434
0.02,0,-13.02040816,39.46938776,121.2244898,-17.51020408,18.81632653,-79.55102041,33.81632653,68.3877551,102.1632653,-29.93877551,-56.7755102,-289.7959184,7.469387755,-52.48979592,212.755102,-68.16326531,46.46938776,32,-0.01,0.03,0.97,0.5,-5.6,-7.3,19.48,34.48,76.64,-14.4,6.32,5.46,-102.58,-60.16,144.4,-94.24,58.1,107.26,24.48,5.08,235.38,-6.16,29.98,-48.12,0,0.04,0.97,-0.6,-2.8,-2.8,-0.01502,0.14954,-0.09772,-0.11707,-0.21841,0.09434
0.04,0,-17.02040816,47.46938776,120.2244898,-13.51020408,19.81632653,-64.55102041,34.81632653,62.3877551,101.1632653,-30.93877551,-57.7755102,-291.7959184,9.469387755,-49.48979592,209.755102,-68.16326531,45.46938776,20,-0.01,0.03,0.97,0.4,-5.7,-7.3,21.48,35.48,80.64,-15.4,1.32,-27.54,-105.58,-69.16,143.4,-92.24,61.1,120.26,24.48,5.08,233.38,-6.16,28.98,-43.12,0,0.05,0.98,-0.5,-2.8,-2.8,-0.01502,0.14954,-0.09772,-0.11707,-0.21841,0.09434
0.06,0,-14.02040816,37.46938776,118.2244898,-11.51020408,17.81632653,-85.55102041,38.81632653,70.3877551,106.1632653,-29.93877551,-55.7755102,-286.7959184,5.469387755,-50.48979592,208.755102,-66.16326531,47.46938776,27,-0.01,0.04,0.97,0.6,-5.9,-7.5,17.48,36.48,83.64,-15.4,6.32,-22.54,-103.58,-64.16,141.4,-92.24,58.1,107.26,25.48,4.08,230.38,-7.16,27.98,-55.12,0,0.05,0.98,-0.5,-2.9,-2.8,-0.01502,0.14954,-0.09772,-0.11707,-0.21841,0.09434
0.08,0,-11.02040816,38.46938776,119.2244898,-14.51020408,21.81632653,-59.55102041,31.81632653,71.3877551,117.1632653,-25.93877551,-51.7755102,-296.7959184,7.469387755,-49.48979592,208.755102,-66.16326531,44.46938776,20,-0.01,0.04,0.97,0.7,-5.9,-7.5,19.48,31.48,77.64,-12.4,5.32,-18.54,-102.58,-75.16,143.4,-93.24,61.1,135.26,24.48,5.08,231.38,-6.16,28.98,-49.12,0,0.05,0.98,-0.5,-3.1,-2.6,-0.01502,0.14954,-0.09772,-0.11707,-0.21841,0.09434
0.1,0,-14.02040816,43.46938776,120.2244898,-17.51020408,21.81632653,-50.55102041,38.81632653,64.3877551,107.1632653,-30.93877551,-55.7755102,-311.7959184,7.469387755,-54.48979592,212.755102,-69.16326531,45.46938776,28,-0.01,0.04,0.97,0.7,-5.9,-7.3,19.48,32.48,77.64,-13.4,5.32,-3.54,-101.58,-69.16,142.4,-94.24,60.1,119.26,24.48,5.08,230.38,-5.16,28.98,-51.12,0,0.04,0.98,-0.3,-2.8,-2.7,-0.01502,0.14954,-0.09772,-0.11707,-0.21841,0.09434
0.12,0,-13.02040816,41.46938776,120.2244898,-14.51020408,18.81632653,-79.55102041,34.81632653,68.3877551,109.1632653,-29.93877551,-53.7755102,-298.7959184,8.469387755,-51.48979592,207.755102,-68.16326531,45.46938776,30,-0.01,0.04,0.97,0.4,-5.6,-7.6,15.48,33.48,76.64,-13.4,6.32,-16.54,-106.58,-73.16,144.4,-96.24,61.1,120.26,24.48,2.08,230.38,-9.16,28.98,-48.12,0,0.05,0.97,-0.5,-3.2,-2.8,-0.01502,0.14954,-0.09772,-0.11707,-0.21841,0.09434
0.14,0,-13.02040816,41.46938776,116.2244898,-10.51020408,17.81632653,-61.55102041,30.81632653,65.3877551,107.1632653,-29.93877551,-52.7755102,-280.7959184,7.469387755,-49.48979592,210.755102,-66.16326531,45.46938776,23,-0.01,0.04,0.97,0.4,-5.6,-7.3,14.48,35.48,81.64,-13.4,7.32,-9.54,-108.58,-69.16,145.4,-96.24,60.1,131.26,25.48,3.08,231.38,-7.16,28.98,-49.12,0,0.04,0.98,-0.5,-2.8,-2.7,-0.01502,0.14954,-0.09772,-0.11707,-0.21841,0.09434
0.16,0,-14.02040816,45.46938776,117.2244898,-12.51020408,16.81632653,-64.55102041,28.81632653,75.3877551,110.1632653,-27.93877551,-48.7755102,-312.7959184,7.469387755,-49.48979592,207.755102,-66.16326531,46.46938776,23,-0.01,0.04,0.97,0.4,-5.9,-7.4,20.48,37.48,75.64,-13.4,5.32,-12.54,-103.58,-70.16,139.4,-92.24,59.1,141.26,24.48,5.08,230.38,-6.16,28.98,-46.12,0,0.04,0.98,-0.5,-3,-2.8,-0.01502,0.14954,-0.09772,-0.11707,-0.21841,0.09434
0.18,0,-11.02040816,41.46938776,115.2244898,-9.510204082,15.81632653,-86.55102041,36.81632653,64.3877551,102.1632653,-31.93877551,-57.7755102,-294.7959184,8.469387755,-49.48979592,209.755102,-66.16326531,44.46938776,19,0,0.03,0.97,0.5,-6,-7.3,19.48,29.48,75.64,-14.4,3.32,-16.54,-104.58,-71.16,145.4,-96.24,62.1,138.26,23.48,4.08,232.38,-7.16,31.98,-44.12,0,0.05,0.98,-0.7,-2.9,-2.7,-0.01502,0.14954,-0.09772,-0.11707,-0.21841,0.09434
