Time(s),L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0.02,13.58823529,16.03921569,25.54901961,12.92156863,-12.45098039,23.84313725,-3.254901961,-8.352941176,58.37254902,-39.21568627,-7.960784314,10.05882353,-22.09803922,-51.23529412,433.627451,-145.2352941,35.58823529,18.23529412,0.01,0.02,0.99,2.5,-4.5,-4.7,41.54,47.14,60.86,31.18,-34.1,14.46,0.28,40.5,102.04,-31.86,-1.98,45.54,-3.82,-3.6,400.46,-101.58,-28.08,62.22,0,0.06,0.97,-0.2,-4.5,-3.8,0.07373,-0.01507,-0.01653,0.00952,-0.00164,0.07628
0.04,14.58823529,20.03921569,24.54901961,12.92156863,-14.45098039,14.84313725,-3.254901961,-10.35294118,50.37254902,-38.21568627,-8.960784314,47.05882353,-22.09803922,-51.23529412,434.627451,-145.2352941,35.58823529,20.23529412,0,0.02,0.99,2.2,-4.4,-4.9,38.54,40.14,66.86,30.18,-31.1,16.46,4.28,34.5,99.04,-31.86,-1.98,25.54,-5.82,-4.6,406.46,-101.58,-27.08,61.22,0,0.06,0.97,0,-4.5,-3.9,0.07373,-0.01507,-0.01653,0.00952,-0.00164,0.07628
0.06,15.58823529,17.03921569,24.54901961,11.92156863,-11.45098039,45.84313725,-5.254901961,-6.352941176,52.37254902,-39.21568627,-8.960784314,19.05882353,-22.09803922,-51.23529412,439.627451,-145.2352941,35.58823529,23.23529412,0,0.02,0.99,2.1,-4.4,-4.7,38.54,44.14,64.86,31.18,-33.1,17.46,5.28,30.5,97.04,-32.86,-0.98,38.54,-2.82,-6.6,409.46,-103.58,-30.08,65.22,0,0.06,0.97,0,-4.4,-3.8,0.07373,-0.01507,-0.01653,0.00952,-0.00164,0.07628
0.08,9.588235294,17.03921569,25.54901961,13.92156863,-12.45098039,20.84313725,-3.254901961,-10.35294118,55.37254902,-38.21568627,-8.960784314,4.058823529,-21.09803922,-51.23529412,443.627451,-145.2352941,35.58823529,19.23529412,0.12,0.02,0.98,2.1,-4.3,-4.8,38.54,39.14,60.86,29.18,-34.1,16.46,3.28,41.5,95.04,-29.86,-0.98,44.54,-3.82,-5.6,412.46,-102.58,-28.08,68.22,0,0.06,0.97,-0.1,-4.5,-4,0.07373,-0.01507,-0.01653,0.00952,-0.00164,0.07628
0.1,15.58823529,20.03921569,25.54901961,15.92156863,-13.45098039,16.84313725,-0.254901961,-7.352941176,52.37254902,-37.21568627,-9.960784314,38.05882353,-21.09803922,-52.23529412,446.627451,-146.2352941,35.58823529,22.23529412,-0.01,0.02,0.98,2.3,-4.5,-4.9,38.54,41.14,58.86,30.18,-33.1,29.46,4.28,40.5,94.04,-28.86,-1.98,36.54,-2.82,-6.6,415.46,-103.58,-30.08,58.22,0,0.06,0.97,17.7,-4.5,-4,0.07373,-0.01507,-0.01653,0.00952,-0.00164,0.07628
0.12,14.58823529,19.03921569,25.54901961,13.92156863,-11.45098039,45.84313725,-2.254901961,-11.35294118,52.37254902,-37.21568627,-8.960784314,26.05882353,-23.09803922,-52.23529412,448.627451,-147.2352941,36.58823529,24.23529412,-0.01,0.02,0.98,2.5,-4.5,-4.7,36.54,35.14,61.86,30.18,-33.1,28.46,7.28,34.5,94.04,-28.86,-1.98,32.54,-2.82,-8.6,420.46,-105.58,-29.08,67.22,0,0.06,0.98,0.2,-4.5,-3.9,0.07373,-0.01507,-0.01653,0.00952,-0.00164,0.07628
0.14,10.58823529,16.03921569,26.54901961,14.92156863,-12.45098039,49.84313725,-3.254901961,-8.352941176,47.37254902,-37.21568627,-8.960784314,5.058823529,-22.09803922,-53.23529412,450.627451,-148.2352941,35.58823529,19.23529412,0,0.02,0.98,2.6,-4.4,-4.7,42.54,39.14,56.86,30.18,-33.1,9.46,4.28,34.5,94.04,-29.86,0.02,24.54,-1.82,-7.6,420.46,-105.58,-30.08,60.22,0,0.06,0.98,0.2,-4.5,-3.9,0.07373,-0.01507,-0.01653,0.00952,-0.00164,0.07628
0.16,14.58823529,19.03921569,23.54901961,13.92156863,-14.45098039,28.84313725,-3.254901961,-1.352941176,55.37254902,-36.21568627,-8.960784314,13.05882353,-23.09803922,-53.23529412,449.627451,-148.2352941,37.58823529,18.23529412,0,0.02,0.98,2.7,-4.7,-4.7,35.54,41.14,60.86,29.18,-31.1,31.46,2.28,35.5,89.04,-27.86,-0.98,30.54,-2.82,-7.6,422.46,-104.58,-30.08,59.22,-0.01,0.06,0.97,0,-4.4,-4,0.07373,-0.01507,-0.01653,0.00952,-0.00164,0.07628
0.18,12.58823529,20.03921569,24.54901961,15.92156863,-13.45098039,18.84313725,-6.254901961,-7.352941176,55.37254902,-35.21568627,-8.960784314,23.05882353,-22.09803922,-52.23529412,448.627451,-147.2352941,35.58823529,20.23529412,0,0.02,0.99,2.6,-4.5,-4.8,36.54,47.14,60.86,31.18,-32.1,13.46,6.28,35.5,91.04,-26.86,0.02,32.54,-1.82,-8.6,428.46,-106.58,-31.08,63.22,0,0.06,0.97,-0.1,-4.4,-3.9,0.07373,-0.01507,-0.01653,0.00952,-0.00164,0.07628
0.2,11.58823529,18.03921569,29.54901961,13.92156863,-11.45098039,22.84313725,-4.254901961,-8.352941176,53.37254902,-37.21568627,-6.960784314,14.05882353,-23.09803922,-52.23529412,448.627451,-146.2352941,36.58823529,18.23529412,0,0.02,0.99,2.8,-4.6,-4.8,41.54,40.14,58.86,30.18,-35.1,11.46,5.28,40.5,91.04,-25.86,0.02,25.54,-1.82,-8.6,429.46,-106.58,-31.08,61.22,0,0.06,0.97,0.1,-4.6,-3.9,0.07373,-0.01507,-0.01653,0.00952,-0.00164,0.07628
