Time(s),L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0.02,8.588235294,12.03921569,16.54901961,3.921568627,-8.450980392,39.84313725,10.74509804,-13.35294118,52.37254902,-44.21568627,-7.960784314,1.058823529,-8.098039216,-46.23529412,389.627451,-137.2352941,20.58823529,29.23529412,0.01,0.02,0.99,2.8,-4.6,-5,30.54,26.14,40.86,15.18,-21.1,15.46,-15.72,-6.5,103.04,-61.86,-5.98,46.54,58.18,6.4,351.46,-110.58,-44.08,85.22,0,0.06,0.98,0.7,-4.9,-3.8,0,0,0,-0.04724,-0.01068,0.06411
0.04,9.588235294,13.03921569,13.54901961,2.921568627,-5.450980392,48.84313725,11.74509804,-8.352941176,47.37254902,-42.21568627,-5.960784314,14.05882353,-7.098039216,-47.23529412,383.627451,-137.2352941,18.58823529,30.23529412,0,0.03,0.98,2.9,-4.4,-5,24.54,34.14,46.86,18.18,-18.1,26.46,-19.72,-4.5,108.04,-62.86,-5.98,3.54,59.18,6.4,344.46,-110.58,-43.08,82.22,0,0.06,0.97,0.8,-4.5,-3.8,0,0,0,-0.04724,-0.01068,0.06411
0.06,10.58823529,11.03921569,21.54901961,4.921568627,-9.450980392,8.843137255,13.74509804,-8.352941176,56.37254902,-44.21568627,-6.960784314,-4.941176471,-9.098039216,-46.23529412,379.627451,-137.2352941,19.58823529,30.23529412,0,0.02,0.99,2.8,-4.7,-4.9,26.54,32.14,39.86,16.18,-19.1,32.46,-19.72,-3.5,111.04,-65.86,-6.98,15.54,59.18,7.4,335.46,-108.58,-45.08,82.22,0,0.06,0.98,0.9,-4.9,-3.7,0,0,0,-0.04724,-0.01068,0.06411
0.08,8.588235294,6.039215686,17.54901961,2.921568627,-8.450980392,11.84313725,10.74509804,-11.35294118,53.37254902,-45.21568627,-5.960784314,30.05882353,-8.098039216,-44.23529412,374.627451,-135.2352941,18.58823529,29.23529412,0.01,0.02,0.99,3,-4.6,-4.8,27.54,29.14,47.86,17.18,-18.1,26.46,-22.72,-5.5,111.04,-66.86,-5.98,40.54,57.18,5.4,330.46,-109.58,-43.08,73.22,0,0.06,0.97,0.6,-4.7,-3.5,0,0,0,-0.04724,-0.01068,0.06411
0.1,11.58823529,11.03921569,21.54901961,3.921568627,-8.450980392,29.84313725,8.745098039,-10.35294118,53.37254902,-44.21568627,-7.960784314,11.05882353,-8.098039216,-43.23529412,367.627451,-133.2352941,19.58823529,33.23529412,0.01,0.02,0.99,2.8,-4.6,-4.7,28.54,36.14,45.86,15.18,-22.1,40.46,-18.72,4.5,118.04,-67.86,-8.98,47.54,60.18,7.4,323.46,-108.58,-44.08,69.22,0,0.06,0.97,0.9,-4.6,-3.7,0,0,0,-0.04724,-0.01068,0.06411
0.12,13.58823529,7.039215686,16.54901961,0.921568627,-8.450980392,32.84313725,12.74509804,-11.35294118,54.37254902,-46.21568627,-6.960784314,0.058823529,-10.09803922,-44.23529412,366.627451,-134.2352941,19.58823529,26.23529412,0,0.02,0.99,2.9,-4.3,-4.9,30.54,34.14,47.86,14.18,-21.1,11.46,-22.72,0.5,123.04,-71.86,-7.98,38.54,57.18,6.4,315.46,-107.58,-40.08,76.22,0,0.06,0.97,1.1,-4.7,-3.8,0,0,0,-0.04724,-0.01068,0.06411
0.14,9.588235294,14.03921569,24.54901961,3.921568627,-8.450980392,14.84313725,8.745098039,-7.352941176,55.37254902,-48.21568627,-4.960784314,18.05882353,-8.098039216,-43.23529412,359.627451,-133.2352941,18.58823529,29.23529412,0,0.03,0.98,3,-4.5,-4.7,32.54,31.14,50.86,10.18,-21.1,-7.54,-27.72,5.5,130.04,-72.86,-8.98,52.54,58.18,9.4,302.46,-104.58,-42.08,68.22,0,0.06,0.97,1.1,-4.7,-3.7,0,0,0,-0.04724,-0.01068,0.06411
0.16,11.58823529,8.039215686,16.54901961,-0.078431373,-6.450980392,41.84313725,9.745098039,-5.352941176,58.37254902,-46.21568627,-5.960784314,-12.94117647,-8.098039216,-41.23529412,349.627451,-131.2352941,18.58823529,30.23529412,0.01,0.02,0.99,3.2,-4.7,-4.8,24.54,32.14,52.86,8.18,-19.1,15.46,-25.72,3.5,135.04,-78.86,-10.98,35.54,56.18,8.4,291.46,-100.58,-40.08,68.22,0,0.06,0.97,1.2,-4.5,-3.7,0,0,0,-0.04724,-0.01068,0.06411
0.18,9.588235294,10.03921569,21.54901961,1.921568627,-9.450980392,15.84313725,3.745098039,-6.352941176,62.37254902,-46.21568627,-4.960784314,30.05882353,-8.098039216,-39.23529412,342.627451,-129.2352941,18.58823529,28.23529412,0.01,0.02,0.99,3.3,-4.7,-4.8,26.54,27.14,53.86,2.18,-15.1,-5.54,-27.72,1.5,141.04,-82.86,-9.98,22.54,56.18,10.4,278.46,-96.58,-39.08,69.22,0,0.06,0.97,1.4,-4.5,-3.8,0,0,0,-0.04724,-0.01068,0.06411
0.2,12.58823529,11.03921569,20.54901961,-1.078431373,-8.450980392,24.84313725,4.745098039,-1.352941176,63.37254902,-48.21568627,-5.960784314,19.05882353,-5.098039216,-39.23529412,332.627451,-127.2352941,14.58823529,27.23529412,0,0.02,0.99,3.5,-4.7,-4.9,23.54,31.14,54.86,5.18,-20.1,12.46,-32.72,12.5,152.04,-83.86,-12.98,30.54,55.18,9.4,265.46,-94.58,-37.08,67.22,0,0.06,0.98,1.4,-4.7,-3.7,0,0,0,-0.04724,-0.01068,0.06411
0.22,11.58823529,13.03921569,22.54901961,-0.078431373,-7.450980392,44.84313725,5.745098039,-5.352941176,61.37254902,-51.21568627,-6.960784314,6.058823529,-5.098039216,-38.23529412,322.627451,-125.2352941,14.58823529,26.23529412,0,0.02,0.99,3.2,-4.7,-4.9,25.54,30.14,51.86,1.18,-17.1,16.46,-28.72,13.5,155.04,-86.86,-13.98,22.54,54.18,10.4,254.46,-91.58,-36.08,60.22,0,0.06,0.98,1.1,-4.5,-3.5,0,0,0,-0.04724,-0.01068,0.06411
0.24,10.58823529,8.039215686,20.54901961,-1.078431373,-9.450980392,26.84313725,14.74509804,-2.352941176,63.37254902,-53.21568627,-6.960784314,-22.94117647,-8.098039216,-37.23529412,314.627451,-125.2352941,16.58823529,21.23529412,0.01,0.02,0.99,3.2,-4.7,-4.9,16.54,30.14,59.86,0.18,-15.1,23.46,-32.72,18.5,162.04,-88.86,-13.98,27.54,55.18,11.4,246.46,-87.58,-35.08,62.22,0,0.06,0.97,1.1,-4.6,-3.8,0,0,0,-0.04724,-0.01068,0.06411
0.26,10.58823529,13.03921569,22.54901961,-3.078431373,-11.45098039,20.84313725,9.745098039,-1.352941176,66.37254902,-50.21568627,-6.960784314,3.058823529,-7.098039216,-35.23529412,307.627451,-122.2352941,15.58823529,32.23529412,0,0.02,0.98,3.2,-4.5,-4.7,22.54,36.14,58.86,-0.82,-17.1,18.46,-34.72,17.5,164.04,-90.86,-13.98,43.54,55.18,11.4,238.46,-87.58,-35.08,60.22,0,0.06,0.97,0.9,-4.7,-3.8,0,0,0,-0.04724,-0.01068,0.06411
0.28,10.58823529,8.039215686,26.54901961,-3.078431373,-11.45098039,17.84313725,5.745098039,1.647058824,71.37254902,-50.21568627,-6.960784314,10.05882353,-7.098039216,-34.23529412,301.627451,-120.2352941,13.58823529,20.23529412,0,0.02,0.99,3.1,-4.7,-4.8,20.54,35.14,64.86,-2.82,-17.1,28.46,-35.72,24.5,169.04,-90.86,-15.98,33.54,55.18,10.4,231.46,-86.58,-35.08,60.22,0,0.06,0.97,1,-4.4,-3.5,0,0,0,-0.04724,-0.01068,0.06411
0.3,15.58823529,13.03921569,24.54901961,-3.078431373,-8.450980392,27.84313725,10.74509804,-4.352941176,66.37254902,-54.21568627,-5.960784314,5.058823529,-9.098039216,-32.23529412,293.627451,-117.2352941,14.58823529,21.23529412,0,0.03,0.98,3.3,-4.7,-4.9,13.54,32.14,64.86,-4.82,-14.1,35.46,-36.72,17.5,172.04,-95.86,-13.98,49.54,52.18,12.4,227.46,-84.58,-33.08,60.22,0,0.06,0.97,0.9,-4.7,-3.5,0,0,0,-0.04724,-0.01068,0.06411
0.32,16.58823529,5.039215686,21.54901961,-7.078431373,-12.45098039,22.84313725,5.745098039,5.647058824,68.37254902,-54.21568627,-5.960784314,3.058823529,-10.09803922,-33.23529412,287.627451,-118.2352941,15.58823529,19.23529412,0,0.03,0.98,3.1,-4.7,-4.7,21.54,34.14,59.86,-3.82,-18.1,36.46,-36.72,23.5,176.04,-93.86,-15.98,48.54,54.18,12.4,222.46,-83.58,-34.08,55.22,0,0.07,0.97,0.8,-4.6,-3.8,0,0,0,-0.04724,-0.01068,0.06411
0.34,14.58823529,11.03921569,26.54901961,-6.078431373,-10.45098039,35.84313725,3.745098039,3.647058824,69.37254902,-55.21568627,-6.960784314,26.05882353,-7.098039216,-31.23529412,282.627451,-117.2352941,13.58823529,23.23529412,0,0.03,0.98,3,-4.8,-4.9,18.54,34.14,71.86,-2.82,-18.1,12.46,-42.72,30.5,184.04,-96.86,-17.98,53.54,53.18,10.4,219.46,-84.58,-34.08,62.22,0,0.06,0.97,0.8,-4.5,-3.5,0,0,0,-0.04724,-0.01068,0.06411
0.36,16.58823529,11.03921569,27.54901961,-7.078431373,-11.45098039,3.843137255,7.745098039,5.647058824,77.37254902,-54.21568627,-6.960784314,23.05882353,-8.098039216,-32.23529412,279.627451,-116.2352941,13.58823529,20.23529412,0.01,0.02,0.98,2.8,-4.6,-4.8,17.54,36.14,67.86,-5.82,-19.1,29.46,-38.72,27.5,183.04,-96.86,-15.98,43.54,53.18,9.4,216.46,-84.58,-33.08,61.22,0,0.07,0.98,0.7,-4.3,-3.7,0,0,0,-0.04724,-0.01068,0.06411
0.38,19.58823529,9.039215686,24.54901961,-8.078431373,-12.45098039,-6.156862745,9.745098039,5.647058824,77.37254902,-56.21568627,-4.960784314,1.058823529,-7.098039216,-30.23529412,275.627451,-114.2352941,14.58823529,25.23529412,0.01,0.03,0.99,2.8,-4.7,-4.8,23.54,43.14,70.86,-5.82,-15.1,24.46,-40.72,25.5,188.04,-100.86,-18.98,41.54,53.18,12.4,213.46,-81.58,-33.08,60.22,0,0.06,0.98,0.7,-4.4,-3.6,0,0,0,-0.04724,-0.01068,0.06411
0.4,15.58823529,16.03921569,29.54901961,-6.078431373,-9.450980392,19.84313725,8.745098039,-0.352941176,66.37254902,-56.21568627,-5.960784314,-11.94117647,-11.09803922,-31.23529412,270.627451,-113.2352941,14.58823529,17.23529412,0,0.03,0.98,2.8,-4.7,-4.8,14.54,40.14,73.86,-5.82,-15.1,28.46,-42.72,27.5,188.04,-98.86,-18.98,41.54,53.18,12.4,208.46,-81.58,-33.08,51.22,0,0.07,0.97,0.7,-4.5,-3.6,0,0,0,-0.04724,-0.01068,0.06411
0.42,16.58823529,8.039215686,27.54901961,-6.078431373,-10.45098039,21.84313725,10.74509804,4.647058824,76.37254902,-56.21568627,-6.960784314,-13.94117647,-7.098039216,-29.23529412,269.627451,-112.2352941,13.58823529,21.23529412,0.01,0.02,0.99,2.7,-4.7,-4.7,18.54,35.14,70.86,-7.82,-18.1,13.46,-43.72,25.5,189.04,-101.86,-19.98,34.54,49.18,12.4,208.46,-79.58,-30.08,57.22,0,0.06,0.97,0.7,-4.4,-3.5,0,0,0,-0.04724,-0.01068,0.06411
