Time(s),L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0,8.176470588,28.49019608,52.50980392,-8.058823529,-0.176470588,19.07843137,74.47058824,75.56862745,120.4901961,-27.49019608,-22.7254902,61.07843137,32.43137255,-105.5686275,296.6862745,-86.35294118,6.31372549,5.058823529,-0.01,0.08,0.97,-1.96,-5.39,-5.88,-17.48,-4.36,45.48,-26.06,17.34,5.88,37.28,-46.68,26.2,-36.3,24.86,86.94,52.24,-101.48,275.86,-41.02,21.26,25.14,0.03,0.06,0.98,-4.55,-7.14,-2.38,-0.02587,0.01661,-0.05414,0,0,0
0.02,3.176470588,28.49019608,57.50980392,-6.058823529,-0.176470588,6.078431373,77.47058824,76.56862745,124.4901961,-27.49019608,-25.7254902,38.07843137,32.43137255,-102.5686275,292.6862745,-84.35294118,5.31372549,-1.941176471,-0.01,0.08,0.97,-2.38,-5.88,-5.88,-12.48,-10.36,45.48,-27.06,17.34,5.88,37.28,-50.68,28.2,-39.3,25.86,87.94,51.24,-100.48,271.86,-41.02,21.26,24.14,0.03,0.06,0.98,-4.76,-7.49,-2.24,-0.02587,0.01661,-0.05414,0,0,0
0.04,8.176470588,28.49019608,58.50980392,-8.058823529,-0.176470588,9.078431373,85.47058824,82.56862745,127.4901961,-25.49019608,-27.7254902,45.07843137,33.43137255,-102.5686275,291.6862745,-85.35294118,3.31372549,3.058823529,-0.01,0.08,0.97,-2.03,-5.67,-5.88,-15.48,-7.36,48.48,-28.06,17.34,10.88,36.28,-48.68,25.2,-38.3,24.86,86.94,50.24,-100.48,262.86,-42.02,19.26,18.14,0.03,0.06,0.98,-4.69,-7.28,-2.38,-0.02587,0.01661,-0.05414,0,0,0
0.06,12.17647059,27.49019608,55.50980392,-10.05882353,-2.176470588,7.078431373,81.47058824,75.56862745,125.4901961,-29.49019608,-28.7254902,34.07843137,34.43137255,-101.5686275,288.6862745,-84.35294118,4.31372549,2.058823529,0,0.08,0.97,-2.03,-5.88,-5.74,-17.48,-9.36,46.48,-28.06,17.34,5.88,31.28,-51.68,26.2,-37.3,24.86,95.94,50.24,-96.48,252.86,-39.02,17.26,19.14,0.03,0.06,0.98,-4.69,-7.35,-2.17,-0.02587,0.01661,-0.05414,0,0,0
0.08,10.17647059,30.49019608,65.50980392,-9.058823529,-1.176470588,29.07843137,88.47058824,84.56862745,129.4901961,-24.49019608,-26.7254902,67.07843137,33.43137255,-100.5686275,284.6862745,-85.35294118,4.31372549,-1.941176471,0,0.08,0.97,-1.96,-5.81,-6.02,-12.48,-7.36,43.48,-27.06,16.34,-8.12,32.28,-47.68,26.2,-39.3,25.86,86.94,48.24,-94.48,247.86,-42.02,20.26,21.14,0.03,0.06,0.98,-4.83,-7.42,-2.17,-0.02587,0.01661,-0.05414,0,0,0
0.1,6.176470588,32.49019608,67.50980392,-7.058823529,0.823529412,0.078431373,84.47058824,78.56862745,130.4901961,-27.49019608,-27.7254902,32.07843137,33.43137255,-99.56862745,280.6862745,-84.35294118,4.31372549,5.058823529,-0.01,0.08,0.97,-2.31,-5.95,-5.74,-16.48,-7.36,44.48,-26.06,15.34,5.88,37.28,-47.68,27.2,-41.3,25.86,88.94,49.24,-90.48,241.86,-39.02,17.26,12.14,0.03,0.06,0.98,-4.83,-7.56,-2.17,-0.02587,0.01661,-0.05414,0,0,0
0.12,9.176470588,24.49019608,60.50980392,-10.05882353,-0.176470588,29.07843137,87.47058824,81.56862745,131.4901961,-25.49019608,-27.7254902,62.07843137,33.43137255,-97.56862745,277.6862745,-82.35294118,5.31372549,-1.941176471,0,0.08,0.97,-2.03,-5.81,-5.81,-21.48,-7.36,48.48,-29.06,17.34,19.88,34.28,-47.68,26.2,-42.3,22.86,90.94,47.24,-91.48,238.86,-42.02,18.26,20.14,0.03,0.06,0.99,-4.83,-7.49,-2.1,-0.02587,0.01661,-0.05414,0,0,0
0.14,14.17647059,33.49019608,66.50980392,-12.05882353,-1.176470588,-3.921568627,83.47058824,79.56862745,129.4901961,-30.49019608,-28.7254902,38.07843137,32.43137255,-95.56862745,270.6862745,-83.35294118,5.31372549,-0.941176471,-0.01,0.09,0.97,-1.89,-6.02,-5.74,-19.48,-8.36,52.48,-32.06,19.34,-4.12,32.28,-46.68,28.2,-41.3,24.86,81.94,47.24,-89.48,235.86,-41.02,17.26,13.14,0.03,0.06,0.98,-4.69,-7.63,-2.24,-0.02587,0.01661,-0.05414,0,0,0
0.16,12.17647059,29.49019608,66.50980392,-11.05882353,-1.176470588,23.07843137,90.47058824,84.56862745,133.4901961,-28.49019608,-26.7254902,50.07843137,33.43137255,-94.56862745,264.6862745,-82.35294118,3.31372549,-0.941176471,0,0.08,0.97,-1.89,-6.09,-5.81,-18.48,-7.36,52.48,-31.06,19.34,7.88,35.28,-43.68,29.2,-42.3,25.86,86.94,48.24,-86.48,232.86,-40.02,15.26,13.14,0.03,0.05,0.98,-4.76,-7.77,-2.31,-0.02587,0.01661,-0.05414,0,0,0
0.18,10.17647059,27.49019608,67.50980392,-13.05882353,0.823529412,15.07843137,86.47058824,84.56862745,135.4901961,-28.49019608,-28.7254902,43.07843137,31.43137255,-92.56862745,255.6862745,-81.35294118,3.31372549,-2.941176471,-0.01,0.08,0.97,-2.03,-5.95,-5.95,-22.48,-7.36,48.48,-28.06,17.34,8.88,36.28,-47.68,32.2,-43.3,21.86,91.94,45.24,-85.48,227.86,-39.02,16.26,8.14,0.03,0.06,0.98,-4.41,-7.77,-2.24,-0.02587,0.01661,-0.05414,0,0,0
