Time(s),L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0,-8.22,12.76,53.72,-9.38,6.62,26.06,14.72,28.14,128.74,-38.8,-11.96,57.92,78.3,-79.12,759.74,-120.38,15.92,85.76,-0.03,0.07,0.98,-2.38,-5.6,-6.3,-9.9,12.8,14.62,2.16,4.6,0.84,59.22,-35.56,-16.12,-13.08,10.16,54.7,-22.64,-1.78,-8.64,3.06,1.12,-41.36,0.06,0.06,1.03,19.04,12.11,-4.9,0.07507,0.0687,0.22097,-0.16784,-0.0213,-0.04272
0.02,-5.22,17.76,58.72,-11.38,8.62,24.06,12.72,33.14,129.74,-35.8,-12.96,57.92,80.3,-75.12,754.74,-118.38,13.92,75.76,-0.02,0.07,0.97,-2.31,-5.67,-6.09,-7.9,16.8,13.62,3.16,4.6,35.84,56.22,-40.56,-13.12,-14.08,12.16,67.7,-28.64,-7.78,-5.64,0.06,3.12,-52.36,-0.01,0.11,1.02,5.04,-0.98,-2.73,0.07507,0.0687,0.22097,-0.16784,-0.0213,-0.04272
0.04,-1.22,12.76,47.72,-14.38,3.62,12.06,13.72,31.14,132.74,-35.8,-11.96,48.92,79.3,-77.12,751.74,-119.38,13.92,85.76,-0.03,0.07,0.97,-2.17,-5.88,-6.16,-5.9,17.8,12.62,2.16,4.6,39.84,58.22,-37.56,-13.12,-13.08,10.16,41.7,-29.64,-5.78,-4.64,1.06,3.12,-49.36,0.01,0.06,0.98,-3.57,-6.09,-3.15,0.07507,0.0687,0.22097,-0.16784,-0.0213,-0.04272
0.08,-1.22,17.76,57.72,-13.38,6.62,12.06,10.72,37.14,133.74,-33.8,-10.96,61.92,79.3,-78.12,731.74,-121.38,12.92,79.76,-0.02,0.07,0.97,-2.03,-5.81,-5.95,-6.9,15.8,14.62,1.16,4.6,18.84,69.22,-41.56,-17.12,-11.08,13.16,73.7,-26.64,-5.78,-4.64,0.06,4.12,-52.36,0.02,0.07,0.98,-4.55,-7.14,-2.45,0.07507,0.0687,0.22097,-0.16784,-0.0213,-0.04272
0.1,-5.22,14.76,54.72,-15.38,7.62,35.06,3.72,33.14,132.74,-34.8,-11.96,50.92,78.3,-78.12,720.74,-121.38,11.92,79.76,-0.03,0.08,0.97,-2.03,-5.81,-6.02,-4.9,12.8,15.62,-2.84,4.6,-18.16,70.22,-36.56,-20.12,-12.08,11.16,55.7,-25.64,-8.78,-2.64,-0.94,5.12,-49.36,0.03,0.06,0.98,-4.06,-6.72,-2.52,0.07507,0.0687,0.22097,-0.16784,-0.0213,-0.04272
0.12,-8.22,8.76,63.72,-15.38,8.62,15.06,8.72,40.14,135.74,-32.8,-10.96,44.92,78.3,-78.12,708.74,-120.38,11.92,75.76,-0.03,0.07,0.97,-1.96,-5.32,-6.3,-3.9,7.8,17.62,-5.84,4.6,-4.16,77.22,-31.56,-18.12,-10.08,12.16,73.7,-25.64,-10.78,-5.64,0.06,4.12,-53.36,0.02,0.07,0.98,-4.27,-5.95,-2.66,0.07507,0.0687,0.22097,-0.16784,-0.0213,-0.04272
0.14,-4.22,7.76,54.72,-19.38,9.62,59.06,11.72,43.14,139.74,-33.8,-11.96,55.92,79.3,-76.12,697.74,-122.38,9.92,70.76,-0.03,0.07,0.98,-2.03,-5.39,-6.16,-6.9,7.8,21.62,-6.84,6.6,29.84,83.22,-30.56,-25.12,-13.08,6.16,60.7,-21.64,-9.78,-4.64,0.06,3.12,-50.36,0.02,0.07,0.98,-3.71,-5.6,-2.8,0.07507,0.0687,0.22097,-0.16784,-0.0213,-0.04272
0.16,-1.22,7.76,56.72,-22.38,6.62,21.06,2.72,41.14,136.74,-38.8,-11.96,43.92,77.3,-74.12,686.74,-118.38,11.92,72.76,-0.02,0.08,0.97,-1.96,-5.6,-6.09,-3.9,5.8,20.62,-9.84,6.6,0.84,83.22,-28.56,-27.12,-11.08,9.16,64.7,-21.64,-10.78,-2.64,-1.94,4.12,-54.36,0.03,0.07,0.98,-3.78,-5.25,-3.01,0.07507,0.0687,0.22097,-0.16784,-0.0213,-0.04272
0.18,-3.22,11.76,62.72,-21.38,8.62,28.06,6.72,37.14,139.74,-38.8,-12.96,34.92,78.3,-74.12,677.74,-120.38,10.92,66.76,-0.02,0.07,0.97,-2.17,-5.74,-5.95,-8.9,4.8,25.62,-11.84,6.6,23.84,81.22,-24.56,-21.12,-10.08,10.16,63.7,-21.64,-11.78,-3.64,-0.94,3.12,-54.36,0.02,0.07,0.98,-3.85,-5.18,-2.87,0.07507,0.0687,0.22097,-0.16784,-0.0213,-0.04272
0.2,-6.22,10.76,71.72,-20.38,10.62,23.06,-1.28,38.14,140.74,-36.8,-10.96,46.92,77.3,-75.12,670.74,-121.38,10.92,67.76,-0.03,0.08,0.97,-2.17,-5.81,-6.16,-2.9,0.8,22.62,-11.84,5.6,-9.16,89.22,-27.56,-25.12,-10.08,8.16,64.7,-20.64,-11.78,-3.64,-1.94,4.12,-52.36,0.01,0.07,0.97,-4.34,-5.81,-2.8,0.07507,0.0687,0.22097,-0.16784,-0.0213,-0.04272
