Time(s),L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0,153.84,66.98,223.16,-117.22,2.54,-73.1,29.82,36.72,74.84,-17.66,-14.72,73.06,16.96,15.12,58.2,-23.22,0.64,10.22,0,0.05,0.98,2.8,-4.7,-4.5,-44.06122449,112.4081633,223.0816327,-53.26530612,-29.91836735,-57.57142857,-47.83673469,96.06122449,161.3877551,-18.26530612,-6.326530612,56.85714286,-7.102040816,20.14285714,86.51020408,-32.04081633,-4.918367347,18.81632653,-0.01,0.07,0.97,0.1,-4,-3.8,0,0,0,-0.71789,-0.13458,-0.7859
0.02,163.84,65.98,221.16,-119.22,2.54,-65.1,28.82,39.72,77.84,-16.66,-13.72,84.06,16.96,14.12,57.2,-23.22,0.64,11.22,0.01,0.05,0.98,2.9,-4.7,-4.5,-45.06122449,110.4081633,226.0816327,-55.26530612,-29.91836735,-49.57142857,-42.83673469,98.06122449,161.3877551,-17.26530612,-6.326530612,55.85714286,-9.102040816,21.14285714,86.51020408,-31.04081633,-2.918367347,22.81632653,-0.02,0.07,0.97,0.2,-4,-3.5,0,0,0,-0.71789,-0.13458,-0.7859
0.04,161.84,66.98,217.16,-119.22,2.54,-49.1,29.82,35.72,78.84,-16.66,-13.72,67.06,17.96,13.12,56.2,-24.22,0.64,14.22,0.01,0.06,0.98,2.7,-4.5,-4.5,-42.06122449,115.4081633,225.0816327,-51.26530612,-33.91836735,-66.57142857,-44.83673469,97.06122449,161.3877551,-17.26530612,-6.326530612,53.85714286,-7.102040816,20.14285714,87.51020408,-32.04081633,-3.918367347,25.81632653,-0.01,0.08,0.97,0.2,-4.4,-3.5,0,0,0,-0.71789,-0.13458,-0.7859
0.06,165.84,64.98,217.16,-119.22,3.54,-42.1,26.82,38.72,73.84,-16.66,-13.72,70.06,17.96,14.12,58.2,-23.22,0.64,7.22,0,0.05,0.98,2.8,-4.5,-4.2,-47.06122449,112.4081633,226.0816327,-53.26530612,-32.91836735,-47.57142857,-38.83673469,103.0612245,163.3877551,-16.26530612,-6.326530612,58.85714286,-9.102040816,17.14285714,86.51020408,-33.04081633,-2.918367347,21.81632653,-0.01,0.08,0.97,0,-4.5,-3.6,0,0,0,-0.71789,-0.13458,-0.7859
0.08,161.84,67.98,225.16,-119.22,2.54,-88.1,28.82,35.72,71.84,-16.66,-13.72,81.06,17.96,15.12,57.2,-21.22,-0.36,9.22,0.01,0.05,0.98,2.4,-4.5,-4.5,-40.06122449,112.4081633,226.0816327,-57.26530612,-31.91836735,-67.57142857,-41.83673469,105.0612245,161.3877551,-14.26530612,-6.326530612,60.85714286,-9.102040816,19.14285714,86.51020408,-31.04081633,-2.918367347,27.81632653,-0.01,0.07,0.97,0,-4.2,-3.7,0,0,0,-0.71789,-0.13458,-0.7859
0.1,160.84,58.98,218.16,-120.22,1.54,-90.1,27.82,37.72,73.84,-17.66,-12.72,61.06,15.96,16.12,57.2,-21.22,0.64,8.22,0.01,0.06,0.98,2.7,-4.7,-4.6,-45.06122449,113.4081633,227.0816327,-53.26530612,-32.91836735,-67.57142857,-39.83673469,94.06122449,160.3877551,-17.26530612,-5.326530612,57.85714286,-9.102040816,20.14285714,84.51020408,-31.04081633,-2.918367347,22.81632653,-0.01,0.07,0.97,0.2,-4.4,-3.6,0,0,0,-0.71789,-0.13458,-0.7859
0.12,160.84,67.98,220.16,-119.22,2.54,-63.1,26.82,36.72,67.84,-17.66,-12.72,78.06,17.96,15.12,58.2,-22.22,2.64,18.22,0.01,0.05,0.98,2.6,-4.5,-4.5,-45.06122449,112.4081633,229.0816327,-54.26530612,-29.91836735,-56.57142857,-37.83673469,90.06122449,159.3877551,-20.26530612,-6.326530612,40.85714286,-9.102040816,18.14285714,84.51020408,-33.04081633,-2.918367347,21.81632653,-0.01,0.07,0.97,0,-4.5,-3.5,0,0,0,-0.71789,-0.13458,-0.7859
0.14,160.84,64.98,221.16,-118.22,3.54,-54.1,26.82,36.72,72.84,-16.66,-13.72,78.06,17.96,13.12,58.2,-24.22,0.64,10.22,0.01,0.05,0.98,2.7,-4.4,-4.4,-52.06122449,107.4081633,228.0816327,-56.26530612,-26.91836735,-65.57142857,-43.83673469,98.06122449,160.3877551,-16.26530612,-4.326530612,55.85714286,-8.102040816,18.14285714,85.51020408,-35.04081633,-3.918367347,16.81632653,-0.01,0.07,0.97,-0.1,-4.3,-3.6,0,0,0,-0.71789,-0.13458,-0.7859
0.16,161.84,62.98,215.16,-119.22,4.54,-67.1,24.82,39.72,70.84,-17.66,-12.72,85.06,17.96,14.12,60.2,-22.22,0.64,13.22,0.01,0.06,0.98,2.5,-4.5,-4.6,-51.06122449,112.4081633,227.0816327,-57.26530612,-28.91836735,-71.57142857,-46.83673469,105.0612245,162.3877551,-14.26530612,-6.326530612,73.85714286,-8.102040816,19.14285714,85.51020408,-32.04081633,-2.918367347,21.81632653,-0.01,0.07,0.97,0.1,-4.5,-3.7,0,0,0,-0.71789,-0.13458,-0.7859
0.18,164.84,62.98,218.16,-118.22,2.54,-59.1,28.82,37.72,70.84,-17.66,-13.72,93.06,19.96,13.12,61.2,-26.22,-1.36,10.22,0,0.06,0.98,2.6,-4.6,-4.4,-46.06122449,113.4081633,229.0816327,-52.26530612,-31.91836735,-51.57142857,-43.83673469,95.06122449,160.3877551,-17.26530612,-6.326530612,50.85714286,-7.102040816,17.14285714,87.51020408,-34.04081633,-3.918367347,27.81632653,-0.01,0.07,0.97,-0.2,-4.3,-3.4,0,0,0,-0.71789,-0.13458,-0.7859
