Time(s),L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0.04,-0.38,18.08,93.42,-39.96,11.6,74.42,34.72,53.84,137.08,-27.08,-18.38,8.94,17.12,4.58,123.66,-45.16,7.56,8.1,0.02,0.04,0.98,3.08,-5.53,-5.95,1.3125,-6.729166667,73.25,-51.95833333,6.541666667,-0.958333333,-36.29166667,0.270833333,143.1458333,-121.625,1.895833333,34.79166667,-29.75,1.270833333,95,-38.10416667,12.3125,-15.29166667,0.05,0.07,0.98,-0.49,-3.43,-2.8,0.07873,-0.00061,0.01081,0.17383,0.11587,0.16216
0.06,-0.38,12.08,91.42,-43.96,12.6,58.42,43.72,50.84,136.08,-29.08,-19.38,-18.06,18.12,5.58,121.66,-44.16,7.56,8.1,0.01,0.05,0.99,3.15,-5.46,-6.02,1.3125,-9.729166667,72.25,-53.95833333,5.541666667,-12.95833333,-35.29166667,-2.729166667,151.1458333,-116.625,2.895833333,2.791666667,-29.75,0.270833333,99,-39.10416667,12.3125,-13.29166667,0.04,0.07,0.98,-0.28,-3.57,-2.87,0.07873,-0.00061,0.01081,0.17383,0.11587,0.16216
0.08,-2.38,12.08,94.42,-36.96,13.6,80.42,41.72,53.84,134.08,-31.08,-17.38,12.94,17.12,5.58,120.66,-44.16,8.56,4.1,0.01,0.05,0.99,3.15,-5.46,-5.81,1.3125,-4.729166667,73.25,-52.95833333,5.541666667,4.041666667,-33.29166667,-0.729166667,145.1458333,-119.625,0.895833333,25.79166667,-27.75,1.270833333,98,-38.10416667,11.3125,-14.29166667,0.05,0.07,0.98,-0.49,-3.64,-2.8,0.07873,-0.00061,0.01081,0.17383,0.11587,0.16216
0.1,-4.38,13.08,91.42,-38.96,10.6,62.42,40.72,54.84,134.08,-25.08,-15.38,9.94,18.12,3.58,119.66,-44.16,8.56,8.1,0.02,0.05,0.99,3.29,-5.67,-5.74,3.3125,-5.729166667,75.25,-49.95833333,6.541666667,-9.958333333,-30.29166667,-1.729166667,142.1458333,-119.625,0.895833333,11.79166667,-32.75,1.270833333,101,-37.10416667,15.3125,-17.29166667,0.04,0.07,0.98,-0.42,-3.78,-2.8,0.07873,-0.00061,0.01081,0.17383,0.11587,0.16216
0.12,-4.38,12.08,91.42,-36.96,12.6,83.42,36.72,56.84,134.08,-26.08,-17.38,-13.06,18.12,3.58,118.66,-44.16,8.56,8.1,0.02,0.06,0.99,3.22,-5.46,-5.95,5.3125,-5.729166667,73.25,-51.95833333,7.541666667,-7.958333333,-34.29166667,-1.729166667,145.1458333,-120.625,1.895833333,32.79166667,-29.75,3.270833333,103,-38.10416667,13.3125,-9.291666667,0.05,0.07,0.98,-0.42,-3.64,-2.87,0.07873,-0.00061,0.01081,0.17383,0.11587,0.16216
0.14,-4.38,13.08,89.42,-35.96,10.6,68.42,44.72,50.84,133.08,-25.08,-17.38,9.94,19.12,4.58,117.66,-43.16,7.56,7.1,0.01,0.05,0.99,3.15,-5.53,-5.95,-0.6875,-8.729166667,76.25,-49.95833333,9.541666667,8.041666667,-33.29166667,2.270833333,146.1458333,-116.625,2.895833333,20.79166667,-30.75,2.270833333,105,-38.10416667,15.3125,-12.29166667,0.04,0.07,0.98,-0.35,-3.64,-2.87,0.07873,-0.00061,0.01081,0.17383,0.11587,0.16216
0.16,-2.38,14.08,89.42,-36.96,10.6,66.42,41.72,53.84,133.08,-29.08,-15.38,-13.06,20.12,3.58,116.66,-44.16,7.56,6.1,0.01,0.05,0.99,3.08,-5.46,-5.95,4.3125,-6.729166667,77.25,-52.95833333,6.541666667,-26.95833333,-34.29166667,1.270833333,145.1458333,-117.625,2.895833333,55.79166667,-28.75,1.270833333,107,-39.10416667,13.3125,-16.29166667,0.05,0.07,0.98,-0.42,-3.64,-2.94,0.07873,-0.00061,0.01081,0.17383,0.11587,0.16216
0.18,-1.38,8.08,88.42,-38.96,8.6,56.42,42.72,53.84,130.08,-30.08,-21.38,5.94,22.12,3.58,115.66,-44.16,6.56,10.1,0.01,0.05,0.99,3.22,-5.6,-5.95,5.3125,-6.729166667,76.25,-54.95833333,6.541666667,-18.95833333,-32.29166667,0.270833333,147.1458333,-119.625,1.895833333,20.79166667,-30.75,1.270833333,112,-42.10416667,15.3125,-10.29166667,0.05,0.07,0.98,-0.42,-3.78,-2.87,0.07873,-0.00061,0.01081,0.17383,0.11587,0.16216
0.2,-4.38,6.08,88.42,-34.96,9.6,91.42,47.72,55.84,131.08,-30.08,-19.38,21.94,18.12,4.58,113.66,-42.16,9.56,5.1,0.02,0.05,0.99,3.29,-5.6,-6.02,4.3125,-9.729166667,75.25,-51.95833333,6.541666667,-21.95833333,-35.29166667,0.270833333,150.1458333,-119.625,3.895833333,31.79166667,-28.75,1.270833333,113,-39.10416667,13.3125,-10.29166667,0.05,0.07,0.98,-0.28,-3.64,-2.94,0.07873,-0.00061,0.01081,0.17383,0.11587,0.16216
0.22,1.62,12.08,88.42,-35.96,9.6,66.42,38.72,51.84,132.08,-30.08,-22.38,-5.06,22.12,4.58,112.66,-43.16,7.56,11.1,0.01,0.05,0.99,3.15,-5.53,-5.95,-3.6875,-12.72916667,76.25,-54.95833333,7.541666667,-18.95833333,-35.29166667,2.270833333,154.1458333,-119.625,5.895833333,36.79166667,-28.75,3.270833333,115,-39.10416667,13.3125,-14.29166667,0.04,0.07,0.98,-0.42,-3.5,-2.87,0.07873,-0.00061,0.01081,0.17383,0.11587,0.16216
