Time(s),FX1,L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0,0,36.22,37.88,111.52,-29.24,8,-3.92,-38.12,21.18,84.98,-33.3,16,-18.58,-1.1,-29.68,215.48,-57.12,2.6,47.36,-0.08,0.06,1,0.4,-3.1,0.5,-76.66666667,-22,147.5625,-49.8125,20.5,-23.97916667,36.20833333,87.9375,45.1875,-27.375,47.70833333,72.04166667,124.0208333,-45.39583333,255.375,-85.58333333,-13.52083333,-7.020833333,0.11,0.03,1,1.4,-3.1,0.3,0.11988,-0.00818,-0.00141,-0.02063,-0.01569,-0.02198
0.02,0,36.22,36.88,111.52,-31.24,9,-4.92,-35.12,20.18,82.98,-35.3,13,-27.58,-1.1,-30.68,215.48,-58.12,2.6,47.36,-0.08,0.06,1,0.3,-3.1,0.6,-74.66666667,-23,144.5625,-45.8125,19.5,-8.979166667,35.20833333,81.9375,34.1875,-23.375,47.70833333,78.04166667,122.0208333,-44.39583333,259.375,-85.58333333,-10.52083333,7.979166667,0.11,0.03,1,1.3,-3.1,0.3,0.11988,-0.00818,-0.00141,-0.02063,-0.01569,-0.02198
0.04,0,37.22,35.88,113.52,-30.24,6,-15.92,-36.12,20.18,82.98,-34.3,13,-15.58,-2.1,-30.68,220.48,-58.12,3.6,52.36,-0.08,0.06,1,0.4,-3.1,0.6,-71.66666667,-20,146.5625,-46.8125,19.5,-10.97916667,44.20833333,88.9375,37.1875,-24.375,47.70833333,83.04166667,122.0208333,-44.39583333,263.375,-86.58333333,-10.52083333,2.979166667,0.11,0.03,1,1.4,-3,0.3,0.11988,-0.00818,-0.00141,-0.02063,-0.01569,-0.02198
0.06,0,33.22,33.88,114.52,-31.24,7,0.08,-38.12,23.18,84.98,-35.3,13,-18.58,-2.1,-31.68,220.48,-59.12,5.6,46.36,-0.08,0.06,1,0.4,-3.3,0.5,-71.66666667,-25,141.5625,-48.8125,20.5,36.02083333,41.20833333,84.9375,42.1875,-25.375,46.70833333,55.04166667,122.0208333,-44.39583333,260.375,-85.58333333,-10.52083333,3.979166667,0.1,0.03,1,1.4,-3,0.3,0.11988,-0.00818,-0.00141,-0.02063,-0.01569,-0.02198
0.08,0,40.22,32.88,116.52,-32.24,7,-1.92,-38.12,21.18,85.98,-35.3,14,-16.58,-1.1,-30.68,218.48,-57.12,1.6,49.36,-0.08,0.06,1,0.4,-3.3,0.5,-69.66666667,-18,144.5625,-46.8125,19.5,-4.979166667,41.20833333,86.9375,34.1875,-25.375,47.70833333,63.04166667,123.0208333,-44.39583333,258.375,-84.58333333,-13.52083333,1.979166667,0.11,0.02,1,1.4,-3.1,0.4,0.11988,-0.00818,-0.00141,-0.02063,-0.01569,-0.02198
0.12,0,42.22,37.88,118.52,-34.24,11,7.08,-34.12,22.18,85.98,-34.3,12,-10.58,-1.1,-28.68,216.48,-56.12,1.6,50.36,-0.08,0.06,1,0.5,-3.2,0.7,-75.66666667,-20,144.5625,-44.8125,19.5,-22.97916667,33.20833333,80.9375,33.1875,-23.375,47.70833333,82.04166667,119.0208333,-42.39583333,255.375,-84.58333333,-12.52083333,-0.020833333,0.11,0.03,1,1.5,-3.4,0.3,0.11988,-0.00818,-0.00141,-0.02063,-0.01569,-0.02198
0.14,0,38.22,36.88,119.52,-33.24,10,6.08,-37.12,26.18,91.98,-31.3,15,-12.58,-6.1,-31.68,216.48,-57.12,5.6,49.36,-0.08,0.06,1,0.5,-3.1,0.7,-74.66666667,-19,140.5625,-46.8125,19.5,-4.979166667,37.20833333,78.9375,34.1875,-22.375,45.70833333,60.04166667,119.0208333,-38.39583333,253.375,-82.58333333,-13.52083333,-9.020833333,0.11,0.02,1,1.4,-3.3,0.3,0.11988,-0.00818,-0.00141,-0.02063,-0.01569,-0.02198
0.16,0,39.22,38.88,123.52,-32.24,8,5.08,-35.12,22.18,88.98,-35.3,13,-14.58,-5.1,-30.68,209.48,-57.12,3.6,42.36,-0.09,0.06,1,0.7,-3.1,0.6,-76.66666667,-16,139.5625,-44.8125,19.5,-3.979166667,35.20833333,85.9375,36.1875,-24.375,47.70833333,75.04166667,117.0208333,-43.39583333,250.375,-85.58333333,-11.52083333,4.979166667,0.11,0.03,1,1.5,-3.2,0.4,0.11988,-0.00818,-0.00141,-0.02063,-0.01569,-0.02198
0.18,0,44.22,39.88,123.52,-33.24,8,-8.92,-34.12,26.18,90.98,-35.3,11,-11.58,-3.1,-31.68,206.48,-56.12,2.6,44.36,-0.08,0.06,1,0.4,-3.1,0.7,-70.66666667,-25,140.5625,-44.8125,19.5,-6.979166667,36.20833333,84.9375,38.1875,-25.375,47.70833333,74.04166667,117.0208333,-38.39583333,245.375,-82.58333333,-13.52083333,0.979166667,0.11,0.03,1,1.6,-3.2,0.3,0.11988,-0.00818,-0.00141,-0.02063,-0.01569,-0.02198
0.2,0,39.22,39.88,123.52,-35.24,8,29.08,-38.12,26.18,89.98,-34.3,15,-20.58,-4.1,-30.68,205.48,-55.12,3.6,47.36,-0.08,0.06,1,0.4,-3.1,0.6,-73.66666667,-22,140.5625,-43.8125,20.5,13.02083333,35.20833333,86.9375,35.1875,-24.375,45.70833333,64.04166667,114.0208333,-38.39583333,242.375,-82.58333333,-12.52083333,0.979166667,0.11,0.03,1,1.5,-3.1,0.3,0.11988,-0.00818,-0.00141,-0.02063,-0.01569,-0.02198
