Time(s),FX1,L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0,0,65.02,63.4,157.44,-45.4,11.72,-6.5,-5.22,44.74,92.7,-30.48,-7.74,-44.66,-16.7,-16.88,154.58,-33.7,0.88,2.02,-0.08,0.06,1,0.4,-3,0.7,-92.22,-29.12,191.42,-81.54,17.88,19.22,10.9,165.48,50.66,-20.82,91.64,103.82,27.7,-17.9,96.96,-34.58,-12.3,-83.62,0.11,0.03,1,1.1,-3,0.6,0.11878,0.04919,-0.01845,0,0,0
0.02,0,62.02,61.4,154.44,-45.4,9.72,-11.5,-4.22,44.74,92.7,-30.48,-8.74,-49.66,-14.7,-16.88,152.58,-33.7,-3.12,-0.98,-0.08,0.06,1,0.4,-3,0.7,-92.22,-28.12,190.42,-78.54,19.88,22.22,8.9,160.48,42.66,-18.82,92.64,119.82,29.7,-18.9,98.96,-38.58,-13.3,-81.62,0.11,0.03,1,1.1,-3.1,0.5,0.11878,0.04919,-0.01845,0,0,0
0.04,0,75.02,67.4,153.44,-45.4,10.72,-27.5,-7.22,43.74,91.7,-31.48,-7.74,-42.66,-14.7,-18.88,156.58,-35.7,-1.12,0.02,-0.08,0.06,1,0.4,-3.1,0.7,-89.22,-32.12,188.42,-80.54,18.88,14.22,11.9,163.48,41.66,-17.82,91.64,110.82,28.7,-18.9,101.96,-36.58,-11.3,-86.62,0.11,0.03,1,1.1,-3.1,0.4,0.11878,0.04919,-0.01845,0,0,0
0.06,0,66.02,65.4,153.44,-44.4,8.72,-6.5,-4.22,41.74,95.7,-31.48,-7.74,-23.66,-14.7,-18.88,155.58,-33.7,-1.12,7.02,-0.08,0.06,1,0.4,-3,0.7,-87.22,-30.12,188.42,-81.54,17.88,21.22,12.9,160.48,46.66,-19.82,92.64,100.82,28.7,-18.9,99.96,-36.58,-10.3,-81.62,0.11,0.03,1,1.1,-3,0.4,0.11878,0.04919,-0.01845,0,0,0
0.08,0,62.02,58.4,153.44,-45.4,8.72,-26.5,-8.22,41.74,90.7,-33.48,-8.74,-33.66,-16.7,-17.88,157.58,-33.7,1.88,5.02,-0.08,0.06,1,0.4,-3.1,0.6,-88.22,-35.12,188.42,-81.54,16.88,1.22,8.9,167.48,47.66,-16.82,96.64,126.82,28.7,-19.9,104.96,-39.58,-10.3,-80.62,0.11,0.03,1.01,1.1,-3.1,0.5,0.11878,0.04919,-0.01845,0,0,0
0.1,0,67.02,65.4,150.44,-44.4,11.72,10.5,-3.22,39.74,94.7,-31.48,-9.74,-34.66,-13.7,-18.88,158.58,-34.7,-0.12,2.02,-0.08,0.06,1,0.4,-3.1,0.7,-88.22,-29.12,193.42,-77.54,16.88,-24.78,12.9,168.48,41.66,-15.82,91.64,124.82,31.7,-17.9,107.96,-38.58,-11.3,-88.62,0.11,0.03,1,1.2,-3.1,0.5,0.11878,0.04919,-0.01845,0,0,0
0.12,0,68.02,62.4,154.44,-45.4,8.72,-32.5,0.78,43.74,97.7,-28.48,-7.74,-23.66,-13.7,-17.88,157.58,-34.7,-0.12,8.02,-0.08,0.06,1,0.4,-3,0.7,-93.22,-27.12,189.42,-79.54,17.88,0.22,7.9,160.48,39.66,-16.82,92.64,110.82,31.7,-20.9,106.96,-39.58,-9.3,-75.62,0.11,0.03,1,1.2,-2.9,0.5,0.11878,0.04919,-0.01845,0,0,0
0.14,0,73.02,59.4,151.44,-44.4,11.72,-8.5,1.78,42.74,97.7,-30.48,-8.74,-26.66,-14.7,-18.88,157.58,-35.7,2.88,3.02,-0.08,0.06,1,0.3,-3,0.7,-93.22,-29.12,191.42,-79.54,17.88,0.22,4.9,164.48,40.66,-16.82,93.64,121.82,30.7,-19.9,107.96,-39.58,-9.3,-75.62,0.11,0.03,1,1.2,-3,0.4,0.11878,0.04919,-0.01845,0,0,0
0.16,0,64.02,61.4,151.44,-44.4,10.72,-15.5,-3.22,43.74,93.7,-32.48,-7.74,-43.66,-14.7,-18.88,158.58,-35.7,1.88,0.02,-0.08,0.06,1,0.4,-2.9,0.6,-92.22,-30.12,189.42,-80.54,17.88,-10.78,12.9,159.48,41.66,-18.82,89.64,78.82,29.7,-20.9,107.96,-39.58,-7.3,-81.62,0.11,0.03,1,1.3,-3,0.4,0.11878,0.04919,-0.01845,0,0,0
0.18,0,63.02,59.4,152.44,-46.4,9.72,-18.5,-6.22,41.74,95.7,-31.48,-6.74,-44.66,-16.7,-17.88,160.58,-34.7,1.88,4.02,-0.08,0.06,1,0.4,-3,0.7,-89.22,-24.12,192.42,-80.54,18.88,-15.78,11.9,162.48,41.66,-17.82,90.64,103.82,31.7,-22.9,103.96,-40.58,-9.3,-72.62,0.11,0.03,1,1.1,-2.9,0.4,0.11878,0.04919,-0.01845,0,0,0
