Time(s),FX1,L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0.02,0,3.9375,8.166666667,65.14583333,-32.375,10.5625,-61.35416667,-12.72916667,36.75,98.75,-28.02083333,25.97916667,53.47916667,22.1875,-23.6875,122.375,-61.25,29.58333333,28.66666667,-0.02,0.05,0.97,-1.3,-6.9,-3.3,-67.27083333,32.70833333,20.64583333,-22.29166667,11.5625,96.16666667,-42.89583333,17.95833333,116.0208333,-57.52083333,11.77083333,-7.5625,10.35416667,-13.33333333,154.4791667,-24.91666667,1.125,-16.02083333,0.04,0.06,0.97,0.9,-8.8,-3.1,0.0376,0.02295,0.04416,0.08094,0.09608,-0.0009
0.04,0,-3.0625,10.16666667,65.14583333,-31.375,11.5625,-40.35416667,-15.72916667,35.75,98.75,-30.02083333,25.97916667,53.47916667,20.1875,-24.6875,122.375,-61.25,30.58333333,27.66666667,-0.02,0.06,0.97,-1.4,-7,-3.3,-69.27083333,32.70833333,19.64583333,-22.29166667,12.5625,103.1666667,-46.89583333,17.95833333,111.0208333,-56.52083333,10.77083333,-25.5625,10.35416667,-13.33333333,153.4791667,-25.91666667,-0.875,-23.02083333,0.04,0.06,0.97,0.9,-8.6,-3.1,0.0376,0.02295,0.04416,0.08094,0.09608,-0.0009
0.06,0,1.9375,11.16666667,64.14583333,-31.375,9.5625,-48.35416667,-15.72916667,39.75,98.75,-29.02083333,24.97916667,62.47916667,21.1875,-24.6875,122.375,-62.25,30.58333333,25.66666667,-0.02,0.06,0.97,-1.4,-6.9,-3.1,-66.27083333,35.70833333,19.64583333,-20.29166667,10.5625,72.16666667,-43.89583333,10.95833333,125.0208333,-60.52083333,13.77083333,-17.5625,10.35416667,-12.33333333,154.4791667,-24.91666667,1.125,-18.02083333,0.04,0.06,0.97,0.9,-8.7,-3,0.0376,0.02295,0.04416,0.08094,0.09608,-0.0009
0.08,0,0.9375,14.16666667,68.14583333,-33.375,8.5625,-62.35416667,-11.72916667,38.75,100.75,-30.02083333,23.97916667,48.47916667,20.1875,-26.6875,122.375,-62.25,31.58333333,20.66666667,-0.02,0.05,0.97,-1.2,-7,-3.3,-71.27083333,38.70833333,19.64583333,-19.29166667,10.5625,85.16666667,-45.89583333,14.95833333,119.0208333,-60.52083333,12.77083333,-33.5625,10.35416667,-14.33333333,155.4791667,-25.91666667,2.125,-20.02083333,0.04,0.05,0.97,0.9,-8.7,-3.1,0.0376,0.02295,0.04416,0.08094,0.09608,-0.0009
0.1,0,1.9375,11.16666667,66.14583333,-32.375,9.5625,-43.35416667,-15.72916667,34.75,97.75,-31.02083333,21.97916667,42.47916667,24.1875,-26.6875,121.375,-63.25,27.58333333,21.66666667,-0.02,0.06,0.96,-1.2,-6.8,-3.1,-74.27083333,36.70833333,20.64583333,-17.29166667,11.5625,88.16666667,-41.89583333,18.95833333,112.0208333,-58.52083333,13.77083333,-6.5625,8.354166667,-11.33333333,154.4791667,-22.91666667,2.125,-22.02083333,0.04,0.06,0.97,1,-8.6,-3.1,0.0376,0.02295,0.04416,0.08094,0.09608,-0.0009
0.12,0,-0.0625,7.166666667,61.14583333,-31.375,10.5625,-47.35416667,-14.72916667,38.75,100.75,-28.02083333,24.97916667,57.47916667,21.1875,-25.6875,121.375,-61.25,29.58333333,25.66666667,-0.02,0.06,0.97,-1.4,-7,-3.1,-67.27083333,37.70833333,20.64583333,-20.29166667,10.5625,80.16666667,-41.89583333,15.95833333,125.0208333,-62.52083333,13.77083333,-18.5625,10.35416667,-13.33333333,154.4791667,-24.91666667,1.125,-16.02083333,0.04,0.06,0.97,1,-8.9,-3.1,0.0376,0.02295,0.04416,0.08094,0.09608,-0.0009
0.14,0,-0.0625,8.166666667,62.14583333,-30.375,11.5625,-44.35416667,-13.72916667,41.75,98.75,-28.02083333,25.97916667,66.47916667,22.1875,-23.6875,120.375,-61.25,29.58333333,19.66666667,-0.02,0.06,0.97,-1.2,-7,-3.1,-67.27083333,31.70833333,21.64583333,-23.29166667,11.5625,85.16666667,-46.89583333,16.95833333,119.0208333,-57.52083333,13.77083333,3.4375,12.35416667,-12.33333333,156.4791667,-25.91666667,-1.875,-21.02083333,0.04,0.06,0.97,0.8,-8.5,-2.8,0.0376,0.02295,0.04416,0.08094,0.09608,-0.0009
0.16,0,-1.0625,9.166666667,66.14583333,-32.375,9.5625,-57.35416667,-9.729166667,41.75,97.75,-29.02083333,23.97916667,62.47916667,21.1875,-25.6875,122.375,-63.25,29.58333333,28.66666667,-0.02,0.05,0.97,-1.2,-6.8,-3.2,-65.27083333,33.70833333,19.64583333,-21.29166667,13.5625,82.16666667,-45.89583333,14.95833333,121.0208333,-60.52083333,13.77083333,-12.5625,10.35416667,-13.33333333,157.4791667,-25.91666667,1.125,-18.02083333,0.04,0.06,0.97,0.8,-8.7,-3.1,0.0376,0.02295,0.04416,0.08094,0.09608,-0.0009
0.18,0,-2.0625,11.16666667,67.14583333,-30.375,11.5625,-34.35416667,-17.72916667,40.75,98.75,-28.02083333,25.97916667,53.47916667,20.1875,-23.6875,120.375,-59.25,30.58333333,19.66666667,-0.02,0.06,0.96,-1.3,-7,-3.1,-70.27083333,33.70833333,18.64583333,-20.29166667,11.5625,81.16666667,-45.89583333,15.95833333,111.0208333,-57.52083333,12.77083333,3.4375,13.35416667,-15.33333333,160.4791667,-26.91666667,1.125,-11.02083333,0.04,0.06,0.97,0.7,-8.6,-3.1,0.0376,0.02295,0.04416,0.08094,0.09608,-0.0009
0.2,0,-3.0625,11.16666667,62.14583333,-31.375,11.5625,-51.35416667,-15.72916667,38.75,99.75,-26.02083333,24.97916667,64.47916667,20.1875,-23.6875,119.375,-59.25,30.58333333,15.66666667,-0.02,0.06,0.97,-1.3,-7,-3.1,-69.27083333,35.70833333,18.64583333,-19.29166667,9.5625,98.16666667,-43.89583333,14.95833333,113.0208333,-56.52083333,12.77083333,-15.5625,11.35416667,-14.33333333,161.4791667,-26.91666667,2.125,-17.02083333,0.04,0.05,0.97,0.7,-8.6,-2.9,0.0376,0.02295,0.04416,0.08094,0.09608,-0.0009
