Time(s),L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0.04,26.78,11.76,60.72,-36.38,4.62,17.06,68.72,27.14,163.74,-65.8,-15.96,53.92,51.3,-80.12,658.74,-127.38,16.92,76.76,-0.02,0.07,0.97,-2.17,-5.18,-6.16,-2.9,13.8,6.62,3.16,0.6,-9.16,42.22,-67.56,-25.12,-15.08,14.16,78.7,-18.64,-21.78,-4.64,-1.94,-1.88,-42.36,0.26,0.21,1.01,-1.26,-10.29,-44.24,-0.00501,0.09942,0.12313,0,0,0
0.06,23.78,18.76,67.72,-34.38,4.62,30.06,68.72,29.14,164.74,-65.8,-14.96,44.92,52.3,-81.12,650.74,-127.38,14.92,77.76,-0.02,0.07,0.97,-2.1,-5.6,-6.09,1.1,19.8,7.62,3.16,1.6,0.84,38.22,-67.56,-23.12,-11.08,14.16,75.7,-16.64,-20.78,-5.64,-0.94,-2.88,-49.36,0.27,0.11,1,-9.24,-0.98,-9.94,-0.00501,0.09942,0.12313,0,0,0
0.08,26.78,10.76,68.72,-38.38,5.62,18.06,63.72,34.14,165.74,-60.8,-11.96,58.92,52.3,-81.12,643.74,-126.38,13.92,82.76,-0.02,0.07,0.97,-2.24,-5.74,-6.02,-6.9,13.8,8.62,7.16,1.6,10.84,41.22,-64.56,-22.12,-14.08,14.16,51.7,-18.64,-20.78,-3.64,-2.94,0.12,-48.36,0.28,0.09,0.95,-19.67,-21.63,19.81,-0.00501,0.09942,0.12313,0,0,0
0.1,16.78,14.76,73.72,-34.38,7.62,40.06,67.72,31.14,164.74,-61.8,-13.96,76.92,51.3,-82.12,637.74,-127.38,15.92,75.76,-0.03,0.08,0.97,-2.24,-5.74,-5.81,-2.9,15.8,10.62,5.16,2.6,0.84,33.22,-66.56,-23.12,-15.08,13.16,67.7,-18.64,-18.78,-4.64,-1.94,-1.88,-46.36,0.16,0.14,0.94,-22.26,-30.87,38.43,-0.00501,0.09942,0.12313,0,0,0
0.12,23.78,12.76,69.72,-37.38,4.62,34.06,61.72,32.14,164.74,-60.8,-9.96,81.92,50.3,-81.12,632.74,-127.38,16.92,75.76,-0.02,0.07,0.97,-2.38,-5.25,-5.81,-4.9,16.8,7.62,5.16,2.6,18.84,33.22,-65.56,-22.12,-14.08,15.16,55.7,-17.64,-18.78,-4.64,-2.94,-1.88,-50.36,0.1,0.18,0.92,-19.39,-25.34,45.5,-0.00501,0.09942,0.12313,0,0,0
0.14,20.78,10.76,64.72,-35.38,5.62,26.06,60.72,27.14,161.74,-62.8,-13.96,73.92,54.3,-81.12,629.74,-127.38,14.92,79.76,-0.03,0.07,0.97,-2.24,-5.18,-6.02,-2.9,18.8,11.62,5.16,5.6,-5.16,39.22,-64.56,-26.12,-14.08,9.16,71.7,-15.64,-18.78,-1.64,-3.94,-0.88,-42.36,0.07,0.18,0.93,-15.61,-22.05,40.25,-0.00501,0.09942,0.12313,0,0,0
0.16,21.78,11.76,59.72,-36.38,3.62,35.06,66.72,22.14,158.74,-65.8,-12.96,57.92,54.3,-82.12,631.74,-126.38,14.92,78.76,-0.02,0.06,0.97,-2.45,-5.18,-5.67,-2.9,17.8,8.62,6.16,1.6,1.84,45.22,-62.56,-25.12,-17.08,8.16,66.7,-17.64,-15.78,-5.64,-1.94,-1.88,-57.36,0.04,0.17,0.97,-17.99,-25.27,28.07,-0.00501,0.09942,0.12313,0,0,0
0.18,23.78,9.76,57.72,-35.38,1.62,26.06,71.72,25.14,159.74,-68.8,-13.96,66.92,54.3,-79.12,632.74,-126.38,13.92,71.76,-0.03,0.08,0.97,-2.1,-5.11,-6.23,-0.9,18.8,7.62,6.16,1.6,3.84,37.22,-61.56,-22.12,-18.08,14.16,60.7,-16.64,-14.78,-5.64,-0.94,-2.88,-54.36,0.02,0.19,0.91,-18.34,-25.34,12.46,-0.00501,0.09942,0.12313,0,0,0
0.2,17.78,10.76,69.72,-32.38,6.62,28.06,60.72,22.14,163.74,-64.8,-12.96,61.92,51.3,-79.12,626.74,-126.38,14.92,78.76,-0.02,0.07,0.97,-2.17,-5.18,-6.23,-6.9,17.8,7.62,6.16,3.6,26.84,40.22,-69.56,-24.12,-17.08,10.16,76.7,-15.64,-15.78,-3.64,-0.94,-2.88,-42.36,0.03,0.19,0.89,-6.51,-27.37,-6.72,-0.00501,0.09942,0.12313,0,0,0
0.22,20.78,11.76,67.72,-34.38,4.62,31.06,65.72,28.14,165.74,-61.8,-13.96,59.92,52.3,-78.12,625.74,-124.38,14.92,81.76,-0.03,0.07,0.97,-2.45,-5.46,-6.23,-0.9,17.8,7.62,7.16,1.6,5.84,38.22,-64.56,-24.12,-17.08,11.16,62.7,-14.64,-14.78,-4.64,-0.94,-3.88,-44.36,-0.02,0.14,0.92,2.59,-28.84,-25.48,-0.00501,0.09942,0.12313,0,0,0
0.24,21.78,4.76,63.72,-38.38,3.62,52.06,65.72,24.14,162.74,-65.8,-13.96,60.92,50.3,-78.12,627.74,-125.38,14.92,79.76,-0.02,0.07,0.97,-2.52,-5.81,-6.16,-4.9,19.8,12.62,4.16,4.6,7.84,34.22,-69.56,-22.12,-18.08,17.16,91.7,-15.64,-12.78,-6.64,-0.94,-2.88,-45.36,-0.06,0.1,0.91,10.08,-25.06,-36.47,-0.00501,0.09942,0.12313,0,0,0
0.26,15.78,7.76,73.72,-33.38,7.62,23.06,66.72,20.14,159.74,-67.8,-14.96,87.92,46.3,-77.12,617.74,-123.38,14.92,71.76,-0.03,0.08,0.97,-1.82,-5.74,-6.09,-3.9,17.8,6.62,6.16,2.6,6.84,37.22,-69.56,-24.12,-17.08,18.16,102.7,-14.64,-14.78,-4.64,0.06,-3.88,-45.36,-0.06,0.04,0.88,17.43,-23.94,-30.52,-0.00501,0.09942,0.12313,0,0,0
0.28,20.78,4.76,70.72,-38.38,4.62,9.06,62.72,26.14,159.74,-61.8,-12.96,83.92,43.3,-76.12,602.74,-123.38,13.92,73.76,-0.02,0.07,0.97,-1.89,-5.6,-6.16,-0.9,17.8,7.62,5.16,1.6,23.84,36.22,-66.56,-21.12,-16.08,14.16,67.7,-14.64,-15.78,-5.64,-1.94,-3.88,-50.36,-0.06,-0.03,0.83,25.34,-24.29,-9.87,-0.00501,0.09942,0.12313,0,0,0
0.3,16.78,11.76,74.72,-37.38,6.62,26.06,64.72,22.14,157.74,-66.8,-14.96,82.92,41.3,-76.12,592.74,-123.38,12.92,71.76,-0.02,0.07,0.97,-2.1,-5.88,-6.23,-3.9,14.8,5.62,7.16,1.6,13.84,38.22,-63.56,-22.12,-16.08,15.16,94.7,-14.64,-14.78,-6.64,-0.94,-3.88,-50.36,0.04,-0.01,0.71,45.57,-32.9,13.79,-0.00501,0.09942,0.12313,0,0,0
0.32,20.78,9.76,73.72,-41.38,6.62,50.06,57.72,21.14,157.74,-65.8,-13.96,74.92,39.3,-74.12,588.74,-121.38,12.92,72.76,-0.03,0.08,0.97,-2.24,-5.74,-6.16,1.1,14.8,5.62,7.16,2.6,4.84,20.22,-61.56,-18.12,-21.08,12.16,60.7,-20.64,-6.78,-9.64,2.06,-2.88,-50.36,-2.12,-0.63,0.93,40.25,230.93,55.44,-0.00501,0.09942,0.12313,0,0,0
0.34,15.78,5.76,73.72,-41.38,6.62,42.06,57.72,23.14,156.74,-64.8,-11.96,72.92,37.3,-76.12,587.74,-121.38,11.92,75.76,-0.03,0.08,0.97,-2.45,-6.09,-6.16,-0.9,2.8,13.62,-2.84,4.6,-1.16,64.22,-41.56,-27.12,-22.08,6.16,75.7,-28.64,5.22,-7.64,1.06,-0.88,-38.36,1,0.06,0.55,-62.09,-36.54,-18.41,-0.00501,0.09942,0.12313,0,0,0
0.36,16.78,8.76,81.72,-39.38,7.62,45.06,55.72,27.14,154.74,-60.8,-10.96,84.92,35.3,-76.12,577.74,-119.38,9.92,67.76,-0.02,0.07,0.97,-2.45,-6.58,-6.16,-2.9,15.8,13.62,-5.84,4.6,30.84,55.22,-49.56,-9.12,-28.08,7.16,44.7,-37.64,-2.78,-7.64,1.06,-0.88,-54.36,-0.28,0.04,1.08,-38.57,-0.91,5.46,-0.00501,0.09942,0.12313,0,0,0
0.38,11.78,4.76,76.72,-39.38,8.62,31.06,52.72,24.14,149.74,-60.8,-11.96,87.92,32.3,-75.12,563.74,-120.38,11.92,66.76,-0.02,0.07,0.98,-2.17,-6.86,-5.88,-8.9,-3.2,27.62,-17.84,4.6,-1.16,79.22,-45.56,-9.12,-33.08,1.16,46.7,-33.64,-11.78,7.36,-3.94,1.12,-46.36,-0.01,0.06,0.98,-16.73,-18.06,-1.89,-0.00501,0.09942,0.12313,0,0,0
0.4,16.78,-1.24,64.72,-44.38,5.62,26.06,48.72,26.14,145.74,-54.8,-9.96,69.92,31.3,-75.12,530.74,-118.38,9.92,61.76,-0.02,0.07,0.97,-1.96,-7.21,-5.81,-20.9,-0.2,32.62,-23.84,4.6,-2.16,64.22,-43.56,1.88,-37.08,6.16,54.7,-25.64,-21.78,26.36,-11.94,2.12,-34.36,0.05,0.06,0.99,-12.67,-16.1,0.91,-0.00501,0.09942,0.12313,0,0,0
0.42,9.78,3.76,67.72,-40.38,9.62,45.06,40.72,18.14,140.74,-54.8,-10.96,56.92,29.3,-73.12,493.74,-114.38,9.92,60.76,-0.02,0.07,0.97,-1.75,-7.07,-5.95,-21.9,-0.2,38.62,-28.84,9.6,-2.16,62.22,-27.56,10.88,-42.08,8.16,66.7,-5.64,-22.78,48.36,-14.94,1.12,-27.36,0.04,0.05,0.99,-10.01,-13.44,-1.4,-0.00501,0.09942,0.12313,0,0,0
0.44,10.78,1.76,69.72,-39.38,7.62,40.06,43.72,25.14,134.74,-50.8,-10.96,65.92,28.3,-73.12,454.74,-112.38,7.92,51.76,-0.02,0.07,0.97,-1.4,-7.28,-5.67,-24.9,0.8,34.62,-28.84,7.6,-2.16,59.22,-19.56,22.88,-44.08,1.16,32.7,4.36,-27.78,73.36,-18.94,1.12,-9.36,0.04,0.06,0.99,-7.63,-10.92,-2.45,-0.00501,0.09942,0.12313,0,0,0
0.46,3.78,0.76,76.72,-32.38,9.62,62.06,45.72,16.14,128.74,-52.8,-11.96,66.92,27.3,-73.12,414.74,-107.38,6.92,45.76,-0.02,0.07,0.97,-1.47,-6.86,-5.74,-26.9,-1.2,41.62,-33.84,7.6,-4.16,55.22,-21.56,22.88,-45.08,5.16,57.7,7.36,-28.78,97.36,-23.94,4.12,-2.36,0.04,0.06,0.99,-6.65,-9.73,-2.94,-0.00501,0.09942,0.12313,0,0,0
0.48,5.78,5.76,71.72,-32.38,8.62,24.06,41.72,17.14,126.74,-50.8,-10.96,60.92,27.3,-70.12,381.74,-101.38,5.92,41.76,-0.02,0.07,0.97,-1.68,-6.58,-5.74,-28.9,-0.2,43.62,-36.84,8.6,-5.16,52.22,-24.56,23.88,-46.08,1.16,89.7,8.36,-27.78,116.36,-24.94,3.12,-4.36,0.04,0.06,0.98,-6.16,-9.31,-2.94,-0.00501,0.09942,0.12313,0,0,0
