Time(s),L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0,27.78,7.76,84.72,-48.38,5.62,18.06,29.72,48.14,181.74,-61.8,-11.96,86.92,70.3,-38.12,208.74,-68.38,-14.08,11.76,-0.02,0.08,0.97,-2.31,-5.6,-6.37,-56.9,-6.2,68.62,-54.84,17.6,12.84,51.22,11.44,54.88,-58.08,3.16,92.7,-27.64,-13.78,57.36,-15.94,8.12,-31.36,0.05,0.06,0.99,-5.11,-7.07,-2.38,0,0,0,0,0,0
0.02,29.78,8.76,86.72,-48.38,6.62,37.06,25.72,41.14,181.74,-63.8,-14.96,62.92,69.3,-38.12,210.74,-67.38,-12.08,10.76,-0.02,0.08,0.97,-2.45,-5.6,-6.44,-53.9,-9.2,66.62,-55.84,18.6,-15.16,47.22,15.44,55.88,-56.08,4.16,103.7,-24.64,-13.78,58.36,-15.94,6.12,-27.36,0.05,0.06,0.98,-5.04,-7.21,-2.24,0,0,0,0,0,0
0.04,22.78,5.76,88.72,-51.38,7.62,31.06,33.72,51.14,181.74,-61.8,-13.96,79.92,68.3,-39.12,212.74,-68.38,-14.08,21.76,-0.02,0.08,0.97,-2.17,-5.74,-6.23,-53.9,-10.2,65.62,-56.84,17.6,-6.16,56.22,23.44,52.88,-57.08,-1.84,72.7,-27.64,-12.78,57.36,-16.94,8.12,-30.36,0.04,0.06,0.98,-5.32,-7.21,-2.17,0,0,0,0,0,0
0.06,25.78,12.76,95.72,-51.38,7.62,1.06,25.72,49.14,181.74,-57.8,-12.96,75.92,68.3,-38.12,211.74,-68.38,-14.08,10.76,-0.02,0.08,0.97,-2.31,-5.74,-6.3,-48.9,-12.2,66.62,-54.84,18.6,-34.16,52.22,12.44,51.88,-58.08,-0.84,66.7,-26.64,-11.78,58.36,-16.94,8.12,-35.36,0.04,0.06,0.98,-5.11,-7.07,-2.17,0,0,0,0,0,0
0.08,23.78,9.76,91.72,-50.38,8.62,20.06,30.72,48.14,180.74,-60.8,-11.96,85.92,67.3,-38.12,215.74,-66.38,-13.08,11.76,-0.02,0.08,0.97,-2.31,-5.11,-6.37,-51.9,-11.2,65.62,-54.84,17.6,6.84,51.22,11.44,50.88,-53.08,4.16,97.7,-26.64,-11.78,60.36,-16.94,7.12,-31.36,0.04,0.06,0.98,-5.25,-6.72,-2.31,0,0,0,0,0,0
0.1,29.78,11.76,91.72,-51.38,7.62,13.06,25.72,50.14,183.74,-60.8,-14.96,80.92,66.3,-38.12,219.74,-68.38,-14.08,10.76,-0.02,0.08,0.97,-2.31,-5.39,-6.16,-48.9,-6.2,64.62,-51.84,16.6,-17.16,55.22,13.44,50.88,-53.08,0.16,81.7,-27.64,-12.78,58.36,-15.94,10.12,-32.36,0.05,0.06,0.98,-4.9,-6.79,-2.31,0,0,0,0,0,0
0.12,27.78,9.76,97.72,-50.38,7.62,29.06,27.72,54.14,182.74,-60.8,-12.96,62.92,65.3,-39.12,222.74,-69.38,-13.08,11.76,-0.02,0.08,0.97,-2.38,-5.39,-6.3,-50.9,-6.2,61.62,-51.84,15.6,-1.16,50.22,14.44,51.88,-54.08,-0.84,97.7,-29.64,-12.78,57.36,-16.94,10.12,-30.36,0.04,0.06,0.98,-5.18,-6.93,-2.38,0,0,0,0,0,0
0.14,28.78,3.76,85.72,-53.38,7.62,47.06,26.72,48.14,185.74,-58.8,-15.96,69.92,66.3,-37.12,223.74,-69.38,-12.08,13.76,-0.02,0.07,0.98,-2.38,-5.46,-6.37,-51.9,-9.2,59.62,-51.84,15.6,-10.16,53.22,8.44,46.88,-57.08,0.16,94.7,-29.64,-14.78,54.36,-15.94,8.12,-41.36,0.04,0.06,0.98,-5.11,-6.93,-2.38,0,0,0,0,0,0
0.16,25.78,5.76,99.72,-49.38,7.62,27.06,29.72,49.14,181.74,-61.8,-12.96,96.92,65.3,-38.12,224.74,-69.38,-12.08,14.76,-0.02,0.07,0.98,-2.17,-5.25,-6.16,-52.9,-10.2,63.62,-54.84,16.6,-5.16,53.22,9.44,47.88,-52.08,1.16,92.7,-29.64,-11.78,53.36,-14.94,9.12,-38.36,0.04,0.06,0.98,-4.83,-6.86,-2.31,0,0,0,0,0,0
0.18,22.78,4.76,98.72,-51.38,9.62,47.06,30.72,43.14,179.74,-64.8,-12.96,87.92,65.3,-37.12,227.74,-69.38,-12.08,13.76,-0.02,0.08,0.97,-2.31,-5.39,-6.3,-51.9,-2.2,63.62,-50.84,18.6,2.84,46.22,9.44,49.88,-54.08,1.16,67.7,-28.64,-13.78,49.36,-15.94,5.12,-33.36,0.04,0.06,0.98,-4.83,-6.79,-2.38,0,0,0,0,0,0
