Time(s),FX1,L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0.02,0,-6.020408163,58.46938776,124.2244898,-29.51020408,17.81632653,-60.55102041,10.81632653,62.3877551,109.1632653,-29.93877551,-46.7755102,-291.7959184,1.469387755,-42.48979592,161.755102,-58.16326531,36.46938776,27,-0.01,0.04,0.97,0.5,-6.1,-7.3,21.48,34.48,80.64,-14.4,11.32,10.46,-108.58,-60.16,153.4,-97.24,63.1,123.26,34.48,-7.92,227.38,-10.16,29.98,-38.12,0,0.05,0.98,-0.5,-3.1,-2.9,0,0,0,-0.14355,-0.03969,0.0103
0.04,0,-8.020408163,60.46938776,127.2244898,-33.51020408,17.81632653,-50.55102041,15.81632653,68.3877551,112.1632653,-27.93877551,-47.7755102,-294.7959184,1.469387755,-40.48979592,160.755102,-57.16326531,35.46938776,21,-0.01,0.03,0.97,0.6,-6.1,-7.3,30.48,34.48,80.64,-15.4,4.32,-17.54,-107.58,-68.16,154.4,-99.24,64.1,131.26,30.48,-4.92,225.38,-8.16,30.98,-51.12,0,0.05,0.98,-0.6,-3.1,-2.8,0,0,0,-0.14355,-0.03969,0.0103
0.06,0,-4.020408163,54.46938776,127.2244898,-36.51020408,16.81632653,-56.55102041,16.81632653,55.3877551,103.1632653,-32.93877551,-51.7755102,-305.7959184,2.469387755,-39.48979592,160.755102,-56.16326531,35.46938776,28,0,0.03,0.98,0.6,-6.1,-7.6,17.48,31.48,75.64,-12.4,11.32,0.46,-110.58,-64.16,154.4,-98.24,65.1,119.26,31.48,-2.92,227.38,-6.16,30.98,-42.12,-0.01,0.05,0.98,-0.5,-3.1,-2.8,0,0,0,-0.14355,-0.03969,0.0103
0.08,0,-4.020408163,49.46938776,127.2244898,-35.51020408,17.81632653,-66.55102041,15.81632653,57.3877551,101.1632653,-31.93877551,-52.7755102,-283.7959184,0.469387755,-39.48979592,162.755102,-56.16326531,36.46938776,32,-0.01,0.03,0.97,0.7,-5.9,-7.3,23.48,35.48,76.64,-14.4,6.32,8.46,-110.58,-67.16,153.4,-99.24,63.1,116.26,33.48,-6.92,226.38,-9.16,30.98,-44.12,0,0.05,0.98,-0.7,-3,-2.8,0,0,0,-0.14355,-0.03969,0.0103
0.1,0,-6.020408163,53.46938776,132.2244898,-35.51020408,19.81632653,-43.55102041,12.81632653,57.3877551,103.1632653,-32.93877551,-48.7755102,-287.7959184,-1.530612245,-42.48979592,162.755102,-58.16326531,36.46938776,23,0,0.04,0.98,0.5,-5.9,-7.7,16.48,29.48,80.64,-15.4,6.32,2.46,-106.58,-69.16,153.4,-97.24,63.1,108.26,32.48,-5.92,228.38,-8.16,29.98,-46.12,0.01,0.05,0.98,-0.7,-3.1,-2.8,0,0,0,-0.14355,-0.03969,0.0103
0.12,0,-4.020408163,59.46938776,129.2244898,-38.51020408,21.81632653,-64.55102041,22.81632653,55.3877551,98.16326531,-31.93877551,-55.7755102,-297.7959184,2.469387755,-44.48979592,163.755102,-59.16326531,35.46938776,27,0,0.03,0.97,0.4,-5.7,-7.5,21.48,36.48,73.64,-12.4,7.32,-19.54,-110.58,-71.16,156.4,-100.24,66.1,110.26,31.48,-6.92,230.38,-9.16,29.98,-43.12,0,0.05,0.98,-0.7,-3.2,-2.9,0,0,0,-0.14355,-0.03969,0.0103
0.14,0,-8.020408163,55.46938776,130.2244898,-36.51020408,17.81632653,-77.55102041,15.81632653,57.3877551,103.1632653,-31.93877551,-49.7755102,-310.7959184,1.469387755,-41.48979592,164.755102,-57.16326531,35.46938776,23,0,0.03,0.97,0.3,-5.8,-7.7,16.48,32.48,74.64,-12.4,11.32,0.46,-111.58,-74.16,152.4,-97.24,66.1,145.26,32.48,-4.92,232.38,-7.16,31.98,-45.12,0,0.04,0.98,-0.9,-3.2,-2.8,0,0,0,-0.14355,-0.03969,0.0103
0.18,0,-7.020408163,52.46938776,125.2244898,-32.51020408,16.81632653,-49.55102041,16.81632653,55.3877551,98.16326531,-30.93877551,-53.7755102,-305.7959184,-1.530612245,-39.48979592,164.755102,-56.16326531,37.46938776,27,0,0.03,0.97,0.4,-5.7,-7.5,20.48,33.48,75.64,-13.4,8.32,-5.54,-111.58,-72.16,154.4,-99.24,65.1,113.26,33.48,-4.92,232.38,-8.16,30.98,-52.12,0,0.04,0.98,-0.5,-2.8,-2.6,0,0,0,-0.14355,-0.03969,0.0103
0.2,0,-4.020408163,52.46938776,130.2244898,-37.51020408,18.81632653,-86.55102041,13.81632653,55.3877551,107.1632653,-30.93877551,-48.7755102,-293.7959184,0.469387755,-40.48979592,166.755102,-58.16326531,36.46938776,27,0,0.04,0.97,0.5,-5.9,-7.3,19.48,31.48,81.64,-13.4,9.32,-4.54,-111.58,-71.16,155.4,-99.24,65.1,128.26,32.48,-5.92,234.38,-9.16,31.98,-48.12,0,0.04,0.98,-0.6,-2.8,-2.6,0,0,0,-0.14355,-0.03969,0.0103
0.22,0,-12.02040816,57.46938776,125.2244898,-29.51020408,18.81632653,-28.55102041,18.81632653,59.3877551,97.16326531,-28.93877551,-54.7755102,-305.7959184,-1.530612245,-40.48979592,166.755102,-57.16326531,37.46938776,20,0,0.04,0.97,0.4,-5.9,-7.4,21.48,37.48,72.64,-11.4,8.32,-0.54,-111.58,-65.16,154.4,-96.24,64.1,110.26,32.48,-6.92,234.38,-10.16,32.98,-50.12,0,0.05,0.98,-0.5,-3,-2.8,0,0,0,-0.14355,-0.03969,0.0103
