Time(s),L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0,106.84,35.98,147.16,-88.22,-1.46,33.9,16.82,34.72,60.84,-16.66,-14.72,170.06,16.96,6.12,100.2,-40.22,5.64,12.22,0.01,0.05,0.98,2.7,-4.5,-4.4,-24.06122449,108.4081633,190.0816327,-37.26530612,-25.91836735,-42.57142857,-21.83673469,91.06122449,151.3877551,-16.26530612,-9.326530612,52.85714286,2.897959184,23.14285714,121.5102041,-38.04081633,-6.918367347,31.81632653,-0.01,0.07,0.96,0,-4.2,-3.5,-0.0326,0.11731,-0.05855,-0.65613,-0.1817,-0.84749
0.02,113.84,34.98,141.16,-90.22,0.54,51.9,17.82,27.72,59.84,-14.66,-13.72,177.06,18.96,6.12,100.2,-39.22,5.64,15.22,0.01,0.06,0.98,2.5,-4.6,-4.2,-16.06122449,110.4081633,180.0816327,-36.26530612,-32.91836735,-47.57142857,-24.83673469,87.06122449,149.3877551,-18.26530612,-10.32653061,24.85714286,1.897959184,24.14285714,122.5102041,-38.04081633,-6.918367347,22.81632653,-0.01,0.07,0.97,0,-4.2,-3.5,-0.0326,0.11731,-0.05855,-0.65613,-0.1817,-0.84749
0.04,107.84,37.98,142.16,-87.22,-0.46,48.9,12.82,35.72,58.84,-13.66,-11.72,180.06,21.96,7.12,101.2,-38.22,2.64,19.22,0.01,0.05,0.98,2.5,-4.7,-4.5,-20.06122449,110.4081633,186.0816327,-37.26530612,-30.91836735,-65.57142857,-22.83673469,83.06122449,147.3877551,-17.26530612,-11.32653061,35.85714286,3.897959184,22.14285714,123.5102041,-39.04081633,-7.918367347,32.81632653,-0.01,0.07,0.97,-0.3,-4.2,-3.5,-0.0326,0.11731,-0.05855,-0.65613,-0.1817,-0.84749
0.06,112.84,32.98,144.16,-89.22,-2.46,9.9,13.82,29.72,55.84,-16.66,-12.72,215.06,17.96,6.12,101.2,-39.22,5.64,17.22,0.01,0.05,0.98,2.5,-4.5,-4.4,-19.06122449,106.4081633,189.0816327,-38.26530612,-27.91836735,-69.57142857,-24.83673469,88.06122449,147.3877551,-17.26530612,-10.32653061,41.85714286,1.897959184,23.14285714,123.5102041,-39.04081633,-6.918367347,28.81632653,0,0.06,0.96,-0.1,-4.3,-3.4,-0.0326,0.11731,-0.05855,-0.65613,-0.1817,-0.84749
0.08,108.84,36.98,144.16,-88.22,-0.46,61.9,13.82,29.72,52.84,-15.66,-14.72,205.06,17.96,7.12,102.2,-38.22,4.64,17.22,0,0.05,0.98,2.5,-4.7,-4.5,-24.06122449,111.4081633,188.0816327,-36.26530612,-26.91836735,-49.57142857,-25.83673469,88.06122449,148.3877551,-19.26530612,-10.32653061,32.85714286,2.897959184,24.14285714,126.5102041,-39.04081633,-6.918367347,30.81632653,-0.01,0.07,0.96,0.1,-4.6,-3.6,-0.0326,0.11731,-0.05855,-0.65613,-0.1817,-0.84749
0.1,106.84,32.98,140.16,-91.22,-0.46,21.9,12.82,28.72,51.84,-15.66,-12.72,176.06,16.96,7.12,100.2,-38.22,4.64,10.22,0,0.05,0.98,2.6,-4.5,-4.3,-20.06122449,107.4081633,183.0816327,-36.26530612,-28.91836735,-45.57142857,-24.83673469,79.06122449,147.3877551,-21.26530612,-9.326530612,37.85714286,2.897959184,22.14285714,128.5102041,-41.04081633,-7.918367347,30.81632653,-0.01,0.07,0.97,-0.3,-4,-3.5,-0.0326,0.11731,-0.05855,-0.65613,-0.1817,-0.84749
0.12,107.84,33.98,144.16,-88.22,1.54,57.9,14.82,29.72,58.84,-15.66,-14.72,185.06,18.96,5.12,103.2,-40.22,2.64,8.22,0.01,0.05,0.98,2.5,-4.7,-4.4,-21.06122449,103.4081633,183.0816327,-37.26530612,-27.91836735,-57.57142857,-21.83673469,87.06122449,149.3877551,-17.26530612,-11.32653061,21.85714286,2.897959184,22.14285714,130.5102041,-41.04081633,-8.918367347,33.81632653,-0.01,0.07,0.97,-0.2,-4.4,-3.3,-0.0326,0.11731,-0.05855,-0.65613,-0.1817,-0.84749
0.14,107.84,32.98,140.16,-88.22,-1.46,55.9,15.82,28.72,54.84,-17.66,-12.72,172.06,17.96,5.12,101.2,-40.22,3.64,12.22,0.01,0.05,0.98,2.8,-4.6,-4.4,-23.06122449,107.4081633,183.0816327,-35.26530612,-25.91836735,-48.57142857,-22.83673469,85.06122449,146.3877551,-16.26530612,-10.32653061,48.85714286,2.897959184,24.14285714,131.5102041,-40.04081633,-7.918367347,31.81632653,-0.01,0.06,0.97,0,-4.3,-3.4,-0.0326,0.11731,-0.05855,-0.65613,-0.1817,-0.84749
0.16,107.84,34.98,141.16,-87.22,0.54,48.9,15.82,34.72,60.84,-13.66,-14.72,181.06,16.96,5.12,102.2,-39.22,5.64,16.22,0.01,0.05,0.98,2.5,-4.3,-4.5,-20.06122449,104.4081633,179.0816327,-36.26530612,-28.91836735,-55.57142857,-25.83673469,88.06122449,148.3877551,-18.26530612,-9.326530612,31.85714286,4.897959184,22.14285714,131.5102041,-42.04081633,-9.918367347,33.81632653,-0.01,0.07,0.97,0,-4.2,-3.5,-0.0326,0.11731,-0.05855,-0.65613,-0.1817,-0.84749
0.18,109.84,33.98,138.16,-84.22,-0.46,48.9,17.82,29.72,54.84,-15.66,-14.72,165.06,17.96,3.12,103.2,-41.22,4.64,13.22,0.01,0.05,0.98,2.5,-4.5,-4.3,-20.06122449,101.4081633,180.0816327,-37.26530612,-28.91836735,-46.57142857,-23.83673469,74.06122449,145.3877551,-18.26530612,-8.326530612,42.85714286,2.897959184,25.14285714,134.5102041,-40.04081633,-8.918367347,26.81632653,-0.01,0.07,0.97,-0.2,-4.2,-3.3,-0.0326,0.11731,-0.05855,-0.65613,-0.1817,-0.84749
