Time(s),FX1,L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0.02,0,32.02,44.4,94.44,-28.4,7.72,8.5,17.78,10.74,80.7,-34.48,-8.74,-39.66,28.3,-31.88,386.58,-67.7,-18.12,87.02,-0.09,0.06,1,0.6,-3.3,0.7,-100.22,-151.12,403.42,-165.54,52.88,-31.78,0.9,23.48,-83.34,30.18,43.64,106.82,197.7,-109.9,654.96,-179.58,22.7,57.38,0.09,0.04,1.01,1.5,-4.1,0.4,0.05628,-0.00012,0.16984,0,0,0
0.04,0,25.02,43.4,92.44,-26.4,9.72,-5.5,17.78,15.74,80.7,-34.48,-10.74,-64.66,27.3,-32.88,385.58,-69.7,-16.12,85.02,-0.09,0.06,1,0.6,-3.3,0.7,-92.22,-149.12,413.42,-176.54,52.88,-26.78,6.9,25.48,-86.34,30.18,39.64,70.82,201.7,-107.9,658.96,-180.58,19.7,63.38,0.09,0.04,1.01,1.6,-3.9,0.4,0.05628,-0.00012,0.16984,0,0,0
0.06,0,31.02,47.4,94.44,-25.4,8.72,-4.5,18.78,12.74,81.7,-32.48,-11.74,-42.66,31.3,-31.88,380.58,-68.7,-21.12,91.02,-0.08,0.06,1,0.5,-3.1,0.8,-95.22,-155.12,409.42,-182.54,54.88,-3.78,1.9,28.48,-85.34,31.18,42.64,99.82,200.7,-103.9,666.96,-181.58,22.7,61.38,0.09,0.03,1.01,1.6,-4.1,0.4,0.05628,-0.00012,0.16984,0,0,0
0.08,0,34.02,46.4,93.44,-28.4,8.72,6.5,18.78,12.74,79.7,-33.48,-10.74,-37.66,28.3,-33.88,378.58,-68.7,-18.12,86.02,-0.09,0.06,1,0.5,-3.2,0.7,-104.22,-141.12,407.42,-177.54,55.88,-40.78,9.9,32.48,-89.34,32.18,41.64,86.82,198.7,-97.9,664.96,-182.58,22.7,52.38,0.09,0.03,1,1.8,-4.8,0.2,0.05628,-0.00012,0.16984,0,0,0
0.1,0,31.02,45.4,94.44,-26.4,9.72,-13.5,16.78,11.74,78.7,-34.48,-9.74,-40.66,29.3,-30.88,374.58,-67.7,-17.12,88.02,-0.09,0.06,1,0.5,-3.3,0.7,-95.22,-136.12,386.42,-176.54,52.88,-20.78,0.9,25.48,-90.34,31.18,41.64,93.82,198.7,-96.9,661.96,-184.58,20.7,61.38,0.09,0.04,1.01,1.6,-5.2,0.2,0.05628,-0.00012,0.16984,0,0,0
0.12,0,39.02,45.4,95.44,-26.4,9.72,-14.5,16.78,15.74,83.7,-33.48,-10.74,-43.66,30.3,-29.88,372.58,-67.7,-18.12,82.02,-0.09,0.06,1,0.5,-3.2,0.7,-99.22,-129.12,367.42,-167.54,53.88,1.22,2.9,30.48,-84.34,27.18,43.64,97.82,199.7,-91.9,663.96,-184.58,17.7,65.38,0.09,0.04,1.01,1,-5,0.3,0.05628,-0.00012,0.16984,0,0,0
0.14,0,31.02,43.4,96.44,-27.4,12.72,13.5,19.78,16.74,82.7,-34.48,-8.74,-56.66,28.3,-32.88,370.58,-70.7,-18.12,81.02,-0.09,0.06,1,0.6,-3.2,0.7,-89.22,-117.12,328.42,-150.54,44.88,5.22,5.9,26.48,-80.34,23.18,44.64,84.82,198.7,-86.9,658.96,-184.58,17.7,65.38,0.09,0.04,1,0.2,-5.2,0.3,0.05628,-0.00012,0.16984,0,0,0
0.16,0,31.02,44.4,97.44,-29.4,9.72,-13.5,15.78,15.74,82.7,-33.48,-10.74,-50.66,26.3,-31.88,366.58,-69.7,-15.12,81.02,-0.09,0.06,1.01,0.6,-3.2,0.7,-86.22,-110.12,285.42,-126.54,34.88,0.22,9.9,29.48,-85.34,22.18,42.64,73.82,197.7,-82.9,647.96,-183.58,13.7,57.38,0.1,0.03,1.01,-0.3,-5.3,0.3,0.05628,-0.00012,0.16984,0,0,0
0.18,0,34.02,45.4,98.44,-27.4,9.72,-5.5,16.78,13.74,81.7,-37.48,-11.74,-42.66,25.3,-32.88,361.58,-67.7,-15.12,79.02,-0.08,0.06,1,0.7,-3.2,0.7,-83.22,-101.12,243.42,-109.54,28.88,-23.78,9.9,30.48,-75.34,17.18,47.64,91.82,197.7,-80.9,628.96,-181.58,10.7,57.38,0.1,0.04,1.01,-0.3,-5,0.3,0.05628,-0.00012,0.16984,0,0,0
0.2,0,37.02,42.4,99.44,-31.4,10.72,-0.5,13.78,17.74,80.7,-33.48,-9.74,-41.66,24.3,-30.88,352.58,-67.7,-14.12,77.02,-0.08,0.06,1,0.7,-3.3,0.7,-81.22,-89.12,217.42,-97.54,22.88,-25.78,8.9,30.48,-85.34,19.18,47.64,99.82,194.7,-79.9,612.96,-176.58,9.7,59.38,0.1,0.04,1,-0.2,-4.9,0.4,0.05628,-0.00012,0.16984,0,0,0
0.22,0,35.02,46.4,101.44,-30.4,9.72,-17.5,14.78,11.74,79.7,-37.48,-11.74,-39.66,25.3,-30.88,344.58,-66.7,-16.12,69.02,-0.09,0.06,1,0.7,-3.1,0.7,-75.22,-85.12,194.42,-85.54,20.88,17.22,4.9,32.48,-69.34,17.18,50.64,103.82,193.7,-81.9,600.96,-177.58,7.7,48.38,0.1,0.03,1.01,0.1,-4.7,0.4,0.05628,-0.00012,0.16984,0,0,0
0.24,0,40.02,46.4,101.44,-28.4,9.72,-4.5,14.78,14.74,85.7,-34.48,-10.74,-30.66,24.3,-29.88,337.58,-65.7,-17.12,67.02,-0.08,0.06,1.01,0.7,-3.2,0.7,-65.22,-74.12,173.42,-78.54,17.88,19.22,7.9,38.48,-73.34,16.18,51.64,93.82,191.7,-79.9,590.96,-174.58,5.7,47.38,0.1,0.03,1.01,0.4,-4.5,0.4,0.05628,-0.00012,0.16984,0,0,0
0.28,0,41.02,45.4,104.44,-31.4,10.72,-5.5,12.78,15.74,83.7,-35.48,-11.74,-31.66,23.3,-29.88,319.58,-64.7,-19.12,63.02,-0.08,0.06,1,0.7,-3.1,0.7,-56.22,-58.12,147.42,-67.54,13.88,-6.78,10.9,41.48,-68.34,10.18,53.64,91.82,187.7,-81.9,557.96,-163.58,2.7,40.38,0.1,0.03,1.01,0.4,-4.8,0.5,0.05628,-0.00012,0.16984,0,0,0
0.3,0,39.02,52.4,103.44,-29.4,9.72,-2.5,16.78,16.74,86.7,-35.48,-10.74,-29.66,20.3,-30.88,314.58,-66.7,-15.12,61.02,-0.08,0.06,1,0.7,-3.1,0.7,-49.22,-57.12,135.42,-62.54,12.88,24.22,5.9,42.48,-64.34,10.18,57.64,118.82,184.7,-80.9,534.96,-157.58,2.7,28.38,0.1,0.03,1.01,0.5,-4.9,0.4,0.05628,-0.00012,0.16984,0,0,0
0.32,0,37.02,48.4,106.44,-30.4,7.72,-9.5,13.78,13.74,86.7,-36.48,-11.74,-35.66,19.3,-27.88,306.58,-61.7,-16.12,68.02,-0.09,0.06,1,0.7,-3.2,0.7,-54.22,-41.12,127.42,-55.54,11.88,-4.78,10.9,46.48,-64.34,8.18,56.64,91.82,181.7,-80.9,515.96,-153.58,-0.3,26.38,0.1,0.03,1.01,0.5,-4.6,0.4,0.05628,-0.00012,0.16984,0,0,0
