Time(s),FX1,L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0.02,0,19.41666667,20.875,35.10416667,-25.39583333,11.08333333,0.9375,67.04166667,59.29166667,139.9166667,-42.35416667,-8.770833333,-59.4375,18.58333333,-28.70833333,87.16666667,-58.41666667,-10.625,3.333333333,-0.04,0.06,0.99,-0.9,-5,-3.5,-65.72,48.2,28.74,-5.82,19.7,-51.42,27.68,92.86,198.32,-74.74,-1.96,-172.88,-36.64,20.08,37.9,-17.34,16.22,-11.34,0.02,0.08,0.97,-1.9,-4,-4.5,7.3219,-14.67874,3.7011,-0.02466,0.27551,0.05627
0.04,0,16.41666667,18.875,42.10416667,-25.39583333,9.083333333,-18.0625,67.04166667,59.29166667,140.9166667,-43.35416667,-7.770833333,-57.4375,21.58333333,-27.70833333,83.16666667,-56.41666667,-10.625,6.333333333,-0.04,0.06,0.99,-0.8,-4.9,-3.7,-60.72,44.2,26.74,-7.82,17.7,-49.42,25.68,84.86,196.32,-74.74,-1.96,-132.88,-37.64,21.08,36.9,-16.34,16.22,-18.34,0.02,0.08,0.97,-1.9,-4,-4.3,7.3219,-14.67874,3.7011,-0.02466,0.27551,0.05627
0.06,0,18.41666667,19.875,34.10416667,-25.39583333,13.08333333,8.9375,66.04166667,58.29166667,134.9166667,-44.35416667,-8.770833333,-52.4375,17.58333333,-29.70833333,81.16666667,-58.41666667,-8.625,3.333333333,-0.04,0.06,0.98,-0.9,-5.1,-3.3,-61.72,47.2,27.74,-7.82,16.7,-72.42,28.68,86.86,199.32,-77.74,-2.96,-165.88,-38.64,22.08,36.9,-15.34,16.22,-16.34,0.03,0.08,0.97,-1.9,-4,-4.6,7.3219,-14.67874,3.7011,-0.02466,0.27551,0.05627
0.08,0,23.41666667,21.875,41.10416667,-24.39583333,8.083333333,-13.0625,63.04166667,60.29166667,139.9166667,-42.35416667,-7.770833333,-33.4375,18.58333333,-26.70833333,82.16666667,-55.41666667,-10.625,3.333333333,-0.04,0.06,0.99,-1,-5.2,-3.5,-64.72,47.2,29.74,-7.82,17.7,-64.42,21.68,87.86,201.32,-75.74,1.04,-140.88,-38.64,19.08,36.9,-18.34,15.22,-11.34,0.02,0.08,0.96,-1.8,-3.8,-4.5,7.3219,-14.67874,3.7011,-0.02466,0.27551,0.05627
0.1,0,19.41666667,19.875,38.10416667,-26.39583333,13.08333333,2.9375,67.04166667,56.29166667,132.9166667,-42.35416667,-8.770833333,-71.4375,19.58333333,-26.70833333,78.16666667,-54.41666667,-9.625,4.333333333,-0.05,0.06,0.99,-1.2,-5.2,-3.5,-65.72,50.2,28.74,-7.82,14.7,-62.42,27.68,88.86,201.32,-76.74,-1.96,-170.88,-37.64,20.08,37.9,-18.34,17.22,-12.34,0.03,0.08,0.97,-2.1,-4.3,-4.5,7.3219,-14.67874,3.7011,-0.02466,0.27551,0.05627
0.14,0,16.41666667,22.875,40.10416667,-28.39583333,10.08333333,-7.0625,63.04166667,57.29166667,126.9166667,-42.35416667,-7.770833333,-55.4375,19.58333333,-25.70833333,73.16666667,-53.41666667,-9.625,2.333333333,-0.05,0.06,0.99,-0.9,-5.2,-3.4,-58.72,48.2,27.74,-7.82,15.7,-62.42,22.68,89.86,203.32,-78.74,-0.96,-161.88,-37.64,20.08,39.9,-17.34,17.22,-9.34,0.02,0.08,0.97,-2.1,-4,-4.4,7.3219,-14.67874,3.7011,-0.02466,0.27551,0.05627
0.16,0,21.41666667,18.875,39.10416667,-30.39583333,11.08333333,-34.0625,63.04166667,59.29166667,144.9166667,-39.35416667,-10.77083333,-43.4375,21.58333333,-26.70833333,71.16666667,-53.41666667,-10.625,0.333333333,-0.04,0.06,0.99,-1,-5.2,-3.5,-73.72,44.2,30.74,-5.82,17.7,-77.42,21.68,88.86,201.32,-78.74,-0.96,-137.88,-36.64,17.08,42.9,-20.34,16.22,-7.34,0.03,0.08,0.96,-2,-4.1,-4.4,7.3219,-14.67874,3.7011,-0.02466,0.27551,0.05627
0.18,0,17.41666667,19.875,43.10416667,-27.39583333,11.08333333,5.9375,61.04166667,57.29166667,136.9166667,-38.35416667,-7.770833333,-48.4375,21.58333333,-25.70833333,70.16666667,-50.41666667,-11.625,0.333333333,-0.04,0.06,0.99,-1.2,-5.3,-3.5,-61.72,48.2,28.74,-4.82,16.7,-52.42,23.68,89.86,202.32,-78.74,-2.96,-160.88,-36.64,17.08,43.9,-19.34,17.22,-10.34,0.02,0.08,0.96,-2,-4,-4.3,7.3219,-14.67874,3.7011,-0.02466,0.27551,0.05627
0.2,0,21.41666667,23.875,41.10416667,-30.39583333,12.08333333,4.9375,69.04166667,60.29166667,130.9166667,-41.35416667,-9.770833333,-63.4375,19.58333333,-24.70833333,68.16666667,-50.41666667,-9.625,-4.666666667,-0.03,0.06,0.99,-1.2,-5,-3.4,-59.72,47.2,28.74,-7.82,15.7,-69.42,24.68,89.86,204.32,-79.74,-0.96,-147.88,-36.64,16.08,44.9,-20.34,16.22,-8.34,0.02,0.08,0.96,-2.1,-4.2,-4.2,7.3219,-14.67874,3.7011,-0.02466,0.27551,0.05627
0.22,0,21.41666667,19.875,39.10416667,-30.39583333,13.08333333,16.9375,61.04166667,60.29166667,134.9166667,-37.35416667,-9.770833333,-42.4375,21.58333333,-22.70833333,67.16666667,-49.41666667,-11.625,1.333333333,-0.04,0.06,0.98,-1.2,-5.2,-3.7,-59.72,46.2,29.74,-6.82,14.7,-72.42,26.68,87.86,203.32,-78.74,-1.96,-152.88,-36.64,16.08,43.9,-20.34,16.22,-11.34,0.03,0.08,0.97,-2,-4,-4.4,7.3219,-14.67874,3.7011,-0.02466,0.27551,0.05627
