Time(s),FX1,L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0,0,82.22,84.88,167.52,-47.24,3,23.08,-34.12,74.18,129.98,-33.3,5,-45.58,-18.1,-16.68,100.48,-31.12,15.6,-0.64,-0.08,0.06,1,0.4,-3.3,0.7,-107.6666667,-7,172.5625,-48.8125,23.5,-4.979166667,23.20833333,131.9375,70.1875,-31.375,63.70833333,79.04166667,64.02083333,10.60416667,118.375,-44.58333333,-23.52083333,-43.02083333,0.11,0.03,1,1.5,-3.3,0.4,0,0,0,-0.28138,-0.01068,0.12007
0.02,0,84.22,78.88,169.52,-46.24,0,-2.92,-38.12,76.18,125.98,-33.3,4,-35.58,-19.1,-18.68,101.48,-33.12,17.6,7.36,-0.08,0.07,1,0.4,-3.3,0.7,-106.6666667,-8,172.5625,-48.8125,20.5,1.020833333,24.20833333,130.9375,72.1875,-32.375,59.70833333,36.04166667,63.02083333,9.604166667,116.375,-44.58333333,-23.52083333,-44.02083333,0.11,0.03,1,1.3,-3.3,0.4,0,0,0,-0.28138,-0.01068,0.12007
0.04,0,76.22,81.88,166.52,-46.24,2,-4.92,-33.12,77.18,131.98,-30.3,4,-36.58,-15.1,-19.68,100.48,-34.12,14.6,8.36,-0.08,0.06,1,0.2,-3.2,0.7,-105.6666667,-11,169.5625,-51.8125,23.5,5.020833333,24.20833333,127.9375,76.1875,-32.375,61.70833333,57.04166667,64.02083333,9.604166667,118.375,-44.58333333,-23.52083333,-45.02083333,0.11,0.03,1,1.1,-3.3,0.5,0,0,0,-0.28138,-0.01068,0.12007
0.06,0,84.22,82.88,165.52,-46.24,5,34.08,-33.12,79.18,128.98,-32.3,4,-42.58,-15.1,-18.68,99.48,-33.12,14.6,7.36,-0.08,0.06,0.99,0.4,-3.3,0.7,-103.6666667,-9,171.5625,-49.8125,21.5,-17.97916667,15.20833333,130.9375,81.1875,-33.375,62.70833333,82.04166667,67.02083333,9.604166667,122.375,-45.58333333,-24.52083333,-38.02083333,0.11,0.03,1,1.1,-3.3,0.6,0,0,0,-0.28138,-0.01068,0.12007
0.08,0,86.22,80.88,163.52,-45.24,3,17.08,-31.12,73.18,127.98,-31.3,4,-31.58,-16.1,-16.68,102.48,-32.12,15.6,5.36,-0.08,0.06,0.99,0.4,-3.3,0.6,-110.6666667,-12,168.5625,-48.8125,24.5,-26.97916667,23.20833333,125.9375,73.1875,-30.375,63.70833333,79.04166667,65.02083333,10.60416667,127.375,-45.58333333,-21.52083333,-46.02083333,0.11,0.03,1,1.1,-3.3,0.5,0,0,0,-0.28138,-0.01068,0.12007
0.1,0,85.22,76.88,163.52,-46.24,4,-3.92,-37.12,74.18,129.98,-30.3,8,-36.58,-17.1,-19.68,103.48,-35.12,16.6,12.36,-0.08,0.07,1,0.2,-3.3,0.6,-105.6666667,-11,167.5625,-48.8125,23.5,-28.97916667,23.20833333,126.9375,66.1875,-30.375,59.70833333,75.04166667,69.02083333,8.604166667,131.375,-47.58333333,-24.52083333,-37.02083333,0.11,0.03,1,1.1,-3.3,0.4,0,0,0,-0.28138,-0.01068,0.12007
0.12,0,83.22,80.88,161.52,-44.24,5,23.08,-33.12,77.18,124.98,-33.3,4,-45.58,-16.1,-18.68,103.48,-35.12,16.6,10.36,-0.08,0.07,1,0.3,-3.1,0.6,-108.6666667,-9,170.5625,-48.8125,25.5,-14.97916667,22.20833333,125.9375,70.1875,-30.375,61.70833333,63.04166667,67.02083333,9.604166667,133.375,-47.58333333,-21.52083333,-28.02083333,0.11,0.03,1,1,-3.1,0.4,0,0,0,-0.28138,-0.01068,0.12007
0.14,0,82.22,80.88,161.52,-44.24,2,0.08,-36.12,76.18,125.98,-31.3,7,-57.58,-14.1,-18.68,105.48,-34.12,12.6,2.36,-0.08,0.07,1,0.1,-3.2,0.4,-103.6666667,-11,165.5625,-48.8125,22.5,-25.97916667,23.20833333,128.9375,68.1875,-30.375,61.70833333,90.04166667,68.02083333,9.604166667,136.375,-46.58333333,-21.52083333,-41.02083333,0.11,0.03,1,1.1,-3.2,0.4,0,0,0,-0.28138,-0.01068,0.12007
0.16,0,77.22,79.88,159.52,-45.24,5,4.08,-33.12,71.18,125.98,-30.3,5,-35.58,-16.1,-18.68,111.48,-34.12,15.6,9.36,-0.08,0.06,0.99,0.1,-3.3,0.6,-109.6666667,-8,167.5625,-46.8125,22.5,-25.97916667,22.20833333,125.9375,68.1875,-29.375,60.70833333,69.04166667,68.02083333,9.604166667,140.375,-48.58333333,-20.52083333,-32.02083333,0.11,0.03,1,1.1,-3.1,0.4,0,0,0,-0.28138,-0.01068,0.12007
0.18,0,79.22,76.88,157.52,-44.24,5,7.08,-36.12,69.18,124.98,-29.3,5,-30.58,-16.1,-18.68,112.48,-36.12,16.6,10.36,-0.08,0.06,1,0.2,-3.3,0.6,-101.6666667,-10,165.5625,-46.8125,21.5,-26.97916667,18.20833333,126.9375,71.1875,-31.375,62.70833333,53.04166667,69.02083333,11.60416667,142.375,-47.58333333,-21.52083333,-34.02083333,0.11,0.03,1,1.2,-3.3,0.4,0,0,0,-0.28138,-0.01068,0.12007
0.2,0,75.22,76.88,156.52,-45.24,4,24.08,-36.12,70.18,121.98,-30.3,6,-16.58,-14.1,-17.68,115.48,-36.12,15.6,12.36,-0.08,0.06,1,0.3,-3.2,0.6,-99.66666667,-12,164.5625,-46.8125,21.5,-17.97916667,22.20833333,124.9375,71.1875,-30.375,60.70833333,73.04166667,67.02083333,9.604166667,141.375,-47.58333333,-20.52083333,-40.02083333,0.11,0.03,1,1.5,-3.2,0.4,0,0,0,-0.28138,-0.01068,0.12007
0.22,0,75.22,77.88,155.52,-43.24,4,3.08,-37.12,71.18,119.98,-31.3,5,-30.58,-13.1,-18.68,115.48,-37.12,12.6,3.36,-0.08,0.07,0.99,0.5,-3.1,0.5,-101.6666667,-11,165.5625,-48.8125,23.5,-32.97916667,20.20833333,128.9375,63.1875,-26.375,59.70833333,74.04166667,67.02083333,11.60416667,139.375,-46.58333333,-20.52083333,-38.02083333,0.11,0.03,1,1.4,-3.1,0.4,0,0,0,-0.28138,-0.01068,0.12007
0.24,0,77.22,75.88,155.52,-43.24,4,-2.92,-34.12,68.18,119.98,-31.3,4,-33.58,-15.1,-20.68,116.48,-37.12,15.6,9.36,-0.08,0.06,0.99,0.3,-3.1,0.6,-104.6666667,-10,164.5625,-49.8125,23.5,-6.979166667,23.20833333,122.9375,63.1875,-30.375,58.70833333,68.04166667,70.02083333,9.604166667,136.375,-46.58333333,-22.52083333,-39.02083333,0.11,0.03,1,1.3,-3.1,0.4,0,0,0,-0.28138,-0.01068,0.12007
0.26,0,70.22,73.88,154.52,-43.24,5,16.08,-37.12,68.18,120.98,-29.3,6,-25.58,-13.1,-19.68,119.48,-38.12,13.6,14.36,-0.08,0.06,0.99,0.2,-3.2,0.6,-108.6666667,-7,166.5625,-46.8125,22.5,-27.97916667,21.20833333,124.9375,69.1875,-29.375,60.70833333,64.04166667,69.02083333,6.604166667,139.375,-50.58333333,-21.52083333,-31.02083333,0.11,0.03,0.99,1.1,-3.1,0.4,0,0,0,-0.28138,-0.01068,0.12007
0.28,0,72.22,76.88,156.52,-42.24,2,4.08,-32.12,75.18,123.98,-29.3,5,-39.58,-14.1,-22.68,121.48,-41.12,14.6,16.36,-0.08,0.06,1,0.4,-3.3,0.5,-104.6666667,-9,165.5625,-47.8125,21.5,-52.97916667,20.20833333,126.9375,71.1875,-27.375,60.70833333,82.04166667,71.02083333,10.60416667,142.375,-47.58333333,-20.52083333,-24.02083333,0.11,0.03,1,1.3,-3.1,0.4,0,0,0,-0.28138,-0.01068,0.12007
0.3,0,77.22,76.88,156.52,-42.24,5,8.08,-35.12,70.18,122.98,-32.3,6,-42.58,-15.1,-18.68,123.48,-37.12,17.6,10.36,-0.08,0.06,1,0.4,-3.1,0.7,-100.6666667,-14,162.5625,-48.8125,20.5,6.020833333,28.20833333,124.9375,69.1875,-32.375,59.70833333,74.04166667,71.02083333,9.604166667,141.375,-47.58333333,-21.52083333,-30.02083333,0.11,0.03,1,1.5,-3.1,0.4,0,0,0,-0.28138,-0.01068,0.12007
0.32,0,69.22,79.88,155.52,-44.24,5,13.08,-35.12,73.18,125.98,-30.3,6,-31.58,-12.1,-19.68,123.48,-39.12,13.6,12.36,-0.08,0.06,1,0.4,-3.1,0.5,-100.6666667,-11,165.5625,-49.8125,22.5,-22.97916667,18.20833333,127.9375,69.1875,-31.375,59.70833333,62.04166667,68.02083333,8.604166667,137.375,-47.58333333,-21.52083333,-33.02083333,0.11,0.03,1,1.6,-3.1,0.4,0,0,0,-0.28138,-0.01068,0.12007
0.34,0,74.22,75.88,156.52,-43.24,2,-13.92,-37.12,72.18,123.98,-30.3,6,-33.58,-14.1,-19.68,122.48,-37.12,13.6,11.36,-0.08,0.06,1,0.4,-3.1,0.7,-102.6666667,-11,164.5625,-47.8125,22.5,-10.97916667,26.20833333,123.9375,70.1875,-28.375,60.70833333,71.04166667,68.02083333,8.604166667,136.375,-47.58333333,-21.52083333,-37.02083333,0.11,0.03,1,1.3,-3.1,0.4,0,0,0,-0.28138,-0.01068,0.12007
0.36,0,73.22,78.88,156.52,-42.24,4,27.08,-31.12,74.18,123.98,-29.3,5,-25.58,-13.1,-19.68,125.48,-39.12,15.6,14.36,-0.08,0.06,0.99,0.4,-3.3,0.6,-96.66666667,-17,162.5625,-49.8125,21.5,-15.97916667,25.20833333,121.9375,65.1875,-28.375,59.70833333,77.04166667,68.02083333,8.604166667,137.375,-48.58333333,-21.52083333,-43.02083333,0.1,0.03,0.99,1.2,-3,0.4,0,0,0,-0.28138,-0.01068,0.12007
0.38,0,73.22,79.88,156.52,-43.24,6,14.08,-34.12,72.18,125.98,-28.3,5,-24.58,-14.1,-20.68,124.48,-40.12,14.6,7.36,-0.08,0.06,1,0.3,-3.1,0.6,-101.6666667,-11,162.5625,-47.8125,23.5,0.020833333,25.20833333,130.9375,65.1875,-27.375,56.70833333,63.04166667,70.02083333,9.604166667,138.375,-48.58333333,-22.52083333,-31.02083333,0.11,0.03,1,1.4,-3,0.4,0,0,0,-0.28138,-0.01068,0.12007
0.4,0,78.22,79.88,159.52,-44.24,3,5.08,-34.12,71.18,121.98,-30.3,4,-25.58,-14.1,-20.68,126.48,-38.12,14.6,10.36,-0.08,0.06,1,0.4,-3.1,0.6,-99.66666667,-10,167.5625,-47.8125,19.5,-38.97916667,23.20833333,122.9375,64.1875,-25.375,57.70833333,94.04166667,68.02083333,9.604166667,136.375,-48.58333333,-21.52083333,-43.02083333,0.1,0.03,1,1.5,-3.1,0.4,0,0,0,-0.28138,-0.01068,0.12007
0.42,0,80.22,80.88,158.52,-44.24,6,27.08,-32.12,72.18,124.98,-31.3,5,-33.58,-13.1,-18.68,124.48,-39.12,12.6,11.36,-0.08,0.06,1,0.4,-3.1,0.7,-100.6666667,-9,165.5625,-48.8125,21.5,-0.979166667,22.20833333,123.9375,65.1875,-29.375,56.70833333,86.04166667,70.02083333,9.604166667,134.375,-46.58333333,-24.52083333,-40.02083333,0.11,0.03,1,1.4,-3.1,0.3,0,0,0,-0.28138,-0.01068,0.12007
0.44,0,78.22,80.88,159.52,-44.24,3,19.08,-33.12,71.18,125.98,-30.3,6,-38.58,-13.1,-22.68,129.48,-42.12,15.6,17.36,-0.08,0.06,0.99,0.4,-3.1,0.6,-98.66666667,-11,167.5625,-48.8125,23.5,-22.97916667,24.20833333,127.9375,61.1875,-26.375,56.70833333,74.04166667,68.02083333,8.604166667,135.375,-47.58333333,-21.52083333,-39.02083333,0.11,0.03,1,1.4,-3.1,0.4,0,0,0,-0.28138,-0.01068,0.12007
0.46,0,80.22,79.88,159.52,-43.24,4,-22.92,-38.12,74.18,124.98,-31.3,7,-30.58,-11.1,-20.68,131.48,-41.12,13.6,21.36,-0.08,0.06,0.99,0.3,-3.2,0.6,-101.6666667,-9,167.5625,-46.8125,22.5,-12.97916667,20.20833333,122.9375,68.1875,-26.375,56.70833333,75.04166667,70.02083333,7.604166667,137.375,-48.58333333,-22.52083333,-28.02083333,0.11,0.03,1,1.2,-3.1,0.3,0,0,0,-0.28138,-0.01068,0.12007
