Time(s),L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0.02,84.18,3.36,123.36,-61.36,-12.58,-179.12,7.7,13,87.04,-33.98,-8.38,-25.12,21.82,-31.74,341.78,-121.88,-3.24,1.32,0.01,0.05,0.98,2.5,-4.3,-4.9,1.06,30.3,129.26,-6.12,-18.32,28.78,-16.8,26.8,102.46,-16.78,7.1,15.3,63.98,-9.04,349.66,-92.18,-30.3,67.06,0,0.07,0.97,-0.4,-4.3,-3.7,0.13684,-0.05072,0.04654,0,0,0
0.04,85.18,9.36,122.36,-64.36,-12.58,-179.12,11.7,9,91.04,-35.98,-6.38,-33.12,21.82,-32.74,346.78,-122.88,-3.24,5.32,0,0.05,0.99,2.3,-4.2,-4.9,3.06,30.3,125.26,-7.12,-20.32,43.78,-13.8,28.8,107.46,-17.78,5.1,0.3,65.98,-9.04,356.66,-93.18,-33.3,71.06,-0.01,0.06,0.97,0,-4.2,-3.7,0.13684,-0.05072,0.04654,0,0,0
0.06,84.18,8.36,119.36,-63.36,-10.58,-162.12,6.7,14,89.04,-33.98,-6.38,-21.12,20.82,-33.74,349.78,-123.88,-4.24,4.32,0,0.05,0.98,2.3,-4.5,-4.8,1.06,28.3,129.26,-9.12,-18.32,31.78,-19.8,30.8,105.46,-17.78,6.1,-7.7,62.98,-10.04,354.66,-94.18,-31.3,70.06,0,0.07,0.97,0.2,-4.4,-3.8,0.13684,-0.05072,0.04654,0,0,0
0.08,84.18,4.36,120.36,-63.36,-12.58,-181.12,9.7,11,79.04,-35.98,-6.38,-39.12,21.82,-32.74,350.78,-124.88,-3.24,5.32,0.01,0.05,0.98,2.5,-4.2,-4.9,1.06,29.3,125.26,-9.12,-19.32,42.78,-13.8,36.8,104.46,-16.78,6.1,17.3,61.98,-7.04,352.66,-92.18,-32.3,69.06,0,0.07,0.97,0,-4.1,-3.6,0.13684,-0.05072,0.04654,0,0,0
0.1,86.18,3.36,118.36,-62.36,-12.58,-169.12,5.7,10,84.04,-34.98,-3.38,-36.12,21.82,-30.74,352.78,-123.88,-5.24,1.32,0.01,0.04,0.98,2.3,-4.2,-4.8,5.06,32.3,123.26,-5.12,-21.32,28.78,-12.8,23.8,102.46,-18.78,5.1,26.3,64.98,-10.04,352.66,-94.18,-32.3,70.06,0,0.07,0.97,0,-4.2,-3.8,0.13684,-0.05072,0.04654,0,0,0
0.12,87.18,10.36,115.36,-62.36,-11.58,-180.12,8.7,13,82.04,-36.98,-7.38,-18.12,19.82,-32.74,356.78,-124.88,-4.24,3.32,0,0.05,0.98,2.2,-4.3,-4.9,3.06,27.3,124.26,-8.12,-20.32,39.78,-19.8,30.8,103.46,-13.78,5.1,4.3,65.98,-9.04,354.66,-94.18,-34.3,67.06,-0.01,0.06,0.97,-0.3,-4.2,-3.8,0.13684,-0.05072,0.04654,0,0,0
0.14,81.18,2.36,120.36,-61.36,-11.58,-187.12,8.7,8,88.04,-34.98,-7.38,-46.12,20.82,-32.74,362.78,-125.88,-4.24,12.32,0.01,0.05,0.98,2.3,-4.3,-4.9,-2.94,28.3,121.26,-6.12,-17.32,45.78,-12.8,31.8,101.46,-14.78,3.1,8.3,63.98,-9.04,361.66,-96.18,-34.3,65.06,-0.01,0.07,0.97,-0.2,-4.2,-3.6,0.13684,-0.05072,0.04654,0,0,0
0.16,80.18,8.36,117.36,-60.36,-14.58,-170.12,8.7,11,83.04,-32.98,-7.38,-26.12,18.82,-33.74,369.78,-129.88,-4.24,8.32,0.01,0.05,0.98,2.3,-4.2,-4.7,4.06,21.3,119.26,-11.12,-17.32,9.78,-13.8,33.8,97.46,-14.78,6.1,18.3,64.98,-9.04,369.66,-96.18,-35.3,67.06,0,0.07,0.97,-0.3,-4,-3.5,0.13684,-0.05072,0.04654,0,0,0
0.18,76.18,3.36,117.36,-60.36,-10.58,-141.12,6.7,9,78.04,-34.98,-8.38,-21.12,18.82,-31.74,371.78,-127.88,-4.24,6.32,0.01,0.05,0.98,2.6,-4.2,-4.8,0.06,24.3,120.26,-6.12,-18.32,29.78,-14.8,27.8,97.46,-14.78,6.1,19.3,64.98,-8.04,373.66,-96.18,-34.3,76.06,-0.01,0.06,0.97,0,-4.1,-3.8,0.13684,-0.05072,0.04654,0,0,0
0.2,83.18,2.36,118.36,-63.36,-11.58,-180.12,6.7,10,77.04,-34.98,-7.38,-50.12,20.82,-31.74,368.78,-126.88,-5.24,8.32,0.01,0.05,0.98,2.4,-4.2,-4.7,5.06,29.3,116.26,-3.12,-21.32,8.78,-15.8,29.8,98.46,-13.78,6.1,-2.7,64.98,-9.04,373.66,-97.18,-34.3,69.06,0,0.07,0.97,17.8,-4,-3.7,0.13684,-0.05072,0.04654,0,0,0
