Time(s),L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0,108.66,26.52,124.64,-94.96,3.4,22.38,24.14,11.66,88.38,-43.22,-9.1,27.62,11.14,-7.9,172.58,-69.84,4.42,8.96,0.01,0.06,0.98,2.2,-3.9,-4.5,-25,45.54,69.14,-27.96,3.86,-10.8,-3.56,32.9,107.88,-32.46,-13.24,22.3,22.7,16.7,173.22,-71.22,-21.34,32.52,-0.02,0.07,0.97,-0.1,-4.1,-3.5,0,0,0,0.06214,-0.01909,-0.05774
0.02,106.66,27.52,126.64,-92.96,2.4,35.38,22.14,19.66,81.38,-42.22,-10.1,43.62,10.14,-5.9,174.58,-69.84,5.42,3.96,0.02,0.06,0.97,2.3,-3.8,-4.5,-21,44.54,64.14,-26.96,-0.14,-37.8,-2.56,36.9,106.88,-32.46,-12.24,25.3,24.7,14.7,169.22,-70.22,-23.34,37.52,-0.02,0.07,0.97,0,-4,-3.5,0,0,0,0.06214,-0.01909,-0.05774
0.04,106.66,25.52,122.64,-92.96,4.4,34.38,25.14,13.66,82.38,-45.22,-9.1,39.62,8.14,-7.9,182.58,-72.84,7.42,6.96,0.01,0.06,0.98,2.5,-4,-4.3,-25,45.54,65.14,-23.96,2.86,-18.8,-7.56,36.9,106.88,-30.46,-12.24,26.3,23.7,12.7,164.22,-70.22,-23.34,33.52,-0.02,0.07,0.97,0.2,-4,-3.5,0,0,0,0.06214,-0.01909,-0.05774
0.06,106.66,24.52,125.64,-91.96,4.4,31.38,28.14,15.66,93.38,-46.22,-10.1,23.62,8.14,-9.9,186.58,-75.84,6.42,6.96,0.01,0.06,0.98,2.4,-4,-4.2,-31,43.54,63.14,-20.96,0.86,-5.8,-5.56,38.9,106.88,-30.46,-12.24,10.3,23.7,12.7,158.22,-67.22,-21.34,33.52,-0.02,0.08,0.97,0.2,-4.2,-3.4,0,0,0,0.06214,-0.01909,-0.05774
0.08,109.66,20.52,121.64,-93.96,3.4,18.38,27.14,18.66,88.38,-46.22,-10.1,19.62,8.14,-7.9,187.58,-73.84,6.42,6.96,0.01,0.06,0.98,2.3,-4,-4.3,-28,42.54,64.14,-24.96,6.86,7.2,-5.56,31.9,102.88,-32.46,-11.24,52.3,22.7,12.7,159.22,-66.22,-21.34,32.52,-0.02,0.07,0.97,0,-4,-3.5,0,0,0,0.06214,-0.01909,-0.05774
0.1,107.66,19.52,116.64,-95.96,3.4,17.38,24.14,16.66,94.38,-47.22,-9.1,21.62,10.14,-7.9,190.58,-73.84,5.42,6.96,0.01,0.06,0.98,2.5,-4.3,-4.3,-22,43.54,63.14,-23.96,2.86,-26.8,-1.56,34.9,99.88,-30.46,-11.24,32.3,23.7,12.7,157.22,-65.22,-21.34,36.52,-0.02,0.08,0.97,0,-4,-3.5,0,0,0,0.06214,-0.01909,-0.05774
0.12,110.66,19.52,121.64,-94.96,2.4,8.38,31.14,10.66,89.38,-47.22,-10.1,20.62,11.14,-8.9,191.58,-76.84,4.42,12.96,0.02,0.06,0.98,2.3,-4.3,-4.2,-26,40.54,63.14,-22.96,4.86,-16.8,-8.56,29.9,101.88,-31.46,-10.24,5.3,21.7,11.7,158.22,-67.22,-21.34,28.52,-0.02,0.08,0.97,0,-3.9,-3.5,0,0,0,0.06214,-0.01909,-0.05774
0.14,107.66,22.52,125.64,-92.96,3.4,0.38,31.14,17.66,89.38,-47.22,-11.1,19.62,11.14,-8.9,192.58,-75.84,3.42,6.96,0.01,0.06,0.98,2.4,-4.3,-4.2,-23,35.54,61.14,-22.96,4.86,-18.8,-3.56,23.9,98.88,-31.46,-11.24,28.3,21.7,11.7,158.22,-67.22,-20.34,31.52,-0.02,0.07,0.97,0.1,-4,-3.3,0,0,0,0.06214,-0.01909,-0.05774
0.16,102.66,20.52,126.64,-92.96,4.4,16.38,25.14,17.66,93.38,-47.22,-11.1,29.62,7.14,-7.9,194.58,-74.84,6.42,8.96,0.01,0.06,0.98,2.5,-4.5,-4.2,-31,37.54,63.14,-24.96,3.86,-23.8,-2.56,32.9,98.88,-29.46,-10.24,29.3,23.7,12.7,158.22,-65.22,-22.34,30.52,-0.02,0.07,0.97,-0.2,-4,-3.6,0,0,0,0.06214,-0.01909,-0.05774
0.18,105.66,19.52,125.64,-93.96,4.4,19.38,23.14,18.66,90.38,-45.22,-10.1,42.62,9.14,-8.9,194.58,-76.84,4.42,6.96,0.02,0.06,0.97,2.5,-4.2,-4.3,-22,39.54,62.14,-23.96,2.86,-32.8,-6.56,40.9,100.88,-28.46,-12.24,20.3,23.7,10.7,162.22,-67.22,-21.34,29.52,-0.02,0.07,0.97,0,-4,-3.5,0,0,0,0.06214,-0.01909,-0.05774
0.2,106.66,16.52,124.64,-92.96,4.4,26.38,22.14,16.66,96.38,-48.22,-9.1,29.62,9.14,-8.9,192.58,-76.84,6.42,1.96,0.02,0.06,0.98,2.5,-4.2,-4.1,-26,38.54,67.14,-22.96,6.86,-27.8,-6.56,29.9,99.88,-29.46,-12.24,22.3,23.7,13.7,164.22,-67.22,-23.34,34.52,-0.02,0.07,0.96,0,-4.2,-3.5,0,0,0,0.06214,-0.01909,-0.05774
0.22,103.66,17.52,124.64,-92.96,4.4,15.38,23.14,16.66,92.38,-44.22,-9.1,26.62,10.14,-8.9,192.58,-75.84,4.42,8.96,0.02,0.06,0.98,2.5,-4.3,-4.3,-24,41.54,64.14,-22.96,1.86,-7.8,-0.56,30.9,97.88,-29.46,-11.24,16.3,24.7,13.7,165.22,-67.22,-23.34,33.52,-0.02,0.07,0.97,0,-4,-3.7,0,0,0,0.06214,-0.01909,-0.05774
0.24,104.66,19.52,122.64,-94.96,3.4,11.38,25.14,14.66,92.38,-46.22,-11.1,20.62,9.14,-9.9,190.58,-76.84,5.42,2.96,0.02,0.06,0.98,2.4,-4.4,-4.2,-21,39.54,60.14,-20.96,0.86,-40.8,-2.56,29.9,99.88,-28.46,-11.24,34.3,24.7,12.7,169.22,-70.22,-23.34,30.52,-0.02,0.07,0.97,-0.1,-4.2,-3.5,0,0,0,0.06214,-0.01909,-0.05774
0.26,103.66,25.52,121.64,-92.96,5.4,33.38,21.14,22.66,83.38,-45.22,-9.1,41.62,9.14,-8.9,189.58,-74.84,5.42,8.96,0.02,0.06,0.97,2.3,-4.3,-4.2,-23,41.54,63.14,-21.96,1.86,-27.8,-4.56,22.9,97.88,-30.46,-12.24,16.3,23.7,11.7,172.22,-72.22,-22.34,28.52,-0.01,0.08,0.97,-0.3,-3.8,-3.4,0,0,0,0.06214,-0.01909,-0.05774
0.28,107.66,22.52,121.64,-93.96,2.4,-0.62,22.14,11.66,88.38,-45.22,-11.1,16.62,10.14,-8.9,189.58,-74.84,3.42,4.96,0.01,0.06,0.98,2.5,-4.3,-4.4,-22,41.54,63.14,-22.96,1.86,-7.8,-4.56,32.9,99.88,-31.46,-10.24,15.3,25.7,10.7,175.22,-71.22,-23.34,31.52,-0.02,0.07,0.97,-0.1,-3.9,-3.5,0,0,0,0.06214,-0.01909,-0.05774
0.3,108.66,22.52,119.64,-92.96,5.4,15.38,24.14,13.66,86.38,-44.22,-7.1,8.62,11.14,-8.9,186.58,-74.84,4.42,2.96,0.02,0.06,0.97,2.6,-4.5,-4.1,-24,44.54,65.14,-23.96,4.86,-26.8,-7.56,26.9,95.88,-31.46,-9.24,48.3,24.7,11.7,177.22,-72.22,-23.34,34.52,-0.02,0.07,0.97,-0.1,-4,-3.6,0,0,0,0.06214,-0.01909,-0.05774
0.34,104.66,22.52,117.64,-92.96,2.4,45.38,26.14,15.66,85.38,-45.22,-10.1,21.62,10.14,-10.9,190.58,-75.84,5.42,7.96,0.02,0.06,0.98,2.5,-4.2,-4.2,-27,41.54,64.14,-21.96,3.86,-27.8,-4.56,34.9,96.88,-29.46,-11.24,36.3,24.7,12.7,178.22,-72.22,-23.34,35.52,-0.02,0.07,0.97,-0.1,-4,-3.4,0,0,0,0.06214,-0.01909,-0.05774
0.36,104.66,17.52,120.64,-92.96,4.4,37.38,22.14,12.66,84.38,-44.22,-7.1,39.62,8.14,-7.9,187.58,-72.84,6.42,4.96,0.01,0.06,0.98,2.7,-4.5,-4.2,-26,40.54,66.14,-23.96,3.86,-20.8,-4.56,22.9,97.88,-31.46,-9.24,10.3,24.7,12.7,180.22,-70.22,-23.34,34.52,-0.02,0.07,0.97,-0.2,-3.9,-3.5,0,0,0,0.06214,-0.01909,-0.05774
