Time(s),FX1,L-Fx1,L-Fy1,L-Fz1,L-Mx1,L-My1,L-Mz1,L-Fx2,L-Fy2,L-Fz2,L-Mx2,L-My2,L-Mz2,L-Fx3,L-Fy3,L-Fz3,L-Mx3,L-My3,L-Mz3,L-AccelX,L-AccelY,L-AccelZ,L-GyroX,L-GyroY,L-GyroZ,R-Fx1,R-Fy1,R-Fz1,R-Mx1,R-My1,R-Mz1,R-Fx2,R-Fy2,R-Fz2,R-Mx2,R-My2,R-Mz2,R-Fx3,R-Fy3,R-Fz3,R-Mx3,R-My3,R-Mz3,R-AccelX,R-AccelY,R-AccelZ,R-GyroX,R-GyroY,R-GyroZ,L-X,L-Y,L-Z,R-X,R-Y,R-Z
0.02,0,70.28,-78.62,179.2,-161.14,49.78,49.46,17.32,89.14,125.92,-77.8,-28.7,3.8,-27.14,-2.42,152.1,-69.94,0.82,-3.12,-0.04,0.06,0.95,-0.5,-2.4,-4,-84.44897959,-43.26530612,94.71428571,-41.85714286,28.59183673,26.93877551,18.59183673,33.40816327,162.4693878,-104.6122449,39.08163265,97.18367347,21.67346939,5.142857143,169.8979592,-62.02040816,0.632653061,-20.67346939,0.04,0.07,0.98,2.5,-5.1,-1.6,0.17932,0.07398,-0.031,-0.18775,-0.09326,-0.25077
0.04,0,74.28,-72.62,176.2,-162.14,48.78,56.46,15.32,91.14,126.92,-78.8,-31.7,19.8,-30.14,-1.42,157.1,-70.94,2.82,1.88,-0.04,0.07,0.95,-0.5,-2.1,-4,-86.44897959,-40.26530612,95.71428571,-38.85714286,29.59183673,25.93877551,11.59183673,36.40816327,158.4693878,-100.6122449,37.08163265,103.1836735,23.67346939,5.142857143,165.8979592,-61.02040816,-0.367346939,-18.67346939,0.04,0.07,0.98,2.6,-5.1,-1.8,0.17932,0.07398,-0.031,-0.18775,-0.09326,-0.25077
0.06,0,75.28,-79.62,179.2,-163.14,48.78,56.46,16.32,88.14,128.92,-81.8,-31.7,-5.2,-29.14,-2.42,165.1,-76.94,0.82,1.88,-0.04,0.07,0.95,-0.5,-2.1,-3.9,-87.44897959,-44.26530612,97.71428571,-38.85714286,28.59183673,9.93877551,17.59183673,36.40816327,156.4693878,-96.6122449,35.08163265,94.18367347,21.67346939,5.142857143,162.8979592,-59.02040816,0.632653061,-20.67346939,0.04,0.07,0.98,2.5,-4.9,-1.7,0.17932,0.07398,-0.031,-0.18775,-0.09326,-0.25077
0.08,0,73.28,-77.62,179.2,-161.14,48.78,48.46,17.32,89.14,130.92,-83.8,-31.7,1.8,-28.14,-1.42,170.1,-77.94,0.82,1.88,-0.05,0.07,0.95,-0.3,-1.9,-4,-81.44897959,-46.26530612,99.71428571,-39.85714286,27.59183673,-10.06122449,9.591836735,30.40816327,151.4693878,-94.6122449,35.08163265,103.1836735,19.67346939,4.142857143,157.8979592,-59.02040816,1.632653061,-20.67346939,0.04,0.07,0.98,2.4,-4.9,-1.7,0.17932,0.07398,-0.031,-0.18775,-0.09326,-0.25077
0.1,0,76.28,-79.62,177.2,-161.14,49.78,43.46,16.32,89.14,129.92,-84.8,-30.7,10.8,-26.14,-1.42,174.1,-79.94,0.82,9.88,-0.05,0.07,0.95,-0.3,-1.9,-3.8,-81.44897959,-40.26530612,98.71428571,-37.85714286,29.59183673,18.93877551,18.59183673,28.40816327,153.4693878,-97.6122449,29.08163265,73.18367347,21.67346939,4.142857143,154.8979592,-57.02040816,0.632653061,-13.67346939,0.04,0.07,0.98,2.5,-5.3,-1.7,0.17932,0.07398,-0.031,-0.18775,-0.09326,-0.25077
0.12,0,74.28,-77.62,180.2,-160.14,50.78,54.46,16.32,88.14,131.92,-84.8,-30.7,-2.2,-26.14,-2.42,178.1,-80.94,0.82,-1.12,-0.05,0.06,0.95,-0.3,-2.1,-3.9,-86.44897959,-43.26530612,95.71428571,-40.85714286,28.59183673,13.93877551,16.59183673,25.40816327,149.4693878,-94.6122449,30.08163265,82.18367347,20.67346939,6.142857143,152.8979592,-56.02040816,0.632653061,-18.67346939,0.04,0.07,0.98,2.5,-5.4,-1.7,0.17932,0.07398,-0.031,-0.18775,-0.09326,-0.25077
0.14,0,74.28,-77.62,172.2,-161.14,43.78,39.46,15.32,93.14,131.92,-81.8,-33.7,30.8,-26.14,-0.42,178.1,-79.94,-0.18,-0.12,-0.04,0.07,0.95,-0.5,-2.3,-3.9,-79.44897959,-42.26530612,93.71428571,-36.85714286,29.59183673,28.93877551,18.59183673,27.40816327,147.4693878,-94.6122449,28.08163265,83.18367347,21.67346939,4.142857143,151.8979592,-56.02040816,0.632653061,-19.67346939,0.04,0.07,0.98,2.3,-5.4,-1.9,0.17932,0.07398,-0.031,-0.18775,-0.09326,-0.25077
0.16,0,74.28,-74.62,178.2,-161.14,48.78,48.46,16.32,92.14,129.92,-82.8,-29.7,7.8,-29.14,1.58,181.1,-79.94,2.82,0.88,-0.04,0.07,0.95,-0.4,-2.3,-4,-81.44897959,-39.26530612,94.71428571,-36.85714286,28.59183673,23.93877551,20.59183673,28.40816327,145.4693878,-93.6122449,30.08163265,93.18367347,21.67346939,6.142857143,148.8979592,-53.02040816,-0.367346939,-19.67346939,0.04,0.07,0.98,2.3,-5.4,-1.8,0.17932,0.07398,-0.031,-0.18775,-0.09326,-0.25077
0.18,0,73.28,-77.62,174.2,-161.14,44.78,61.46,16.32,90.14,132.92,-83.8,-32.7,-19.2,-28.14,-1.42,183.1,-82.94,0.82,0.88,-0.04,0.07,0.95,-0.5,-2.3,-3.9,-80.44897959,-40.26530612,95.71428571,-38.85714286,26.59183673,19.93877551,20.59183673,23.40816327,147.4693878,-94.6122449,29.08163265,91.18367347,22.67346939,1.142857143,148.8979592,-58.02040816,0.632653061,-14.67346939,0.04,0.06,0.98,2.5,-5.6,-1.6,0.17932,0.07398,-0.031,-0.18775,-0.09326,-0.25077
0.2,0,77.28,-74.62,176.2,-162.14,45.78,58.46,14.32,86.14,131.92,-83.8,-32.7,-3.2,-26.14,-1.42,180.1,-81.94,-0.18,3.88,-0.04,0.06,0.95,-0.3,-2.4,-4,-77.44897959,-42.26530612,93.71428571,-37.85714286,27.59183673,16.93877551,16.59183673,25.40816327,146.4693878,-95.6122449,28.08163265,101.1836735,23.67346939,6.142857143,148.8979592,-55.02040816,0.632653061,-14.67346939,0.04,0.07,0.98,2.4,-5.5,-1.6,0.17932,0.07398,-0.031,-0.18775,-0.09326,-0.25077
